"","id","loci","n.loci","dam","LLRdam","sire","LLRsire","absLLRtotal"
"79","adapter_trim.F2-B1-pH8.bam","CM084266_1_57882573.1, CM084275_1_272975.1, CM084275_1_35720341.0, CM084268_1_50681646.0, CM084271_1_337322.1, CM084277_1_30953033.0, CM084265_1_72071374.0, CM084266_1_23296704.0, CM084271_1_3807705.1, CM084267_1_52593733.0, CM084276_1_38558690.0, CM084275_1_25393266.0, CM084268_1_28851913.0, CM084268_1_50225017.1, CM084268_1_28845782.1, CM084264_1_34293018.1, CM084265_1_68074267.1, CM084268_1_24031324.1, CM084270_1_42348998.0, CM084265_1_68806425.1, CM084264_1_34294476.1, CM084267_1_11257244.1, CM084276_1_25809361.1, CM084274_1_3691337.1, CM084279_1_32673936.1, CM084264_1_69298657.0, CM084265_1_68798193.0, CM084264_1_15073604.0, CM084274_1_4796871.0, CM084279_1_31073068.1",30,"adapter_trim.F1-B21-pH8.bam",-0.22,"adapter_trim.F1-B4-pH8.bam",-0.25,0.47
"80","adapter_trim.F2-J127-pH8.bam","CM084266_1_23317745.1, CM084277_1_4875899.0, CM084275_1_327388.0, CM084265_1_70595157.1, CM084276_1_935645.1, CM084274_1_4708745.0, CM084273_1_32698906.0, CM084264_1_73927104.1, CM084264_1_69682047.1, CM084266_1_69085559.1, CM084269_1_46692120.1, CM084264_1_69539449.0, CM084279_1_161458.0, CM084266_1_63195133.1, CM084277_1_6198938.1, CM084269_1_43525189.1, CM084269_1_39736980.1, CM084264_1_73604686.1, CM084269_1_1577700.0, CM084268_1_3692649.1, CM084272_1_1891451.1, CM084271_1_43339301.1, CM084267_1_6421227.0, CM084274_1_4694263.0, CM084268_1_3695238.1, CM084278_1_19960942.0, CM084265_1_19672164.1, CM084276_1_38096618.0, CM084274_1_4864682.0, CM084265_1_71925203.1",30,"adapter_trim.F1-B25-pH8.bam",0.02,"adapter_trim.F1-B5-pH8.bam",-0.35,0.37
"81","adapter_trim.F2-J86-pH8.bam","CM084272_1_1311984.0, CM084264_1_2737868.1, CM084264_1_68688357.1, CM084272_1_1894347.0, CM084266_1_57888961.0, CM084271_1_43868189.1, CM084274_1_4864709.0, CM084266_1_65993526.0, CM084267_1_699277.0, CM084278_1_22664889.0, CM084276_1_38772810.1, CM084269_1_45420488.0, CM084270_1_42345710.0, CM084275_1_524597.0, CM084276_1_7202888.0, CM084264_1_73926177.1, CM084271_1_19655820.0, CM084269_1_4636404.1, CM084277_1_5803945.0, CM084273_1_32698908.0, CM084270_1_32126731.1, CM084275_1_39776618.0, CM084265_1_70607188.0, CM084274_1_4869825.1, CM084275_1_25395524.0, CM084269_1_41809356.1, CM084265_1_59221281.1, CM084275_1_39780930.1, CM084264_1_2740173.1, CM084273_1_31863691.0",30,"adapter_trim.F1-B21-pH8.bam",-0.5,"adapter_trim.F1-B3-pH8.bam",-0.31,0.81
"82","adapter_trim.F2-B23-pH8.bam","CM084272_1_1311984.0, CM084264_1_2737868.1, CM084264_1_68688357.1, CM084272_1_1894347.0, CM084266_1_57888961.0, CM084271_1_43868189.1, CM084274_1_4864709.0, CM084266_1_65993526.0, CM084267_1_699277.0, CM084278_1_22664889.0, CM084276_1_38772810.1, CM084269_1_45420488.0, CM084270_1_42345710.0, CM084275_1_524597.0, CM084276_1_7202888.0, CM084264_1_73926177.1, CM084271_1_19655820.0, CM084269_1_4636404.1, CM084277_1_5803945.0, CM084273_1_32698908.0, CM084270_1_32126731.1, CM084275_1_39776618.0, CM084265_1_70607188.0, CM084274_1_4869825.1, CM084275_1_25395524.0, CM084269_1_41809356.1, CM084265_1_59221281.1, CM084275_1_39780930.1, CM084264_1_2740173.1, CM084273_1_31863691.0",30,"adapter_trim.F1-B8-pH8.bam",-0.51,"adapter_trim.F1-B1-pH8.bam",-0.31,0.82
"83","adapter_trim.F2-J105-pH8.bam","CM084278_1_30230906.1, CM084275_1_25397304.1, CM084273_1_11263082.1, CM084267_1_5881718.1, CM084265_1_70980049.1, CM084266_1_70706238.1, CM084278_1_22644846.0, CM084268_1_22040366.1, CM084271_1_37240204.0, CM084279_1_1072380.0, CM084266_1_71148891.1, CM084269_1_15812958.1, CM084271_1_26324168.0, CM084264_1_61167189.1, CM084276_1_1856932.0, CM084266_1_68919241.1, CM084266_1_59802321.1, CM084277_1_29208392.1, CM084274_1_4796888.1, CM084271_1_44105575.1, CM084276_1_38072621.1, CM084270_1_46589386.0, CM084271_1_344493.0, CM084277_1_29208301.0, CM084264_1_72011613.0, CM084276_1_25809477.0, CM084271_1_39685141.0, CM084279_1_1512885.1, CM084273_1_42252907.0, CM084264_1_74721329.0",30,"adapter_trim.F1-B8-pH8.bam",-0.09,"adapter_trim.F1-B9-pH8.bam",-0.07,0.16
"84","adapter_trim.F2-J122-pH8.bam","CM084278_1_30230906.1, CM084275_1_25397304.1, CM084273_1_11263082.1, CM084267_1_5881718.1, CM084265_1_70980049.1, CM084266_1_70706238.1, CM084278_1_22644846.0, CM084268_1_22040366.1, CM084271_1_37240204.0, CM084279_1_1072380.0, CM084266_1_71148891.1, CM084269_1_15812958.1, CM084271_1_26324168.0, CM084264_1_61167189.1, CM084276_1_1856932.0, CM084266_1_68919241.1, CM084266_1_59802321.1, CM084277_1_29208392.1, CM084274_1_4796888.1, CM084271_1_44105575.1, CM084276_1_38072621.1, CM084270_1_46589386.0, CM084271_1_344493.0, CM084277_1_29208301.0, CM084264_1_72011613.0, CM084276_1_25809477.0, CM084271_1_39685141.0, CM084279_1_1512885.1, CM084273_1_42252907.0, CM084264_1_74721329.0",30,"adapter_trim.F1-B15-pH8.bam",-0.41,"adapter_trim.F1-B1-pH8.bam",-0.38,0.79
"85","adapter_trim.F2-J83-pH8.bam","CM084278_1_30230906.1, CM084275_1_25397304.1, CM084273_1_11263082.1, CM084267_1_5881718.1, CM084265_1_70980049.1, CM084266_1_70706238.1, CM084278_1_22644846.0, CM084268_1_22040366.1, CM084271_1_37240204.0, CM084279_1_1072380.0, CM084266_1_71148891.1, CM084269_1_15812958.1, CM084271_1_26324168.0, CM084264_1_61167189.1, CM084276_1_1856932.0, CM084266_1_68919241.1, CM084266_1_59802321.1, CM084277_1_29208392.1, CM084274_1_4796888.1, CM084271_1_44105575.1, CM084276_1_38072621.1, CM084270_1_46589386.0, CM084271_1_344493.0, CM084277_1_29208301.0, CM084264_1_72011613.0, CM084276_1_25809477.0, CM084271_1_39685141.0, CM084279_1_1512885.1, CM084273_1_42252907.0, CM084264_1_74721329.0",30,"adapter_trim.F1-B21-pH8.bam",-0.28,"adapter_trim.F1-B4-pH8.bam",-0.08,0.36
"86","adapter_trim.F2-J143-pH8.bam","CM084271_1_43851366.0, CM084269_1_42862718.0, CM084265_1_71265269.0, CM084264_1_73312740.0, CM084266_1_816291.1, CM084264_1_75512053.1, CM084277_1_31296163.1, CM084266_1_68319456.1, CM084275_1_39491731.0, CM084268_1_3704024.0, CM084266_1_59802412.0, CM084271_1_340894.1, CM084270_1_4920918.1, CM084265_1_39553345.0, CM084265_1_68525973.0, CM084274_1_4864682.0, CM084266_1_57889035.0, CM084269_1_1544433.1, CM084268_1_9292527.1, CM084271_1_379028.0, CM084277_1_30611511.1, CM084272_1_33606995.0, CM084276_1_38785557.0, CM084266_1_71166433.0, CM084266_1_70706208.0, CM084276_1_38797638.0, CM084272_1_1891434.0, CM084269_1_4628639.1, CM084265_1_65204740.1, CM084271_1_379038.1",30,"adapter_trim.F1-B8-pH8.bam",-0.17,"adapter_trim.F1-B7-pH8.bam",-0.03,0.2
"87","adapter_trim.F2-B11-pH8.bam","CM084271_1_43851366.0, CM084269_1_42862718.0, CM084265_1_71265269.0, CM084264_1_73312740.0, CM084266_1_816291.1, CM084264_1_75512053.1, CM084277_1_31296163.1, CM084266_1_68319456.1, CM084275_1_39491731.0, CM084268_1_3704024.0, CM084266_1_59802412.0, CM084271_1_340894.1, CM084270_1_4920918.1, CM084265_1_39553345.0, CM084265_1_68525973.0, CM084274_1_4864682.0, CM084266_1_57889035.0, CM084269_1_1544433.1, CM084268_1_9292527.1, CM084271_1_379028.0, CM084277_1_30611511.1, CM084272_1_33606995.0, CM084276_1_38785557.0, CM084266_1_71166433.0, CM084266_1_70706208.0, CM084276_1_38797638.0, CM084272_1_1891434.0, CM084269_1_4628639.1, CM084265_1_65204740.1, CM084271_1_379038.1",30,"adapter_trim.F1-B8-pH8.bam",-0.24,"adapter_trim.F1-B11-pH8.bam",-0.32,0.56
"88","adapter_trim.F2-J107-pH8.bam","CM084271_1_43868201.0, CM084266_1_68319456.0, CM084275_1_35717364.0, CM084265_1_1816564.0, CM084267_1_13261420.1, CM084265_1_70979988.0, CM084270_1_47077465.1, CM084267_1_11257260.0, CM084274_1_4863872.1, CM084265_1_70800987.1, CM084276_1_1625257.0, CM084266_1_70706238.1, CM084266_1_38532344.1, CM084266_1_57888563.1, CM084270_1_42355508.1, CM084275_1_120888.1, CM084275_1_35719388.0, CM084274_1_21938486.0, CM084267_1_5165677.0, CM084271_1_43546299.0, CM084267_1_51346515.0, CM084275_1_39338236.0, CM084266_1_69141150.1, CM084274_1_3692385.0, CM084265_1_3130640.0, CM084267_1_5165711.1, CM084275_1_77171.1, CM084279_1_10156984.0, CM084271_1_44091708.1, CM084268_1_50216562.0",30,"adapter_trim.F1-B20-pH8.bam",-0.6,"adapter_trim.F1-B3-pH8.bam",-0.16,0.76
"89","adapter_trim.F2-J126-pH8.bam","CM084271_1_43868201.0, CM084266_1_68319456.0, CM084275_1_35717364.0, CM084265_1_1816564.0, CM084267_1_13261420.1, CM084265_1_70979988.0, CM084270_1_47077465.1, CM084267_1_11257260.0, CM084274_1_4863872.1, CM084265_1_70800987.1, CM084276_1_1625257.0, CM084266_1_70706238.1, CM084266_1_38532344.1, CM084266_1_57888563.1, CM084270_1_42355508.1, CM084275_1_120888.1, CM084275_1_35719388.0, CM084274_1_21938486.0, CM084267_1_5165677.0, CM084271_1_43546299.0, CM084267_1_51346515.0, CM084275_1_39338236.0, CM084266_1_69141150.1, CM084274_1_3692385.0, CM084265_1_3130640.0, CM084267_1_5165711.1, CM084275_1_77171.1, CM084279_1_10156984.0, CM084271_1_44091708.1, CM084268_1_50216562.0",30,"adapter_trim.F1-B20-pH8.bam",-0.15,"adapter_trim.F1-B3-pH8.bam",0.13,0.28
"90","adapter_trim.F2-J146-pH8.bam","CM084271_1_43868201.0, CM084266_1_68319456.0, CM084275_1_35717364.0, CM084265_1_1816564.0, CM084267_1_13261420.1, CM084265_1_70979988.0, CM084270_1_47077465.1, CM084267_1_11257260.0, CM084274_1_4863872.1, CM084265_1_70800987.1, CM084276_1_1625257.0, CM084266_1_70706238.1, CM084266_1_38532344.1, CM084266_1_57888563.1, CM084270_1_42355508.1, CM084275_1_120888.1, CM084275_1_35719388.0, CM084274_1_21938486.0, CM084267_1_5165677.0, CM084271_1_43546299.0, CM084267_1_51346515.0, CM084275_1_39338236.0, CM084266_1_69141150.1, CM084274_1_3692385.0, CM084265_1_3130640.0, CM084267_1_5165711.1, CM084275_1_77171.1, CM084279_1_10156984.0, CM084271_1_44091708.1, CM084268_1_50216562.0",30,"adapter_trim.F1-B15-pH8.bam",-0.3,"adapter_trim.F1-B7-pH8.bam",-0.44,0.74
"91","adapter_trim.F2-J85-pH8.bam","CM084271_1_43868201.0, CM084266_1_68319456.0, CM084275_1_35717364.0, CM084265_1_1816564.0, CM084267_1_13261420.1, CM084265_1_70979988.0, CM084270_1_47077465.1, CM084267_1_11257260.0, CM084274_1_4863872.1, CM084265_1_70800987.1, CM084276_1_1625257.0, CM084266_1_70706238.1, CM084266_1_38532344.1, CM084266_1_57888563.1, CM084270_1_42355508.1, CM084275_1_120888.1, CM084275_1_35719388.0, CM084274_1_21938486.0, CM084267_1_5165677.0, CM084271_1_43546299.0, CM084267_1_51346515.0, CM084275_1_39338236.0, CM084266_1_69141150.1, CM084274_1_3692385.0, CM084265_1_3130640.0, CM084267_1_5165711.1, CM084275_1_77171.1, CM084279_1_10156984.0, CM084271_1_44091708.1, CM084268_1_50216562.0",30,"adapter_trim.F1-B15-pH8.bam",-0.17,"adapter_trim.F1-B1-pH8.bam",-0.09,0.26
"92","adapter_trim.F2-J89-pH8.bam","CM084271_1_43868201.0, CM084266_1_68319456.0, CM084275_1_35717364.0, CM084265_1_1816564.0, CM084267_1_13261420.1, CM084265_1_70979988.0, CM084270_1_47077465.1, CM084267_1_11257260.0, CM084274_1_4863872.1, CM084265_1_70800987.1, CM084276_1_1625257.0, CM084266_1_70706238.1, CM084266_1_38532344.1, CM084266_1_57888563.1, CM084270_1_42355508.1, CM084275_1_120888.1, CM084275_1_35719388.0, CM084274_1_21938486.0, CM084267_1_5165677.0, CM084271_1_43546299.0, CM084267_1_51346515.0, CM084275_1_39338236.0, CM084266_1_69141150.1, CM084274_1_3692385.0, CM084265_1_3130640.0, CM084267_1_5165711.1, CM084275_1_77171.1, CM084279_1_10156984.0, CM084271_1_44091708.1, CM084268_1_50216562.0",30,"adapter_trim.F1-B25-pH8.bam",-0.37,"adapter_trim.F1-B8-pH8.bam",0.12,0.49
"93","adapter_trim.F2-J126-pH8.bam","CM084278_1_23542095.0, CM084276_1_62244.0, CM084267_1_5952857.1, CM084269_1_1544433.1, CM084266_1_70400406.1, CM084264_1_72075482.1, CM084266_1_68478650.0, CM084266_1_57888563.0, CM084266_1_68960355.1, CM084275_1_39420927.0, CM084269_1_40451676.1, CM084276_1_12383618.0, CM084269_1_15817354.1, CM084276_1_38539465.0, CM084266_1_64725843.0, CM084268_1_45613.0, CM084275_1_1304711.1, CM084275_1_35720350.1, CM084265_1_70798989.1, CM084270_1_46588177.0, CM084271_1_44134607.1, CM084274_1_3691763.0, CM084264_1_61167131.1, CM084275_1_20000958.1, CM084276_1_1625423.1, CM084264_1_75506833.0, CM084264_1_74721244.1, CM084269_1_4636406.0, CM084264_1_72011634.0, CM084269_1_43525341.0",30,"adapter_trim.F1-B20-pH8.bam",-0.05,"adapter_trim.F1-B11-pH8.bam",-0.3,0.35
"94","adapter_trim.F2-J127-pH8.bam","CM084278_1_23542095.0, CM084276_1_62244.0, CM084267_1_5952857.1, CM084269_1_1544433.1, CM084266_1_70400406.1, CM084264_1_72075482.1, CM084266_1_68478650.0, CM084266_1_57888563.0, CM084266_1_68960355.1, CM084275_1_39420927.0, CM084269_1_40451676.1, CM084276_1_12383618.0, CM084269_1_15817354.1, CM084276_1_38539465.0, CM084266_1_64725843.0, CM084268_1_45613.0, CM084275_1_1304711.1, CM084275_1_35720350.1, CM084265_1_70798989.1, CM084270_1_46588177.0, CM084271_1_44134607.1, CM084274_1_3691763.0, CM084264_1_61167131.1, CM084275_1_20000958.1, CM084276_1_1625423.1, CM084264_1_75506833.0, CM084264_1_74721244.1, CM084269_1_4636406.0, CM084264_1_72011634.0, CM084269_1_43525341.0",30,"adapter_trim.F1-B25-pH8.bam",-0.41,"adapter_trim.F1-B9-pH8.bam",-0.03,0.44
"95","adapter_trim.F2-J141-pH8.bam","CM084278_1_23542095.0, CM084276_1_62244.0, CM084267_1_5952857.1, CM084269_1_1544433.1, CM084266_1_70400406.1, CM084264_1_72075482.1, CM084266_1_68478650.0, CM084266_1_57888563.0, CM084266_1_68960355.1, CM084275_1_39420927.0, CM084269_1_40451676.1, CM084276_1_12383618.0, CM084269_1_15817354.1, CM084276_1_38539465.0, CM084266_1_64725843.0, CM084268_1_45613.0, CM084275_1_1304711.1, CM084275_1_35720350.1, CM084265_1_70798989.1, CM084270_1_46588177.0, CM084271_1_44134607.1, CM084274_1_3691763.0, CM084264_1_61167131.1, CM084275_1_20000958.1, CM084276_1_1625423.1, CM084264_1_75506833.0, CM084264_1_74721244.1, CM084269_1_4636406.0, CM084264_1_72011634.0, CM084269_1_43525341.0",30,"adapter_trim.F1-B25-pH8.bam",-0.07,"adapter_trim.F1-B8-pH8.bam",-0.25,0.32
"96","adapter_trim.F2-B11-pH8.bam","CM084278_1_23542095.0, CM084276_1_62244.0, CM084267_1_5952857.1, CM084269_1_1544433.1, CM084266_1_70400406.1, CM084264_1_72075482.1, CM084266_1_68478650.0, CM084266_1_57888563.0, CM084266_1_68960355.1, CM084275_1_39420927.0, CM084269_1_40451676.1, CM084276_1_12383618.0, CM084269_1_15817354.1, CM084276_1_38539465.0, CM084266_1_64725843.0, CM084268_1_45613.0, CM084275_1_1304711.1, CM084275_1_35720350.1, CM084265_1_70798989.1, CM084270_1_46588177.0, CM084271_1_44134607.1, CM084274_1_3691763.0, CM084264_1_61167131.1, CM084275_1_20000958.1, CM084276_1_1625423.1, CM084264_1_75506833.0, CM084264_1_74721244.1, CM084269_1_4636406.0, CM084264_1_72011634.0, CM084269_1_43525341.0",30,"adapter_trim.F1-B15-pH8.bam",-0.44,"adapter_trim.F1-B11-pH8.bam",-0.37,0.81
"97","adapter_trim.F2-J104-pH8.bam","CM084274_1_4869968.0, CM084270_1_4751817.1, CM084274_1_4709671.1, CM084266_1_57885157.0, CM084266_1_70743740.1, CM084269_1_1558064.0, CM084279_1_32649961.1, CM084279_1_993504.0, CM084278_1_15228737.1, CM084266_1_63468218.1, CM084268_1_3699701.0, CM084279_1_1064677.1, CM084265_1_786811.0, CM084265_1_8361584.0, CM084274_1_4792351.1, CM084268_1_28845336.1, CM084271_1_43860460.1, CM084273_1_42253159.0, CM084264_1_66522465.0, CM084270_1_4920904.1, CM084265_1_60316111.1, CM084279_1_16586112.1, CM084264_1_66525874.1, CM084274_1_4694263.0, CM084268_1_3704024.1, CM084269_1_43525341.1, CM084267_1_8118654.1, CM084271_1_19655909.0, CM084274_1_4773486.1, CM084265_1_72992174.0",30,"adapter_trim.F1-B15-pH8.bam",0.03,"adapter_trim.F1-B10-pH8.bam",-0.23,0.26
"98","adapter_trim.F2-B11-pH8.bam","CM084274_1_4869968.0, CM084270_1_4751817.1, CM084274_1_4709671.1, CM084266_1_57885157.0, CM084266_1_70743740.1, CM084269_1_1558064.0, CM084279_1_32649961.1, CM084279_1_993504.0, CM084278_1_15228737.1, CM084266_1_63468218.1, CM084268_1_3699701.0, CM084279_1_1064677.1, CM084265_1_786811.0, CM084265_1_8361584.0, CM084274_1_4792351.1, CM084268_1_28845336.1, CM084271_1_43860460.1, CM084273_1_42253159.0, CM084264_1_66522465.0, CM084270_1_4920904.1, CM084265_1_60316111.1, CM084279_1_16586112.1, CM084264_1_66525874.1, CM084274_1_4694263.0, CM084268_1_3704024.1, CM084269_1_43525341.1, CM084267_1_8118654.1, CM084271_1_19655909.0, CM084274_1_4773486.1, CM084265_1_72992174.0",30,"adapter_trim.F1-B8-pH8.bam",-0.31,"adapter_trim.F1-B3-pH8.bam",-0.22,0.53
"99","adapter_trim.F2-J104-pH8.bam","CM084267_1_13231056.1, CM084264_1_70355122.0, CM084271_1_43934411.0, CM084272_1_33454573.1, CM084264_1_69275359.1, CM084265_1_66143662.1, CM084278_1_31960704.0, CM084273_1_21179270.1, CM084271_1_44077341.1, CM084264_1_70471433.0, CM084274_1_4773546.0, CM084270_1_42355495.1, CM084278_1_22664889.0, CM084270_1_47077463.0, CM084270_1_4920904.1, CM084274_1_4785935.1, CM084276_1_11709759.0, CM084265_1_70577871.0, CM084268_1_1508040.1, CM084278_1_8558506.1, CM084276_1_20157216.0, CM084267_1_51248426.1, CM084278_1_28652016.0, CM084277_1_18546604.0, CM084268_1_3704020.0, CM084277_1_28144351.0, CM084266_1_68919241.1, CM084274_1_4694551.0, CM084266_1_64164372.0, CM084273_1_42253133.0",30,"adapter_trim.F1-B21-pH8.bam",-0.34,"adapter_trim.F1-B1-pH8.bam",-0.36,0.7
"100","adapter_trim.F2-J105-pH8.bam","CM084267_1_13231056.1, CM084264_1_70355122.0, CM084271_1_43934411.0, CM084272_1_33454573.1, CM084264_1_69275359.1, CM084265_1_66143662.1, CM084278_1_31960704.0, CM084273_1_21179270.1, CM084271_1_44077341.1, CM084264_1_70471433.0, CM084274_1_4773546.0, CM084270_1_42355495.1, CM084278_1_22664889.0, CM084270_1_47077463.0, CM084270_1_4920904.1, CM084274_1_4785935.1, CM084276_1_11709759.0, CM084265_1_70577871.0, CM084268_1_1508040.1, CM084278_1_8558506.1, CM084276_1_20157216.0, CM084267_1_51248426.1, CM084278_1_28652016.0, CM084277_1_18546604.0, CM084268_1_3704020.0, CM084277_1_28144351.0, CM084266_1_68919241.1, CM084274_1_4694551.0, CM084266_1_64164372.0, CM084273_1_42253133.0",30,"adapter_trim.F1-B20-pH8.bam",-0.44,"adapter_trim.F1-B10-pH8.bam",-0.2,0.64
"101","adapter_trim.F2-J145-pH8.bam","CM084267_1_13231056.1, CM084264_1_70355122.0, CM084271_1_43934411.0, CM084272_1_33454573.1, CM084264_1_69275359.1, CM084265_1_66143662.1, CM084278_1_31960704.0, CM084273_1_21179270.1, CM084271_1_44077341.1, CM084264_1_70471433.0, CM084274_1_4773546.0, CM084270_1_42355495.1, CM084278_1_22664889.0, CM084270_1_47077463.0, CM084270_1_4920904.1, CM084274_1_4785935.1, CM084276_1_11709759.0, CM084265_1_70577871.0, CM084268_1_1508040.1, CM084278_1_8558506.1, CM084276_1_20157216.0, CM084267_1_51248426.1, CM084278_1_28652016.0, CM084277_1_18546604.0, CM084268_1_3704020.0, CM084277_1_28144351.0, CM084266_1_68919241.1, CM084274_1_4694551.0, CM084266_1_64164372.0, CM084273_1_42253133.0",30,"adapter_trim.F1-B21-pH8.bam",-0.17,"adapter_trim.F1-B1-pH8.bam",-0.34,0.51
"102","adapter_trim.F2-J147-pH8.bam","CM084267_1_13231056.1, CM084264_1_70355122.0, CM084271_1_43934411.0, CM084272_1_33454573.1, CM084264_1_69275359.1, CM084265_1_66143662.1, CM084278_1_31960704.0, CM084273_1_21179270.1, CM084271_1_44077341.1, CM084264_1_70471433.0, CM084274_1_4773546.0, CM084270_1_42355495.1, CM084278_1_22664889.0, CM084270_1_47077463.0, CM084270_1_4920904.1, CM084274_1_4785935.1, CM084276_1_11709759.0, CM084265_1_70577871.0, CM084268_1_1508040.1, CM084278_1_8558506.1, CM084276_1_20157216.0, CM084267_1_51248426.1, CM084278_1_28652016.0, CM084277_1_18546604.0, CM084268_1_3704020.0, CM084277_1_28144351.0, CM084266_1_68919241.1, CM084274_1_4694551.0, CM084266_1_64164372.0, CM084273_1_42253133.0",30,"adapter_trim.F1-B15-pH8.bam",-0.46,"adapter_trim.F1-B3-pH8.bam",-0.17,0.63
"103","adapter_trim.F2-J142-pH8.bam","CM084272_1_36474242.1, CM084268_1_28845789.0, CM084269_1_39737144.1, CM084270_1_39395913.1, CM084264_1_72054047.0, CM084277_1_18541349.0, CM084266_1_50301553.0, CM084269_1_1577700.0, CM084265_1_46089269.0, CM084279_1_32917232.0, CM084278_1_279490.1, CM084265_1_58036330.1, CM084266_1_63167162.1, CM084266_1_69052082.1, CM084270_1_12307506.1, CM084276_1_6150174.0, CM084276_1_38558590.1, CM084265_1_19672164.0, CM084279_1_1073400.0, CM084276_1_4855640.1, CM084279_1_10147354.1, CM084265_1_69915221.0, CM084269_1_1556138.1, CM084266_1_63195133.1, CM084268_1_3691704.0, CM084267_1_2646659.1, CM084265_1_64735421.0, CM084275_1_25393709.0, CM084276_1_1849333.1, CM084275_1_40706319.1",30,"adapter_trim.F1-B15-pH8.bam",-0.14,"adapter_trim.F1-B7-pH8.bam",-0.29,0.43
"104","adapter_trim.F2-B13-pH8.bam","CM084272_1_36474242.1, CM084268_1_28845789.0, CM084269_1_39737144.1, CM084270_1_39395913.1, CM084264_1_72054047.0, CM084277_1_18541349.0, CM084266_1_50301553.0, CM084269_1_1577700.0, CM084265_1_46089269.0, CM084279_1_32917232.0, CM084278_1_279490.1, CM084265_1_58036330.1, CM084266_1_63167162.1, CM084266_1_69052082.1, CM084270_1_12307506.1, CM084276_1_6150174.0, CM084276_1_38558590.1, CM084265_1_19672164.0, CM084279_1_1073400.0, CM084276_1_4855640.1, CM084279_1_10147354.1, CM084265_1_69915221.0, CM084269_1_1556138.1, CM084266_1_63195133.1, CM084268_1_3691704.0, CM084267_1_2646659.1, CM084265_1_64735421.0, CM084275_1_25393709.0, CM084276_1_1849333.1, CM084275_1_40706319.1",30,"adapter_trim.F1-B21-pH8.bam",-0.14,"adapter_trim.F1-B8-pH8.bam",-0.01,0.15
"105","adapter_trim.F2-J105-pH8.bam","CM084268_1_22932625.1, CM084274_1_4694254.1, CM084269_1_15799403.1, CM084275_1_120808.1, CM084266_1_66483893.0, CM084277_1_30027539.0, CM084267_1_51248426.1, CM084269_1_45438488.1, CM084264_1_61167189.1, CM084276_1_38552579.1, CM084265_1_71265328.0, CM084268_1_28845513.0, CM084267_1_832141.0, CM084271_1_37244938.0, CM084269_1_40338566.0, CM084269_1_43525146.0, CM084270_1_12307511.1, CM084271_1_30532401.1, CM084274_1_4694239.1, CM084272_1_1307854.0, CM084273_1_31864421.0, CM084267_1_8118540.1, CM084269_1_35642171.1, CM084271_1_379011.1, CM084267_1_6421243.0, CM084278_1_16774412.0, CM084266_1_69625503.0, CM084273_1_42252907.0, CM084270_1_46588162.1, CM084266_1_68515581.1",30,"adapter_trim.F1-B20-pH8.bam",0.09,"adapter_trim.F1-B7-pH8.bam",0.06,0.15
"106","adapter_trim.F2-J141-pH8.bam","CM084268_1_22932625.1, CM084274_1_4694254.1, CM084269_1_15799403.1, CM084275_1_120808.1, CM084266_1_66483893.0, CM084277_1_30027539.0, CM084267_1_51248426.1, CM084269_1_45438488.1, CM084264_1_61167189.1, CM084276_1_38552579.1, CM084265_1_71265328.0, CM084268_1_28845513.0, CM084267_1_832141.0, CM084271_1_37244938.0, CM084269_1_40338566.0, CM084269_1_43525146.0, CM084270_1_12307511.1, CM084271_1_30532401.1, CM084274_1_4694239.1, CM084272_1_1307854.0, CM084273_1_31864421.0, CM084267_1_8118540.1, CM084269_1_35642171.1, CM084271_1_379011.1, CM084267_1_6421243.0, CM084278_1_16774412.0, CM084266_1_69625503.0, CM084273_1_42252907.0, CM084270_1_46588162.1, CM084266_1_68515581.1",30,"adapter_trim.F1-B25-pH8.bam",-0.44,"adapter_trim.F1-B10-pH8.bam",-0.47,0.91
"107","adapter_trim.F2-B1-pH8.bam","CM084268_1_22932625.1, CM084274_1_4694254.1, CM084269_1_15799403.1, CM084275_1_120808.1, CM084266_1_66483893.0, CM084277_1_30027539.0, CM084267_1_51248426.1, CM084269_1_45438488.1, CM084264_1_61167189.1, CM084276_1_38552579.1, CM084265_1_71265328.0, CM084268_1_28845513.0, CM084267_1_832141.0, CM084271_1_37244938.0, CM084269_1_40338566.0, CM084269_1_43525146.0, CM084270_1_12307511.1, CM084271_1_30532401.1, CM084274_1_4694239.1, CM084272_1_1307854.0, CM084273_1_31864421.0, CM084267_1_8118540.1, CM084269_1_35642171.1, CM084271_1_379011.1, CM084267_1_6421243.0, CM084278_1_16774412.0, CM084266_1_69625503.0, CM084273_1_42252907.0, CM084270_1_46588162.1, CM084266_1_68515581.1",30,"adapter_trim.F1-B25-pH8.bam",-0.56,"adapter_trim.F1-B5-pH8.bam",-0.17,0.73
