"","id","loci","n.loci","dam","LLRdam","sire","LLRsire","absLLRtotal"
"21","adapter_trim.F2-J104-pH8.bam","CM084264_1_64874708.1, CM084266_1_62460055.0, CM084279_1_32666436.1, CM084275_1_1304750.1, CM084272_1_7002400.1, CM084270_1_13944196.0, CM084268_1_49719767.1, CM084265_1_59221322.1, CM084274_1_4796888.0, CM084265_1_68806466.0, CM084267_1_52112064.1, CM084271_1_44077319.0, CM084268_1_28845439.0, CM084273_1_42287132.0, CM084266_1_68478650.1, CM084268_1_298790.1, CM084269_1_43524691.0, CM084278_1_29698402.1, CM084278_1_23541026.0, CM084269_1_15809957.1, CM084266_1_66483880.1, CM084264_1_72054043.1, CM084279_1_1079183.0, CM084267_1_50993981.1, CM084264_1_74273479.1, CM084264_1_70173613.1, CM084266_1_57888166.0, CM084265_1_70589365.0, CM084265_1_64765147.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B8-pH8.bam",-0.04,"adapter_trim.F1-B4-pH8.bam",0,0.04
"22","adapter_trim.F2-J141-pH8.bam","CM084264_1_64874708.1, CM084266_1_62460055.0, CM084279_1_32666436.1, CM084275_1_1304750.1, CM084272_1_7002400.1, CM084270_1_13944196.0, CM084268_1_49719767.1, CM084265_1_59221322.1, CM084274_1_4796888.0, CM084265_1_68806466.0, CM084267_1_52112064.1, CM084271_1_44077319.0, CM084268_1_28845439.0, CM084273_1_42287132.0, CM084266_1_68478650.1, CM084268_1_298790.1, CM084269_1_43524691.0, CM084278_1_29698402.1, CM084278_1_23541026.0, CM084269_1_15809957.1, CM084266_1_66483880.1, CM084264_1_72054043.1, CM084279_1_1079183.0, CM084267_1_50993981.1, CM084264_1_74273479.1, CM084264_1_70173613.1, CM084266_1_57888166.0, CM084265_1_70589365.0, CM084265_1_64765147.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B25-pH8.bam",-0.38,"adapter_trim.F1-B5-pH8.bam",-0.5,0.88
"23","adapter_trim.F2-J146-pH8.bam","CM084264_1_64874708.1, CM084266_1_62460055.0, CM084279_1_32666436.1, CM084275_1_1304750.1, CM084272_1_7002400.1, CM084270_1_13944196.0, CM084268_1_49719767.1, CM084265_1_59221322.1, CM084274_1_4796888.0, CM084265_1_68806466.0, CM084267_1_52112064.1, CM084271_1_44077319.0, CM084268_1_28845439.0, CM084273_1_42287132.0, CM084266_1_68478650.1, CM084268_1_298790.1, CM084269_1_43524691.0, CM084278_1_29698402.1, CM084278_1_23541026.0, CM084269_1_15809957.1, CM084266_1_66483880.1, CM084264_1_72054043.1, CM084279_1_1079183.0, CM084267_1_50993981.1, CM084264_1_74273479.1, CM084264_1_70173613.1, CM084266_1_57888166.0, CM084265_1_70589365.0, CM084265_1_64765147.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B21-pH8.bam",-0.15,"adapter_trim.F1-B5-pH8.bam",-0.41,0.56
"24","adapter_trim.F2-J83-pH8.bam","CM084264_1_64874708.1, CM084266_1_62460055.0, CM084279_1_32666436.1, CM084275_1_1304750.1, CM084272_1_7002400.1, CM084270_1_13944196.0, CM084268_1_49719767.1, CM084265_1_59221322.1, CM084274_1_4796888.0, CM084265_1_68806466.0, CM084267_1_52112064.1, CM084271_1_44077319.0, CM084268_1_28845439.0, CM084273_1_42287132.0, CM084266_1_68478650.1, CM084268_1_298790.1, CM084269_1_43524691.0, CM084278_1_29698402.1, CM084278_1_23541026.0, CM084269_1_15809957.1, CM084266_1_66483880.1, CM084264_1_72054043.1, CM084279_1_1079183.0, CM084267_1_50993981.1, CM084264_1_74273479.1, CM084264_1_70173613.1, CM084266_1_57888166.0, CM084265_1_70589365.0, CM084265_1_64765147.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B20-pH8.bam",-0.07,"adapter_trim.F1-B1-pH8.bam",-0.09,0.16
"25","adapter_trim.F2-J86-pH8.bam","CM084264_1_64874708.1, CM084266_1_62460055.0, CM084279_1_32666436.1, CM084275_1_1304750.1, CM084272_1_7002400.1, CM084270_1_13944196.0, CM084268_1_49719767.1, CM084265_1_59221322.1, CM084274_1_4796888.0, CM084265_1_68806466.0, CM084267_1_52112064.1, CM084271_1_44077319.0, CM084268_1_28845439.0, CM084273_1_42287132.0, CM084266_1_68478650.1, CM084268_1_298790.1, CM084269_1_43524691.0, CM084278_1_29698402.1, CM084278_1_23541026.0, CM084269_1_15809957.1, CM084266_1_66483880.1, CM084264_1_72054043.1, CM084279_1_1079183.0, CM084267_1_50993981.1, CM084264_1_74273479.1, CM084264_1_70173613.1, CM084266_1_57888166.0, CM084265_1_70589365.0, CM084265_1_64765147.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B20-pH8.bam",-0.15,"adapter_trim.F1-B5-pH8.bam",-0.07,0.22
"26","adapter_trim.F2-J123-pH8.bam","CM084265_1_71792056.1, CM084275_1_328861.0, CM084268_1_50224889.1, CM084268_1_28845509.0, CM084277_1_5804933.1, CM084264_1_2740171.0, CM084275_1_38169321.0, CM084264_1_70355068.0, CM084265_1_68074592.1, CM084265_1_14403532.1, CM084269_1_43524393.0, CM084265_1_71792056.0, CM084264_1_70466154.0, CM084273_1_31864733.0, CM084265_1_68808152.1, CM084276_1_1847190.1, CM084277_1_30505565.1, CM084276_1_52251.1, CM084275_1_529178.1, CM084267_1_6421227.0, CM084264_1_2740173.1, CM084269_1_47716263.1, CM084269_1_12905587.0, CM084268_1_1508040.1, CM084266_1_70707608.0, CM084268_1_276461.0, CM084274_1_4869897.0, CM084271_1_11500090.1, CM084277_1_30505565.1, CM084267_1_3748455.0",30,"adapter_trim.F1-B20-pH8.bam",0.06,"adapter_trim.F1-B10-pH8.bam",-0.43,0.49
"27","adapter_trim.F2-J125-pH8.bam","CM084267_1_3748455.1, CM084267_1_51248500.1, CM084276_1_38271842.0, CM084264_1_70175564.1, CM084268_1_22932621.1, CM084278_1_16773822.1, CM084265_1_64196855.0, CM084275_1_42592938.0, CM084274_1_4726638.1, CM084264_1_69875456.0, CM084278_1_5144630.0, CM084264_1_70466152.0, CM084268_1_49735243.1, CM084269_1_42862798.0, CM084268_1_2720940.0, CM084270_1_19464668.1, CM084271_1_43851366.0, CM084269_1_1567834.0, CM084265_1_71463753.1, CM084267_1_2652774.0, CM084266_1_69806306.0, CM084274_1_4708735.0, CM084272_1_18193991.0, CM084266_1_63195191.0, CM084275_1_35722058.1, CM084274_1_11694583.0, CM084265_1_69009992.1, CM084266_1_65347078.0, CM084266_1_65576820.1, CM084266_1_69315469.1",30,"adapter_trim.F1-B21-pH8.bam",-0.18,"adapter_trim.F1-B9-pH8.bam",-0.59,0.77
"28","adapter_trim.F2-J146-pH8.bam","CM084267_1_3748455.1, CM084267_1_51248500.1, CM084276_1_38271842.0, CM084264_1_70175564.1, CM084268_1_22932621.1, CM084278_1_16773822.1, CM084265_1_64196855.0, CM084275_1_42592938.0, CM084274_1_4726638.1, CM084264_1_69875456.0, CM084278_1_5144630.0, CM084264_1_70466152.0, CM084268_1_49735243.1, CM084269_1_42862798.0, CM084268_1_2720940.0, CM084270_1_19464668.1, CM084271_1_43851366.0, CM084269_1_1567834.0, CM084265_1_71463753.1, CM084267_1_2652774.0, CM084266_1_69806306.0, CM084274_1_4708735.0, CM084272_1_18193991.0, CM084266_1_63195191.0, CM084275_1_35722058.1, CM084274_1_11694583.0, CM084265_1_69009992.1, CM084266_1_65347078.0, CM084266_1_65576820.1, CM084266_1_69315469.1",30,"adapter_trim.F1-B20-pH8.bam",-0.45,"adapter_trim.F1-B11-pH8.bam",-0.26,0.71
"29","adapter_trim.F2-J85-pH8.bam","CM084267_1_3748455.1, CM084267_1_51248500.1, CM084276_1_38271842.0, CM084264_1_70175564.1, CM084268_1_22932621.1, CM084278_1_16773822.1, CM084265_1_64196855.0, CM084275_1_42592938.0, CM084274_1_4726638.1, CM084264_1_69875456.0, CM084278_1_5144630.0, CM084264_1_70466152.0, CM084268_1_49735243.1, CM084269_1_42862798.0, CM084268_1_2720940.0, CM084270_1_19464668.1, CM084271_1_43851366.0, CM084269_1_1567834.0, CM084265_1_71463753.1, CM084267_1_2652774.0, CM084266_1_69806306.0, CM084274_1_4708735.0, CM084272_1_18193991.0, CM084266_1_63195191.0, CM084275_1_35722058.1, CM084274_1_11694583.0, CM084265_1_69009992.1, CM084266_1_65347078.0, CM084266_1_65576820.1, CM084266_1_69315469.1",30,"adapter_trim.F1-B25-pH8.bam",-0.27,"adapter_trim.F1-B3-pH8.bam",-0.19,0.46
"30","adapter_trim.F2-J142-pH8.bam","CM084264_1_34300890.1, CM084264_1_70471577.1, CM084279_1_1060874.1, CM084274_1_4730089.1, CM084276_1_1856902.1, CM084273_1_32683016.1, CM084264_1_73927104.1, CM084264_1_2740285.1, CM084268_1_50224886.0, CM084278_1_16774023.1, CM084278_1_20732803.1, CM084264_1_74800265.1, CM084275_1_1212337.1, CM084276_1_1856653.1, CM084265_1_46089443.0, CM084266_1_70400406.1, CM084271_1_26324168.0, CM084274_1_4723640.0, CM084271_1_7137729.0, CM084271_1_379057.0, CM084276_1_38960936.1, CM084274_1_3691349.1, CM084272_1_26336261.1, CM084274_1_4795479.0, CM084267_1_51167077.1, CM084267_1_5168546.1, CM084271_1_3818665.0, CM084265_1_66143662.1, CM084267_1_832141.0, CM084273_1_31862314.1",30,"adapter_trim.F1-B15-pH8.bam",-0.13,"adapter_trim.F1-B10-pH8.bam",-0.11,0.24
"31","adapter_trim.F2-B3-pH8.bam","CM084264_1_34300890.1, CM084264_1_70471577.1, CM084279_1_1060874.1, CM084274_1_4730089.1, CM084276_1_1856902.1, CM084273_1_32683016.1, CM084264_1_73927104.1, CM084264_1_2740285.1, CM084268_1_50224886.0, CM084278_1_16774023.1, CM084278_1_20732803.1, CM084264_1_74800265.1, CM084275_1_1212337.1, CM084276_1_1856653.1, CM084265_1_46089443.0, CM084266_1_70400406.1, CM084271_1_26324168.0, CM084274_1_4723640.0, CM084271_1_7137729.0, CM084271_1_379057.0, CM084276_1_38960936.1, CM084274_1_3691349.1, CM084272_1_26336261.1, CM084274_1_4795479.0, CM084267_1_51167077.1, CM084267_1_5168546.1, CM084271_1_3818665.0, CM084265_1_66143662.1, CM084267_1_832141.0, CM084273_1_31862314.1",30,"adapter_trim.F1-B15-pH8.bam",-0.14,"adapter_trim.F1-B10-pH8.bam",-0.11,0.25
"32","adapter_trim.F2-J107-pH8.bam","CM084267_1_52593733.1, CM084277_1_30626985.0, CM084275_1_267983.0, CM084268_1_50693767.1, CM084269_1_15809964.0, CM084270_1_39395973.0, CM084264_1_34301153.1, CM084269_1_15823106.0, CM084266_1_57888166.0, CM084265_1_59221322.0, CM084268_1_50792945.0, CM084275_1_8878509.0, CM084267_1_52593733.1, CM084268_1_3691710.0, CM084275_1_25395465.1, CM084276_1_38558546.0, CM084268_1_50219223.1, CM084278_1_4074311.1, CM084275_1_38169338.1, CM084277_1_31296172.0, CM084269_1_35627230.0, CM084274_1_4723647.1, CM084267_1_11257260.1, CM084270_1_1391764.0, CM084266_1_70707608.1, CM084271_1_43934411.0, CM084275_1_39781005.1, CM084270_1_4921031.0, CM084278_1_20858397.0, CM084271_1_3822736.1",30,"adapter_trim.F1-B20-pH8.bam",-0.11,"adapter_trim.F1-B5-pH8.bam",-0.34,0.45
"33","adapter_trim.F2-B23-pH8.bam","CM084267_1_52593733.1, CM084277_1_30626985.0, CM084275_1_267983.0, CM084268_1_50693767.1, CM084269_1_15809964.0, CM084270_1_39395973.0, CM084264_1_34301153.1, CM084269_1_15823106.0, CM084266_1_57888166.0, CM084265_1_59221322.0, CM084268_1_50792945.0, CM084275_1_8878509.0, CM084267_1_52593733.1, CM084268_1_3691710.0, CM084275_1_25395465.1, CM084276_1_38558546.0, CM084268_1_50219223.1, CM084278_1_4074311.1, CM084275_1_38169338.1, CM084277_1_31296172.0, CM084269_1_35627230.0, CM084274_1_4723647.1, CM084267_1_11257260.1, CM084270_1_1391764.0, CM084266_1_70707608.1, CM084271_1_43934411.0, CM084275_1_39781005.1, CM084270_1_4921031.0, CM084278_1_20858397.0, CM084271_1_3822736.1",30,"adapter_trim.F1-B25-pH8.bam",-0.2,"adapter_trim.F1-B7-pH8.bam",-0.52,0.72
"34","adapter_trim.F2-J105-pH8.bam","CM084270_1_42348999.1, CM084271_1_26325742.0, CM084266_1_69052082.0, CM084271_1_337313.1, CM084267_1_832159.1, CM084271_1_1052216.0, CM084268_1_298786.0, CM084269_1_45238132.0, CM084270_1_4921018.0, CM084271_1_289999.0, CM084265_1_791030.0, CM084268_1_3699589.1, CM084264_1_73927104.1, CM084278_1_22667320.1, CM084266_1_70396060.1, CM084279_1_1063045.0, CM084270_1_32126102.1, CM084278_1_22654720.1, CM084265_1_68073022.0, CM084275_1_39394589.0, CM084265_1_68243992.0, CM084273_1_42287254.1, CM084268_1_50790925.0, CM084265_1_68789108.0, CM084275_1_66842.1, CM084266_1_23317745.0, CM084264_1_66439568.1, CM084277_1_29780644.0, CM084264_1_69287125.0, CM084265_1_61648596.1",30,"adapter_trim.F1-B8-pH8.bam",-0.07,"adapter_trim.F1-B3-pH8.bam",-0.17,0.24
"35","adapter_trim.F2-J125-pH8.bam","CM084270_1_42348999.1, CM084271_1_26325742.0, CM084266_1_69052082.0, CM084271_1_337313.1, CM084267_1_832159.1, CM084271_1_1052216.0, CM084268_1_298786.0, CM084269_1_45238132.0, CM084270_1_4921018.0, CM084271_1_289999.0, CM084265_1_791030.0, CM084268_1_3699589.1, CM084264_1_73927104.1, CM084278_1_22667320.1, CM084266_1_70396060.1, CM084279_1_1063045.0, CM084270_1_32126102.1, CM084278_1_22654720.1, CM084265_1_68073022.0, CM084275_1_39394589.0, CM084265_1_68243992.0, CM084273_1_42287254.1, CM084268_1_50790925.0, CM084265_1_68789108.0, CM084275_1_66842.1, CM084266_1_23317745.0, CM084264_1_66439568.1, CM084277_1_29780644.0, CM084264_1_69287125.0, CM084265_1_61648596.1",30,"adapter_trim.F1-B8-pH8.bam",0.04,"adapter_trim.F1-B10-pH8.bam",-0.14,0.18
"36","adapter_trim.F2-J122-pH8.bam","CM084275_1_1304711.1, CM084269_1_35627100.0, CM084265_1_3130640.0, CM084274_1_4695002.1, CM084272_1_33503448.1, CM084264_1_70175545.0, CM084278_1_32252678.1, CM084275_1_524596.1, CM084268_1_24031324.1, CM084267_1_956424.1, CM084266_1_57883008.1, CM084264_1_39013.0, CM084272_1_33452076.1, CM084269_1_15809861.1, CM084265_1_71796309.1, CM084264_1_26777914.0, CM084272_1_33571767.1, CM084268_1_22932621.0, CM084268_1_50219223.1, CM084270_1_4921089.0, CM084267_1_2652774.1, CM084271_1_44107457.0, CM084265_1_790962.1, CM084267_1_50392692.0, CM084274_1_4869974.1, CM084264_1_69861978.0, CM084264_1_74035910.1, CM084275_1_35717364.1, CM084266_1_70706207.0, CM084266_1_61737006.0",30,"adapter_trim.F1-B15-pH8.bam",-0.2,"adapter_trim.F1-B11-pH8.bam",-0.5,0.7
"37","adapter_trim.F2-J107-pH8.bam","CM084264_1_72117194.0, CM084274_1_4863301.1, CM084275_1_25395462.0, CM084264_1_72011613.1, CM084271_1_43851333.1, CM084264_1_69303594.1, CM084271_1_44190420.1, CM084274_1_7449618.1, CM084265_1_59221220.1, CM084271_1_346616.0, CM084270_1_42348997.1, CM084268_1_18519472.0, CM084277_1_30631454.0, CM084274_1_4788646.1, CM084272_1_1307854.0, CM084275_1_1304747.0, CM084264_1_69902275.0, CM084271_1_44077341.0, CM084268_1_22932625.1, CM084264_1_72054047.0, CM084278_1_20734513.0, CM084279_1_10153273.0, CM084266_1_68643487.0, CM084274_1_6125560.1, CM084265_1_71899241.0, CM084264_1_69875456.1, CM084275_1_39502454.1, CM084269_1_43524676.0, CM084275_1_660866.1, CM084265_1_66141859.1",30,"adapter_trim.F1-B20-pH8.bam",-0.11,"adapter_trim.F1-B3-pH8.bam",-0.32,0.43
"38","adapter_trim.F2-B16-pH8.bam","CM084264_1_72117194.0, CM084274_1_4863301.1, CM084275_1_25395462.0, CM084264_1_72011613.1, CM084271_1_43851333.1, CM084264_1_69303594.1, CM084271_1_44190420.1, CM084274_1_7449618.1, CM084265_1_59221220.1, CM084271_1_346616.0, CM084270_1_42348997.1, CM084268_1_18519472.0, CM084277_1_30631454.0, CM084274_1_4788646.1, CM084272_1_1307854.0, CM084275_1_1304747.0, CM084264_1_69902275.0, CM084271_1_44077341.0, CM084268_1_22932625.1, CM084264_1_72054047.0, CM084278_1_20734513.0, CM084279_1_10153273.0, CM084266_1_68643487.0, CM084274_1_6125560.1, CM084265_1_71899241.0, CM084264_1_69875456.1, CM084275_1_39502454.1, CM084269_1_43524676.0, CM084275_1_660866.1, CM084265_1_66141859.1",30,"adapter_trim.F1-B25-pH8.bam",-0.14,"adapter_trim.F1-B4-pH8.bam",0.01,0.15
"39","adapter_trim.F2-J147-pH8.bam","CM084274_1_5028288.1, CM084272_1_36474234.0, CM084271_1_12812951.1, CM084278_1_22654265.1, CM084264_1_69303583.0, CM084274_1_4864709.1, CM084266_1_58087797.0, CM084265_1_59221301.1, CM084270_1_26890196.1, CM084268_1_3261991.1, CM084267_1_11257220.1, CM084265_1_61648598.0, CM084278_1_20689098.1, CM084278_1_22656620.1, CM084278_1_22665046.1, CM084264_1_70355122.1, CM084277_1_1856957.1, CM084266_1_64725838.0, CM084265_1_64196870.0, CM084268_1_3704024.0, CM084269_1_43525348.0, CM084271_1_44104300.1, CM084268_1_3691160.1, CM084266_1_65401945.0, CM084264_1_6956700.1, CM084269_1_43524676.0, CM084276_1_31737936.0, CM084268_1_50219227.0, CM084267_1_52896140.1, CM084264_1_70182858.0",30,"adapter_trim.F1-B15-pH8.bam",-0.16,"adapter_trim.F1-B8-pH8.bam",-0.08,0.24
"40","adapter_trim.F2-J83-pH8.bam","CM084274_1_5028288.1, CM084272_1_36474234.0, CM084271_1_12812951.1, CM084278_1_22654265.1, CM084264_1_69303583.0, CM084274_1_4864709.1, CM084266_1_58087797.0, CM084265_1_59221301.1, CM084270_1_26890196.1, CM084268_1_3261991.1, CM084267_1_11257220.1, CM084265_1_61648598.0, CM084278_1_20689098.1, CM084278_1_22656620.1, CM084278_1_22665046.1, CM084264_1_70355122.1, CM084277_1_1856957.1, CM084266_1_64725838.0, CM084265_1_64196870.0, CM084268_1_3704024.0, CM084269_1_43525348.0, CM084271_1_44104300.1, CM084268_1_3691160.1, CM084266_1_65401945.0, CM084264_1_6956700.1, CM084269_1_43524676.0, CM084276_1_31737936.0, CM084268_1_50219227.0, CM084267_1_52896140.1, CM084264_1_70182858.0",30,"adapter_trim.F1-B8-pH8.bam",-0.09,"adapter_trim.F1-B9-pH8.bam",-0.03,0.12
"41","adapter_trim.F2-J127-pH8.bam","CM084276_1_38785557.0, CM084278_1_31960704.0, CM084269_1_4625303.0, CM084272_1_18188620.0, CM084271_1_11500058.1, CM084266_1_71166412.0, CM084278_1_20625152.1, CM084269_1_12905597.0, CM084274_1_4796079.1, CM084273_1_32683005.1, CM084266_1_62462208.0, CM084265_1_66688742.0, CM084269_1_15823106.0, CM084264_1_64875158.1, CM084268_1_49720512.0, CM084266_1_68659872.1, CM084275_1_25395480.1, CM084275_1_667184.1, CM084267_1_9175847.0, CM084276_1_20157071.1, CM084278_1_22667297.0, CM084276_1_20157194.0, CM084278_1_20742383.1, CM084275_1_319819.0, CM084272_1_18553651.0, CM084278_1_31960662.0, CM084273_1_7839386.1, CM084267_1_51000174.0, CM084274_1_42296087.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B25-pH8.bam",-0.06,"adapter_trim.F1-B3-pH8.bam",-0.34,0.4
"42","adapter_trim.F2-J146-pH8.bam","CM084276_1_38785557.0, CM084278_1_31960704.0, CM084269_1_4625303.0, CM084272_1_18188620.0, CM084271_1_11500058.1, CM084266_1_71166412.0, CM084278_1_20625152.1, CM084269_1_12905597.0, CM084274_1_4796079.1, CM084273_1_32683005.1, CM084266_1_62462208.0, CM084265_1_66688742.0, CM084269_1_15823106.0, CM084264_1_64875158.1, CM084268_1_49720512.0, CM084266_1_68659872.1, CM084275_1_25395480.1, CM084275_1_667184.1, CM084267_1_9175847.0, CM084276_1_20157071.1, CM084278_1_22667297.0, CM084276_1_20157194.0, CM084278_1_20742383.1, CM084275_1_319819.0, CM084272_1_18553651.0, CM084278_1_31960662.0, CM084273_1_7839386.1, CM084267_1_51000174.0, CM084274_1_42296087.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B25-pH8.bam",-0.36,"adapter_trim.F1-B5-pH8.bam",-0.25,0.61
"43","adapter_trim.F2-J84-pH8.bam","CM084276_1_38785557.0, CM084278_1_31960704.0, CM084269_1_4625303.0, CM084272_1_18188620.0, CM084271_1_11500058.1, CM084266_1_71166412.0, CM084278_1_20625152.1, CM084269_1_12905597.0, CM084274_1_4796079.1, CM084273_1_32683005.1, CM084266_1_62462208.0, CM084265_1_66688742.0, CM084269_1_15823106.0, CM084264_1_64875158.1, CM084268_1_49720512.0, CM084266_1_68659872.1, CM084275_1_25395480.1, CM084275_1_667184.1, CM084267_1_9175847.0, CM084276_1_20157071.1, CM084278_1_22667297.0, CM084276_1_20157194.0, CM084278_1_20742383.1, CM084275_1_319819.0, CM084272_1_18553651.0, CM084278_1_31960662.0, CM084273_1_7839386.1, CM084267_1_51000174.0, CM084274_1_42296087.0, CM084264_1_8112731.1",30,"adapter_trim.F1-B21-pH8.bam",-0.14,"adapter_trim.F1-B8-pH8.bam",-0.1,0.24
"44","adapter_trim.F2-J107-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B8-pH8.bam",-0.37,"adapter_trim.F1-B10-pH8.bam",-0.51,0.88
"45","adapter_trim.F2-J85-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B25-pH8.bam",0.07,"adapter_trim.F1-B7-pH8.bam",0.1,0.17
"46","adapter_trim.F2-J88-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B20-pH8.bam",-0.19,"adapter_trim.F1-B8-pH8.bam",-0.42,0.61
"47","adapter_trim.F2-B11-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B20-pH8.bam",-0.35,"adapter_trim.F1-B8-pH8.bam",-0.45,0.8
"48","adapter_trim.F2-B13-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B25-pH8.bam",-0.07,"adapter_trim.F1-B7-pH8.bam",-0.65,0.72
"49","adapter_trim.F2-B16-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B20-pH8.bam",-0.26,"adapter_trim.F1-B8-pH8.bam",-0.39,0.65
