"","sire","dam","id","LLRdam","LLRsire","loci","n.loci","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"47","adapter_trim.F0-B11.bam","adapter_trim.F0-B26.bam","adapter_trim.F1-J313-pH75.bam","-0.32","-0.46","CM084264_1_2740171.0, CM084268_1_50790919.1, CM084278_1_5142968.0, CM084276_1_38558507.1, CM084269_1_43528550.0, CM084265_1_59221229.0, CM084264_1_2740137.1, CM084266_1_62460055.0, CM084266_1_64723748.0, CM084269_1_40336207.0, CM084276_1_2841296.0, CM084279_1_32650016.1, CM084269_1_46733053.1, CM084275_1_529155.0, CM084273_1_214007.0, CM084269_1_40447978.1, CM084269_1_15799394.1, CM084273_1_10381194.0, CM084271_1_3819803.0, CM084265_1_66146092.1, CM084271_1_3816215.1, CM084268_1_3704001.1, CM084264_1_65945.1, CM084266_1_23295918.0, CM084273_1_11263082.0, CM084274_1_4864007.0, CM084274_1_4795049.0, CM084267_1_50994187.1, CM084267_1_832165.0, CM084278_1_22657612.1, CM084266_1_66832562.1, CM084264_1_34301201.1, CM084265_1_72991915.1, CM084270_1_19464668.1, CM084279_1_32644251.0, CM084278_1_23542543.0, CM084279_1_32652113.1, CM084268_1_50681637.0, CM084265_1_69381534.1, CM084265_1_71796309.1, CM084264_1_72113815.0, CM084264_1_74266371.1, CM084273_1_42285571.1, CM084265_1_8361562.0, CM084274_1_4708063.0, CM084264_1_70355125.0, CM084269_1_4625303.1, CM084267_1_11257244.1, CM084270_1_35204451.0, CM084266_1_64725843.0","50","0.78","2, 4, 5","1, 2, 3","TRUE"
"48","adapter_trim.F0-B11.bam","adapter_trim.F0-B26.bam","adapter_trim.F1-J210-pH75.bam","-0.76","-0.55","CM084279_1_10147315.1, CM084273_1_31862179.1, CM084264_1_72075461.0, CM084266_1_70706263.1, CM084277_1_6198930.1, CM084271_1_379009.0, CM084265_1_72636291.1, CM084275_1_35722058.1, CM084264_1_34300494.0, CM084266_1_69547380.1, CM084265_1_73061223.0, CM084265_1_70979980.0, CM084279_1_1070322.1, CM084272_1_33452338.1, CM084272_1_18188620.0, CM084271_1_44090307.1, CM084267_1_8118654.1, CM084264_1_34294652.1, CM084276_1_20157067.0, CM084272_1_33453618.0, CM084265_1_59221229.1, CM084269_1_1572473.1, CM084277_1_4875899.0, CM084274_1_4671994.1, CM084279_1_161074.1, CM084276_1_1849333.0, CM084276_1_38559639.0, CM084276_1_38797638.0, CM084278_1_22667362.1, CM084264_1_72011634.0, CM084264_1_26771529.1, CM084272_1_1726216.1, CM084266_1_66483893.0, CM084268_1_42745.0, CM084276_1_12399731.1, CM084274_1_4793087.0, CM084271_1_19655964.0, CM084266_1_69051064.0, CM084264_1_61167194.1, CM084265_1_70798989.1, CM084274_1_4795482.1, CM084264_1_64269859.0, CM084268_1_50681662.0, CM084268_1_49720454.1, CM084266_1_66832562.1, CM084274_1_42855649.0, CM084279_1_929045.0, CM084269_1_4635012.1, CM084276_1_56673.0, CM084264_1_69902963.0","50","1.31","2, 4, 5","1, 2, 3","TRUE"
"49","adapter_trim.F0-B11.bam","adapter_trim.F0-B20.bam","adapter_trim.F1-B16-pH75.bam","-0.76","-0.3","CM084264_1_74266355.1, CM084269_1_15828545.1, CM084276_1_25813402.1, CM084271_1_379032.0, CM084265_1_1816564.1, CM084279_1_32665186.1, CM084265_1_64733395.1, CM084265_1_71826461.1, CM084265_1_71925452.1, CM084276_1_38970473.0, CM084275_1_1304701.0, CM084265_1_72178250.0, CM084274_1_4864753.0, CM084269_1_45420483.1, CM084264_1_72054055.1, CM084265_1_64969585.1, CM084274_1_34977131.1, CM084264_1_74721251.0, CM084266_1_58087794.1, CM084272_1_18191744.1, CM084276_1_38970477.1, CM084276_1_2855903.0, CM084265_1_64735183.1, CM084268_1_4036222.0, CM084264_1_2737868.0, CM084274_1_42855653.1, CM084264_1_2740173.0, CM084274_1_4708063.1, CM084274_1_4863343.0, CM084271_1_3820355.0, CM084277_1_30953045.0, CM084265_1_72071376.1, CM084269_1_41809356.1, CM084271_1_43546299.1, CM084264_1_69861978.1, CM084266_1_62468799.0, CM084279_1_1871842.1, CM084265_1_66141850.1, CM084269_1_41809356.0, CM084269_1_1572344.0, CM084265_1_68806450.0, CM084266_1_69315499.1, CM084274_1_4795062.0, CM084275_1_36064332.1, CM084274_1_4792256.1, CM084274_1_34977105.0, CM084270_1_47076332.1, CM084275_1_39780958.1, CM084264_1_12084114.0, CM084265_1_71800566.0","50","1.06","2, 4","1, 2, 3","TRUE"
"50","adapter_trim.F0-B11.bam","adapter_trim.F0-B10.bam","adapter_trim.F1-B3-pH8.bam","-0.18","-0.32","CM084274_1_4792352.0, CM084272_1_1311984.0, CM084270_1_15641795.1, CM084268_1_50225498.0, CM084274_1_4778592.1, CM084274_1_4778592.1, CM084266_1_57888563.1, CM084274_1_4671994.0, CM084274_1_4695002.1, CM084277_1_5804354.1, CM084276_1_37352422.1, CM084272_1_1584311.0, CM084265_1_64528148.1, CM084266_1_64723748.1, CM084276_1_38072639.1, CM084264_1_73291504.1, CM084269_1_42862704.1, CM084270_1_4920935.0, CM084264_1_74989689.1, CM084267_1_52776062.1, CM084265_1_69004202.1, CM084274_1_4773522.0, CM084278_1_23555170.0, CM084279_1_1063031.0, CM084265_1_39553345.0, CM084274_1_3691337.0, CM084267_1_30270802.1, CM084266_1_70930072.1, CM084264_1_2740163.1, CM084264_1_72118705.1, CM084269_1_41823136.0, CM084269_1_1544433.0, CM084264_1_6990394.0, CM084269_1_15798323.1, CM084275_1_2509498.0, CM084270_1_46589385.1, CM084265_1_72636291.0, CM084265_1_71827738.1, CM084266_1_68322200.0, CM084266_1_23321803.1, CM084277_1_29780093.0, CM084276_1_1856654.0, CM084264_1_61227529.1, CM084275_1_35717364.1, CM084269_1_35627096.0, CM084265_1_64584031.0, CM084265_1_1816564.1, CM084264_1_72054043.1, CM084277_1_35287266.0, CM084266_1_71148884.0","50","0.5","2, 3, 5","1, 2, 3","TRUE"
"51","adapter_trim.F0-B11.bam","adapter_trim.F0-B14.bam","adapter_trim.55.bam","-0.39","-0.53","CM084264_1_73180493.0, CM084266_1_50301468.1, CM084271_1_3821269.0, CM084265_1_66141834.0, CM084268_1_298790.0, CM084270_1_4920915.1, CM084274_1_3691747.1, CM084267_1_13229666.1, CM084268_1_49719742.0, CM084264_1_8099096.1, CM084264_1_66561935.0, CM084271_1_30532438.0, CM084265_1_959807.0, CM084266_1_71166435.1, CM084264_1_72054205.0, CM084267_1_5881762.0, CM084265_1_68806450.1, CM084276_1_2857930.1, CM084274_1_3692385.0, CM084270_1_26890196.1, CM084278_1_22654264.0, CM084274_1_4868366.0, CM084265_1_59220865.1, CM084269_1_43525271.1, CM084265_1_60219092.0, CM084264_1_75338734.1, CM084268_1_276460.1, CM084275_1_529178.0, CM084278_1_20858390.1, CM084278_1_20858390.0, CM084265_1_71795209.0, CM084276_1_11705154.1, CM084278_1_20635947.1, CM084271_1_26325742.0, CM084277_1_30953057.1, CM084264_1_64487824.0, CM084274_1_4708748.0, CM084270_1_47077595.0, CM084268_1_28845816.1, CM084265_1_69913596.1, CM084279_1_1064862.0, CM084278_1_15228710.0, CM084269_1_1563962.0, CM084265_1_786811.0, CM084271_1_43860422.1, CM084278_1_23542073.1, CM084267_1_52591576.0, CM084268_1_46382.0, CM084272_1_23644236.0, CM084274_1_4694494.1","50","0.92","2, 3, 4, 5","1, 2, 3","TRUE"
"52","adapter_trim.F0-B11.bam","adapter_trim.F0-B16.bam","adapter_trim.F1-J110-pH8.bam","-0.41","-0.68","CM084274_1_4708834.1, CM084270_1_46587616.0, CM084265_1_8362532.1, CM084278_1_20623588.0, CM084264_1_34301159.0, CM084271_1_44075853.1, CM084276_1_1625257.1, CM084278_1_5144637.0, CM084265_1_70595157.1, CM084266_1_64164269.0, CM084272_1_1704379.1, CM084271_1_340905.0, CM084269_1_1567360.1, CM084266_1_57888166.1, CM084266_1_68960355.0, CM084276_1_25809361.0, CM084274_1_4795479.1, CM084272_1_11675288.0, CM084277_1_29208393.0, CM084265_1_58487818.1, CM084266_1_52832550.0, CM084271_1_43860417.0, CM084276_1_2855915.1, CM084270_1_47076329.0, CM084265_1_70799356.0, CM084265_1_69916644.1, CM084264_1_6956700.1, CM084266_1_66483880.1, CM084264_1_70174663.1, CM084268_1_24031408.1, CM084271_1_43868149.0, CM084272_1_18193899.1, CM084265_1_65233017.0, CM084274_1_34977131.1, CM084279_1_31073068.1, CM084273_1_31863596.0, CM084277_1_18535878.1, CM084274_1_4864709.1, CM084277_1_1869733.0, CM084267_1_8118616.0, CM084271_1_340905.0, CM084269_1_15812959.1, CM084279_1_10156984.1, CM084276_1_25809512.1, CM084270_1_46589386.0, CM084273_1_31863355.0, CM084272_1_23644236.0, CM084264_1_72117233.1, CM084264_1_66525866.1, CM084268_1_2713890.1","50","1.09","2, 3, 4, 5","1, 2, 3","TRUE"
"53","adapter_trim.F0-B11.bam","adapter_trim.F0-B10.bam","adapter_trim.F1-B4-pH8.bam","-0.29","-0.16","CM084271_1_1034852.1, CM084268_1_3703420.0, CM084271_1_1033797.1, CM084266_1_68910397.0, CM084274_1_42294261.0, CM084265_1_69916644.1, CM084274_1_4867255.0, CM084267_1_5168533.0, CM084275_1_20000943.0, CM084265_1_70980049.0, CM084275_1_400292.1, CM084269_1_43524558.1, CM084267_1_2646659.1, CM084274_1_4863048.1, CM084279_1_10150313.0, CM084277_1_5804354.0, CM084272_1_33546605.0, CM084265_1_39553350.0, CM084272_1_36474160.1, CM084266_1_63195191.1, CM084265_1_68869491.1, CM084264_1_72118711.0, CM084273_1_31865846.0, CM084273_1_31863355.1, CM084275_1_312961.1, CM084264_1_70171655.1, CM084265_1_71792056.0, CM084265_1_68806466.1, CM084269_1_43524104.1, CM084272_1_7002400.0, CM084269_1_39737118.1, CM084279_1_10151169.0, CM084264_1_72118711.0, CM084267_1_3204556.1, CM084278_1_20734507.0, CM084265_1_65233046.0, CM084265_1_73061238.0, CM084268_1_1326515.0, CM084268_1_50679518.0, CM084275_1_23104495.0, CM084271_1_26332994.0, CM084272_1_43480818.0, CM084271_1_37170448.1, CM084264_1_72054055.1, CM084266_1_64164269.0, CM084279_1_32644179.1, CM084277_1_30635514.1, CM084265_1_72071366.1, CM084270_1_42355534.0, CM084274_1_4863343.0","50","0.45","2, 3, 5","1, 2, 3","TRUE"
"54","adapter_trim.F0-B11.bam","adapter_trim.F0-B14.bam","adapter_trim.F1-B20-pH8.bam","-0.51","-0.29","CM084271_1_43338888.1, CM084275_1_4345708.1, CM084264_1_72118697.1, CM084279_1_16586112.0, CM084264_1_26773650.0, CM084279_1_32666441.0, CM084266_1_66377784.0, CM084269_1_12905572.0, CM084279_1_31409578.0, CM084270_1_972098.0, CM084264_1_73152528.0, CM084269_1_47255820.0, CM084277_1_35287257.0, CM084264_1_34300042.0, CM084271_1_344491.1, CM084278_1_23541053.0, CM084270_1_9411945.0, CM084272_1_36474234.0, CM084277_1_30611564.0, CM084264_1_69861978.1, CM084266_1_68882944.0, CM084272_1_33453618.0, CM084272_1_18193991.1, CM084266_1_69085566.0, CM084270_1_32126102.1, CM084275_1_38995359.0, CM084266_1_69632417.0, CM084270_1_13944196.0, CM084279_1_1072330.1, CM084278_1_23541775.0, CM084265_1_8362532.1, CM084278_1_277789.0, CM084271_1_30532477.0, CM084277_1_29208395.1, CM084265_1_58484259.0, CM084264_1_71816897.0, CM084279_1_32666444.0, CM084266_1_64164374.1, CM084265_1_785368.0, CM084266_1_71319410.0, CM084264_1_73931025.1, CM084276_1_1625423.0, CM084265_1_59221308.0, CM084264_1_6517652.0, CM084265_1_69004202.1, CM084267_1_2233926.0, CM084269_1_4635090.1, CM084264_1_73926179.0, CM084265_1_70801089.1, CM084266_1_68519869.1","50","0.8","2, 3, 4, 5","1, 2, 3","TRUE"
"55","adapter_trim.F0-B11.bam","adapter_trim.F0-B10.bam","adapter_trim.F1-B4-pH8.bam","-0.25","-0.31","CM084279_1_32917232.0, CM084266_1_69625511.1, CM084268_1_45604.0, CM084275_1_20000958.1, CM084271_1_43934405.1, CM084264_1_69294926.0, CM084267_1_6420851.0, CM084278_1_22654720.1, CM084266_1_57884345.1, CM084275_1_667604.1, CM084264_1_2738036.1, CM084265_1_68869208.1, CM084265_1_70589360.0, CM084269_1_45238238.1, CM084264_1_71189810.0, CM084266_1_68322194.1, CM084274_1_21938486.0, CM084273_1_31865717.1, CM084264_1_7131437.0, CM084272_1_1894332.1, CM084277_1_36519423.0, CM084269_1_45238132.1, CM084278_1_20591212.1, CM084266_1_70706238.1, CM084269_1_41809360.1, CM084279_1_32666444.0, CM084268_1_50693767.1, CM084264_1_73152605.1, CM084274_1_4863779.0, CM084268_1_50200545.0, CM084278_1_22667320.0, CM084267_1_2646659.1, CM084279_1_649298.0, CM084272_1_18191744.1, CM084271_1_26325707.1, CM084266_1_57882847.0, CM084265_1_1062091.0, CM084276_1_1856082.0, CM084264_1_68688963.1, CM084265_1_71826940.0, CM084268_1_2832740.1, CM084267_1_8687423.1, CM084279_1_33759502.1, CM084266_1_67235326.1, CM084270_1_8242296.0, CM084274_1_4863872.1, CM084265_1_70589365.0, CM084264_1_73309412.1, CM084274_1_42855653.1, CM084265_1_8362532.0","50","0.56","2, 3, 5","1, 2, 3","TRUE"
"56","adapter_trim.F0-B11.bam","adapter_trim.F0-B26.bam","adapter_trim.351.bam","-0.34","-0.76","CM084268_1_24031246.1, CM084279_1_1060874.1, CM084273_1_32698894.0, CM084265_1_66141830.0, CM084268_1_50693597.0, CM084265_1_71826940.1, CM084276_1_1856630.0, CM084271_1_3820355.0, CM084274_1_4715467.1, CM084264_1_66439628.1, CM084264_1_73927181.1, CM084274_1_4708033.1, CM084278_1_16774023.1, CM084265_1_71265241.1, CM084276_1_38558458.0, CM084267_1_51167077.0, CM084271_1_3805850.1, CM084267_1_13261464.0, CM084274_1_41688611.0, CM084265_1_976180.1, CM084269_1_47265506.0, CM084265_1_66146092.0, CM084272_1_33607000.1, CM084272_1_29973150.1, CM084268_1_2832742.0, CM084271_1_44190420.1, CM084276_1_38285696.0, CM084276_1_1625243.0, CM084271_1_256574.1, CM084269_1_15813150.0, CM084279_1_1062128.0, CM084270_1_46588177.1, CM084264_1_73931025.1, CM084268_1_9292527.0, CM084278_1_32252678.1, CM084265_1_72991915.0, CM084267_1_13261420.0, CM084264_1_69748575.0, CM084269_1_46733079.0, CM084265_1_58530104.0, CM084269_1_15826462.0, CM084271_1_1033937.1, CM084276_1_2857930.0, CM084265_1_71899241.0, CM084269_1_46688892.0, CM084270_1_39395894.1, CM084266_1_68322200.1, CM084264_1_8098032.1, CM084275_1_39500153.0, CM084272_1_11675308.0","50","1.1","2, 4, 5","1, 2, 3","TRUE"
"57","adapter_trim.F0-B11.bam","adapter_trim.F0-B13.bam","adapter_trim.F1-B16-pH75.bam","-0.12","0.03","CM084267_1_8687446.1, CM084277_1_1858867.0, CM084270_1_15641798.1, CM084264_1_73886234.0, CM084267_1_9175847.1, CM084274_1_4773546.0, CM084264_1_26771547.1, CM084267_1_6421555.0, CM084271_1_19655878.1, CM084274_1_4694263.0, CM084266_1_57883008.0, CM084270_1_46587616.0, CM084266_1_69063996.1, CM084266_1_69085555.1, CM084273_1_32683016.1, CM084264_1_69271980.0, CM084275_1_327930.0, CM084274_1_4863903.0, CM084265_1_69913596.1, CM084272_1_11675308.1, CM084265_1_64969584.0, CM084274_1_4812546.0, CM084270_1_9401006.0, CM084278_1_22667330.1, CM084274_1_4864709.0, CM084264_1_70175539.1, CM084279_1_1072380.0, CM084278_1_4074311.0, CM084266_1_64726584.0, CM084265_1_72986696.0, CM084266_1_23295949.1, CM084274_1_4694202.0, CM084275_1_35722058.0, CM084267_1_51248424.0, CM084265_1_72071414.1, CM084278_1_5144752.1, CM084274_1_4730089.0, CM084267_1_956424.1, CM084277_1_30611563.0, CM084271_1_19656025.1, CM084264_1_8112731.0, CM084270_1_8242296.0, CM084264_1_64269877.1, CM084264_1_73152512.0, CM084274_1_6125439.0, CM084276_1_38785557.1, CM084265_1_959800.1, CM084273_1_31862179.1, CM084275_1_36059096.0, CM084267_1_5165671.0","50","0.15","1, 2, 4","1, 2, 3","TRUE"
"58","adapter_trim.F0-B11.bam","adapter_trim.F0-B14.bam","adapter_trim.F1-J157-pH8.bam","-0.65","-0.95","CM084270_1_32126731.0, CM084271_1_37237148.1, CM084274_1_21938486.1, CM084269_1_15812958.1, CM084279_1_32666441.1, CM084274_1_4863917.1, CM084265_1_70979988.0, CM084271_1_760000.1, CM084265_1_68808047.1, CM084270_1_4920904.1, CM084277_1_30505565.1, CM084265_1_61648709.1, CM084271_1_344493.0, CM084275_1_20000943.1, CM084272_1_1894332.1, CM084265_1_69381534.1, CM084268_1_22932625.1, CM084266_1_57882838.0, CM084265_1_60215543.0, CM084269_1_46689554.1, CM084266_1_68661769.1, CM084267_1_52776062.0, CM084265_1_68798214.0, CM084269_1_4635085.0, CM084277_1_30168106.0, CM084265_1_1062091.0, CM084272_1_18553651.0, CM084272_1_1891463.0, CM084265_1_67424061.0, CM084266_1_59802321.0, CM084270_1_4921106.1, CM084274_1_4864682.0, CM084271_1_19655226.1, CM084264_1_69271980.0, CM084270_1_42349010.1, CM084265_1_39553350.1, CM084278_1_20734519.1, CM084264_1_73931025.0, CM084278_1_31960704.1, CM084264_1_69682047.1, CM084275_1_35722063.1, CM084274_1_4862784.0, CM084273_1_10424351.1, CM084266_1_68320526.0, CM084264_1_71816897.1, CM084268_1_49721957.1, CM084277_1_29208395.1, CM084268_1_50321875.1, CM084274_1_4066885.1, CM084275_1_2509952.1","50","1.6","2, 3, 4, 5","1, 2, 3","TRUE"
"59","adapter_trim.F0-B11.bam","adapter_trim.F0-B13.bam","adapter_trim.251.bam","-0.52","-0.85","CM084276_1_20157071.1, CM084273_1_31861630.1, CM084266_1_62460100.1, CM084269_1_43525116.0, CM084271_1_44070252.1, CM084264_1_34300494.0, CM084269_1_46688879.0, CM084265_1_72990731.0, CM084265_1_69913596.1, CM084264_1_74035920.0, CM084274_1_4863779.1, CM084279_1_33014997.1, CM084266_1_69141117.1, CM084272_1_1308695.1, CM084267_1_6421243.0, CM084275_1_40706319.0, CM084268_1_45604.1, CM084265_1_71796300.0, CM084270_1_47077588.0, CM084277_1_36521583.0, CM084277_1_18535878.1, CM084266_1_65576813.1, CM084269_1_47255758.1, CM084277_1_1856957.1, CM084266_1_69314168.0, CM084274_1_4708063.1, CM084265_1_70799357.1, CM084277_1_30953033.0, CM084276_1_61679.1, CM084279_1_1062135.1, CM084269_1_40337595.0, CM084274_1_34977105.1, CM084265_1_71899674.0, CM084276_1_1856630.0, CM084278_1_20734513.1, CM084266_1_69085559.0, CM084275_1_19996650.1, CM084264_1_73291573.1, CM084275_1_328864.1, CM084277_1_30611563.1, CM084264_1_15064138.1, CM084266_1_57886823.0, CM084274_1_4694230.1, CM084276_1_37352420.1, CM084267_1_8687423.0, CM084272_1_18574376.1, CM084269_1_1577700.0, CM084271_1_290137.1, CM084265_1_71794015.1, CM084278_1_20689091.1","50","1.37","1, 2, 4","1, 2, 3","TRUE"
"60","adapter_trim.F0-B11.bam","adapter_trim.F0-B27.bam","adapter_trim.303.bam","-0.27","-0.94","CM084276_1_1625258.0, CM084268_1_49735243.0, CM084266_1_57882079.0, CM084275_1_667184.0, CM084265_1_68868190.1, CM084276_1_38558559.1, CM084274_1_4863902.0, CM084277_1_18535878.1, CM084268_1_1508049.0, CM084275_1_39776496.1, CM084264_1_34300890.1, CM084279_1_10149596.1, CM084272_1_1891444.1, CM084271_1_44190489.1, CM084275_1_25396988.1, CM084272_1_33503437.1, CM084264_1_74721244.0, CM084266_1_69625503.0, CM084272_1_33453804.1, CM084278_1_20701768.1, CM084264_1_73311139.1, CM084267_1_48167385.1, CM084278_1_8558506.1, CM084271_1_7136548.0, CM084269_1_43523784.1, CM084274_1_4862958.1, CM084271_1_1052216.0, CM084269_1_41809356.0, CM084273_1_31862312.0, CM084267_1_52593775.0, CM084272_1_18574376.0, CM084267_1_4505260.1, CM084276_1_38772805.1, CM084266_1_50301524.0, CM084269_1_45423014.1, CM084271_1_37240198.0, CM084264_1_74995015.1, CM084265_1_64586070.1, CM084269_1_1567462.1, CM084279_1_31068246.0, CM084275_1_29098655.1, CM084272_1_11675308.1, CM084271_1_3819764.1, CM084278_1_22667324.0, CM084266_1_57888166.0, CM084265_1_70609248.1, CM084264_1_70391024.0, CM084271_1_19655912.0, CM084264_1_66561947.0, CM084264_1_68634815.1","50","1.21","3","1, 2, 3","TRUE"
"61","adapter_trim.F0-B11.bam","adapter_trim.F0-B20.bam","adapter_trim.F1-J68-pH8.bam","-0.2","-0.26","CM084276_1_2874158.0, CM084264_1_70175551.1, CM084264_1_75338734.0, CM084267_1_2908130.0, CM084269_1_45238132.1, CM084270_1_42345710.0, CM084268_1_50225470.0, CM084265_1_50947034.0, CM084277_1_30642880.1, CM084266_1_58088040.0, CM084277_1_29781979.0, CM084266_1_25399242.0, CM084271_1_44134413.1, CM084268_1_18512798.1, CM084275_1_25395524.1, CM084265_1_1229890.1, CM084274_1_4727151.0, CM084266_1_70400233.1, CM084271_1_10301897.0, CM084267_1_52092638.1, CM084266_1_68643487.0, CM084275_1_8878509.0, CM084276_1_38117403.1, CM084275_1_319814.0, CM084264_1_34300372.0, CM084265_1_71825876.0, CM084266_1_71166448.1, CM084272_1_18191738.1, CM084274_1_4695205.1, CM084274_1_4869825.0, CM084264_1_69902276.1, CM084276_1_1856653.0, CM084269_1_1526868.1, CM084266_1_46766307.0, CM084267_1_13261500.0, CM084278_1_20736236.1, CM084275_1_39500153.1, CM084278_1_20591128.1, CM084265_1_70975032.1, CM084279_1_30773321.1, CM084269_1_15823106.1, CM084271_1_379032.1, CM084279_1_32640576.1, CM084264_1_34300372.0, CM084275_1_1304747.0, CM084269_1_15828545.1, CM084277_1_30953045.1, CM084266_1_69723117.0, CM084277_1_29208392.0, CM084269_1_4636883.1","50","0.46","2, 4","1, 2, 3","TRUE"
"62","adapter_trim.F0-B11.bam","adapter_trim.F0-B16.bam","adapter_trim.F1-J261-pH75.bam","-0.68","-0.6","CM084279_1_1070294.1, CM084278_1_20734518.1, CM084275_1_327911.1, CM084278_1_20736228.0, CM084269_1_1563962.1, CM084267_1_2653035.1, CM084269_1_1556257.1, CM084269_1_43525214.0, CM084271_1_43860497.0, CM084265_1_71795209.1, CM084265_1_68806446.1, CM084276_1_38072621.0, CM084279_1_32665186.1, CM084265_1_68714893.1, CM084267_1_13261449.1, CM084264_1_70355057.0, CM084276_1_1847305.1, CM084271_1_4574012.0, CM084268_1_276460.1, CM084265_1_70979994.0, CM084267_1_832141.0, CM084266_1_71166411.1, CM084278_1_22667331.1, CM084275_1_25395524.1, CM084266_1_65347078.0, CM084277_1_36519491.0, CM084277_1_30611563.0, CM084279_1_10159270.1, CM084273_1_42252907.0, CM084271_1_1052235.1, CM084272_1_33515314.1, CM084266_1_57884309.0, CM084274_1_21933035.1, CM084265_1_73060810.0, CM084267_1_2910789.0, CM084269_1_4626408.1, CM084273_1_31866838.1, CM084269_1_15812965.1, CM084267_1_13231056.1, CM084269_1_45420345.0, CM084276_1_1856078.0, CM084266_1_62460100.1, CM084272_1_18188620.1, CM084266_1_1230901.0, CM084268_1_50681537.1, CM084276_1_38558458.0, CM084270_1_4920968.1, CM084278_1_32252678.0, CM084276_1_25809512.1, CM084279_1_1072367.1","50","1.28","2, 3, 4, 5","1, 2, 3","TRUE"
"63","adapter_trim.F0-B15.bam","adapter_trim.F0-B20.bam","adapter_trim.F1-B4-pH75.bam","0.04","-0.48","CM084265_1_66141830.1, CM084265_1_1118701.0, CM084269_1_41819713.1, CM084268_1_28851946.0, CM084267_1_6420853.1, CM084274_1_4869944.1, CM084264_1_70188206.0, CM084267_1_2910818.1, CM084278_1_20630020.1, CM084274_1_4773486.0, CM084271_1_346606.1, CM084267_1_6421243.0, CM084272_1_44059285.0, CM084266_1_64164374.1, CM084269_1_1556253.1, CM084268_1_50739238.1, CM084272_1_11675308.1, CM084271_1_43849883.1, CM084264_1_8112674.1, CM084266_1_66483855.1, CM084267_1_51248500.0, CM084271_1_44190420.1, CM084274_1_34977105.0, CM084266_1_71166448.1, CM084271_1_44105575.1, CM084266_1_68661769.0, CM084272_1_18170845.0, CM084277_1_30611507.1, CM084274_1_4792256.1, CM084275_1_4345059.0, CM084266_1_63466127.0, CM084265_1_71797896.0, CM084268_1_3261991.1, CM084278_1_22644846.1, CM084265_1_65204740.1, CM084274_1_4793160.1, CM084265_1_54595174.1, CM084264_1_64874049.1, CM084278_1_20635947.1, CM084274_1_4798805.1, CM084279_1_33759487.0, CM084278_1_22657612.0, CM084270_1_13944196.0, CM084264_1_73604686.0, CM084275_1_25395462.0, CM084274_1_4870197.1, CM084270_1_9408154.0, CM084273_1_42287254.1, CM084268_1_49720512.1, CM084269_1_15823188.0","50","0.52","2, 4","4, 5","TRUE"
"64","adapter_trim.F0-B15.bam","adapter_trim.F0-B3.bam","adapter_trim.F1-B20-pH75.bam","-0.53","-0.42","CM084270_1_1553326.0, CM084264_1_71721959.1, CM084271_1_43860456.1, CM084269_1_12905566.0, CM084266_1_69723117.0, CM084275_1_1304702.0, CM084278_1_22664889.0, CM084268_1_50679518.1, CM084267_1_2908860.0, CM084266_1_67098131.1, CM084269_1_1549398.1, CM084266_1_66832562.1, CM084278_1_23542548.0, CM084265_1_71463753.0, CM084274_1_21933035.0, CM084274_1_4694230.1, CM084268_1_50739136.0, CM084271_1_3807705.0, CM084266_1_66832562.1, CM084268_1_50225025.0, CM084279_1_32666441.0, CM084278_1_22667307.0, CM084271_1_26332994.1, CM084264_1_74191575.1, CM084265_1_64584031.0, CM084264_1_74191538.1, CM084273_1_31866838.1, CM084267_1_2908957.0, CM084268_1_50224896.1, CM084266_1_23321829.0, CM084277_1_30631454.0, CM084276_1_1856654.1, CM084269_1_1558052.0, CM084278_1_30230906.1, CM084273_1_7826703.0, CM084266_1_65309860.0, CM084270_1_11478201.0, CM084265_1_68798225.0, CM084277_1_29780894.1, CM084271_1_30532481.0, CM084265_1_72636285.0, CM084264_1_69287125.1, CM084269_1_42862695.0, CM084267_1_8118654.0, CM084266_1_57888742.0, CM084274_1_4695098.1, CM084279_1_1882771.0, CM084271_1_37237149.0, CM084264_1_2737867.1, CM084271_1_3819803.0","50","0.95","3, 5","4, 5","TRUE"
