"","id","dam","sire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs","loci"
"11","adapter_trim.F1-J364-pH75.bam","adapter_trim.F0-B13.bam","adapter_trim.F0-B11.bam","1.59","1, 2, 4","1, 2, 3","TRUE","CM084264_1_73311139.0, CM084265_1_72992174.0, CM084274_1_4788638.1, CM084276_1_38117387.1, CM084264_1_70355068.0, CM084273_1_31862476.0, CM084271_1_44086160.0, CM084267_1_8687374.1, CM084266_1_64002736.1, CM084264_1_70182851.1, CM084266_1_23321830.1, CM084274_1_4788646.1, CM084271_1_274096.0, CM084271_1_43339301.0, CM084277_1_1868381.1, CM084266_1_64726664.0, CM084264_1_72117233.1, CM084269_1_35627230.0, CM084277_1_30953064.0, CM084267_1_6420945.1, CM084264_1_6517635.0, CM084264_1_69287125.1, CM084268_1_50224886.1, CM084274_1_4694916.0, CM084272_1_29973150.0, CM084273_1_42253151.0, CM084274_1_4727166.0, CM084267_1_2165108.1, CM084265_1_1816569.0, CM084269_1_43524676.1, CM084266_1_57883097.1, CM084277_1_1858867.0, CM084275_1_8878532.1, CM084264_1_70175545.1, CM084275_1_25396988.1, CM084265_1_69924624.1, CM084274_1_4727166.1, CM084276_1_38558507.0, CM084276_1_38772790.0, CM084268_1_46448.1, CM084278_1_20861266.0, CM084269_1_1572344.0, CM084266_1_68659587.1, CM084265_1_69913707.0, CM084274_1_4694282.1, CM084270_1_4920915.1, CM084266_1_62460058.1, CM084270_1_4751834.0, CM084279_1_10156984.1, CM084267_1_8118540.1"
"12","adapter_trim.254.bam","adapter_trim.F0-B14.bam","adapter_trim.F0-B11.bam","1.02","2, 3, 4, 5","1, 2, 3","TRUE","CM084269_1_43528607.1, CM084264_1_12084151.0, CM084264_1_70456944.1, CM084279_1_32649961.0, CM084273_1_42285571.0, CM084276_1_2841296.1, CM084271_1_1033926.0, CM084276_1_1510348.0, CM084264_1_66522465.0, CM084272_1_1596710.1, CM084275_1_19996655.1, CM084270_1_39395913.0, CM084266_1_57886153.1, CM084277_1_29780644.1, CM084265_1_59220865.0, CM084279_1_28791311.0, CM084266_1_63195133.0, CM084264_1_73931024.1, CM084279_1_31065250.0, CM084265_1_70979980.1, CM084268_1_28845789.1, CM084265_1_64586069.0, CM084266_1_70396060.1, CM084265_1_39553345.1, CM084276_1_25975836.0, CM084270_1_4921031.1, CM084267_1_6420915.0, CM084267_1_9176045.1, CM084268_1_49721922.1, CM084264_1_61167161.1, CM084270_1_26890196.1, CM084264_1_74995015.0, CM084270_1_47077551.1, CM084267_1_52896140.0, CM084278_1_32252661.0, CM084276_1_2855158.0, CM084274_1_4709636.0, CM084264_1_72054055.0, CM084265_1_68714893.1, CM084277_1_35287266.0, CM084276_1_2855903.0, CM084268_1_42089.1, CM084269_1_1567462.0, CM084265_1_70798125.1, CM084265_1_69381524.1, CM084274_1_4788623.1, CM084269_1_43524558.1, CM084265_1_64581822.0, CM084265_1_72926026.0, CM084264_1_69303600.0"
"13","adapter_trim.55.bam","adapter_trim.F0-B13.bam","adapter_trim.F0-B11.bam","1.84","1, 2, 4","1, 2, 3","TRUE","CM084272_1_1704404.0, CM084268_1_50679553.1, CM084267_1_832141.0, CM084266_1_68319477.0, CM084276_1_38558603.0, CM084278_1_23536520.0, CM084268_1_42211.1, CM084279_1_32640564.1, CM084268_1_24031408.1, CM084275_1_400276.0, CM084274_1_4694190.1, CM084264_1_74183870.0, CM084273_1_31862646.1, CM084271_1_30532519.1, CM084274_1_4863996.0, CM084269_1_46688909.1, CM084267_1_13261525.0, CM084266_1_50301503.0, CM084266_1_68319477.0, CM084275_1_36064337.1, CM084276_1_6688311.1, CM084265_1_69381534.0, CM084268_1_49721922.1, CM084268_1_18512752.0, CM084274_1_4726638.0, CM084277_1_35287257.0, CM084275_1_524597.0, CM084274_1_4862951.1, CM084273_1_31862314.0, CM084265_1_65233017.0, CM084266_1_71166435.0, CM084276_1_60278.1, CM084266_1_70531191.1, CM084278_1_22665572.0, CM084277_1_31027262.1, CM084270_1_8444546.0, CM084265_1_71899687.1, CM084275_1_327919.1, CM084267_1_11257252.1, CM084275_1_35722058.0, CM084275_1_77171.1, CM084275_1_40519747.1, CM084269_1_42862695.1, CM084277_1_30953064.0, CM084265_1_72074244.1, CM084271_1_3805850.0, CM084265_1_66141830.1, CM084264_1_70175500.1, CM084266_1_69315458.0, CM084269_1_15799390.1"
"14","adapter_trim.F1-J14-pH8.bam","adapter_trim.F0-B20.bam","adapter_trim.F0-B11.bam","1.74","2, 4","1, 2, 3","TRUE","CM084266_1_23321836.1, CM084279_1_28791311.1, CM084279_1_10147354.0, CM084279_1_10149628.1, CM084264_1_70471578.0, CM084264_1_26773675.1, CM084266_1_23295949.0, CM084266_1_69141161.1, CM084265_1_786811.0, CM084268_1_50200472.1, CM084274_1_3688102.0, CM084267_1_2652515.0, CM084269_1_15812965.1, CM084278_1_20734392.0, CM084268_1_22932623.0, CM084275_1_40706385.1, CM084264_1_68688975.1, CM084269_1_46688892.0, CM084274_1_4694239.1, CM084279_1_161458.0, CM084268_1_28845446.1, CM084266_1_57886823.1, CM084268_1_49719767.0, CM084270_1_4920968.0, CM084264_1_73931084.1, CM084267_1_2165108.0, CM084265_1_69230172.1, CM084265_1_46089269.0, CM084266_1_68643398.1, CM084265_1_71265301.0, CM084270_1_47076316.0, CM084268_1_50219223.0, CM084266_1_57882817.0, CM084270_1_47077465.1, CM084276_1_38960936.1, CM084266_1_67239899.1, CM084266_1_69085644.1, CM084279_1_10156946.1, CM084270_1_39395913.0, CM084266_1_57882847.1, CM084269_1_43525189.0, CM084279_1_10149596.1, CM084264_1_72912659.1, CM084274_1_4708745.1, CM084278_1_22667296.1, CM084276_1_37352420.1, CM084273_1_268153.0, CM084279_1_28791311.1, CM084269_1_47265457.0, CM084276_1_62473.0"
"15","adapter_trim.F1-J206-pH75.bam","adapter_trim.F0-B11.bam","adapter_trim.F0-B15.bam","1.23","4, 5","4, 5","TRUE","CM084278_1_23547493.1, CM084271_1_3814120.0, CM084273_1_31865682.1, CM084266_1_57882486.0, CM084271_1_26332994.1, CM084264_1_6151081.0, CM084266_1_70195701.1, CM084268_1_50321855.1, CM084269_1_4628748.1, CM084266_1_70181820.1, CM084268_1_18519471.0, CM084274_1_4674060.0, CM084268_1_3691693.0, CM084264_1_69271981.0, CM084267_1_13229666.1, CM084272_1_1894347.0, CM084278_1_19960942.0, CM084269_1_45438470.1, CM084268_1_2832736.0, CM084264_1_72117233.1, CM084276_1_12385340.0, CM084270_1_9411945.1, CM084279_1_1196447.1, CM084276_1_37987468.1, CM084271_1_3819544.0, CM084274_1_4869897.0, CM084269_1_43528607.1, CM084274_1_4709650.0, CM084267_1_5161043.0, CM084274_1_4793445.0, CM084274_1_3691747.0, CM084278_1_22645215.0, CM084266_1_68884692.1, CM084266_1_68320526.0, CM084266_1_65576820.0, CM084270_1_47077465.0, CM084274_1_4870202.1, CM084264_1_71721959.1, CM084271_1_44104310.1, CM084265_1_1118730.0, CM084269_1_1567396.0, CM084274_1_4869944.1, CM084264_1_73931084.0, CM084265_1_1229890.0, CM084274_1_4862784.0, CM084264_1_34301201.1, CM084269_1_42862704.0, CM084274_1_4727166.0, CM084267_1_2652518.0, CM084278_1_20861266.0"
"16","adapter_trim.351.bam","adapter_trim.F0-B10.bam","adapter_trim.F0-B15.bam","0.77","2, 3, 5","4, 5","TRUE","CM084272_1_1704404.1, CM084270_1_11478201.0, CM084277_1_29782029.1, CM084279_1_10147315.0, CM084277_1_30631457.1, CM084279_1_1070294.1, CM084268_1_3695260.0, CM084274_1_29871125.1, CM084278_1_25832327.1, CM084272_1_1307854.0, CM084278_1_4074299.0, CM084264_1_70471433.1, CM084274_1_4700811.0, CM084265_1_66143662.0, CM084276_1_38559639.0, CM084278_1_22654601.0, CM084272_1_29972645.0, CM084267_1_5882424.0, CM084277_1_18545014.1, CM084276_1_38970473.1, CM084266_1_63468234.1, CM084269_1_39736991.0, CM084276_1_1855851.1, CM084265_1_72368147.1, CM084268_1_50225470.1, CM084265_1_73060807.0, CM084276_1_20157194.0, CM084269_1_1526868.0, CM084268_1_50681537.0, CM084275_1_38169321.0, CM084265_1_64784804.1, CM084271_1_760000.0, CM084278_1_22667320.0, CM084274_1_4863301.1, CM084275_1_327935.1, CM084269_1_15823954.1, CM084275_1_672856.0, CM084267_1_2908860.0, CM084265_1_14403550.0, CM084276_1_2857930.0, CM084278_1_20591128.1, CM084264_1_2740285.1, CM084268_1_28851946.1, CM084270_1_4921018.0, CM084264_1_34291216.1, CM084267_1_51242798.0, CM084265_1_68074267.0, CM084265_1_71820616.0, CM084275_1_38995254.0, CM084278_1_20591128.1"
"17","adapter_trim.F1-J110-pH8.bam","adapter_trim.F0-B26.bam","adapter_trim.F0-B15.bam","1.53","2, 4, 5","4, 5","TRUE","CM084266_1_68919270.1, CM084276_1_38489687.1, CM084266_1_57889053.1, CM084270_1_46587591.0, CM084279_1_1064861.1, CM084269_1_15812960.0, CM084265_1_1229890.0, CM084270_1_10495951.0, CM084265_1_71925486.1, CM084266_1_23295280.0, CM084275_1_29098655.1, CM084272_1_18193991.0, CM084267_1_8687446.0, CM084274_1_4708735.0, CM084269_1_47265457.1, CM084271_1_11500090.0, CM084279_1_32644251.0, CM084271_1_43868179.1, CM084270_1_46589385.0, CM084278_1_22654601.0, CM084266_1_70181797.1, CM084271_1_218855.1, CM084265_1_64196884.1, CM084264_1_71189810.0, CM084279_1_31073085.1, CM084276_1_31737936.1, CM084266_1_63468234.0, CM084271_1_3821130.0, CM084271_1_290137.1, CM084279_1_1064677.0, CM084266_1_69793914.0, CM084265_1_71925202.0, CM084278_1_23536923.1, CM084267_1_48167385.0, CM084279_1_31409578.1, CM084267_1_11257260.0, CM084278_1_22665572.1, CM084273_1_37927756.1, CM084269_1_1549393.1, CM084271_1_26325720.0, CM084272_1_1584317.1, CM084266_1_69793914.0, CM084269_1_15813150.1, CM084266_1_38532344.0, CM084265_1_1229890.0, CM084269_1_43527808.1, CM084267_1_5165677.0, CM084276_1_38943253.0, CM084269_1_15809861.1, CM084269_1_15823117.0"
"18","adapter_trim.F1-J158-pH8.bam","adapter_trim.F0-B7.bam","adapter_trim.F0-B15.bam","1.43","1, 4, 5","4, 5","TRUE","CM084278_1_277798.1, CM084265_1_959800.0, CM084278_1_22644846.0, CM084269_1_15823106.1, CM084269_1_15813374.0, CM084265_1_59221322.1, CM084275_1_35722060.1, CM084266_1_71166433.0, CM084269_1_40337595.0, CM084276_1_12392697.0, CM084268_1_2713890.1, CM084264_1_6956700.0, CM084267_1_699428.1, CM084272_1_18192676.1, CM084275_1_1212337.0, CM084264_1_26771545.0, CM084275_1_4345059.1, CM084266_1_1230901.0, CM084269_1_36339693.1, CM084276_1_38558559.0, CM084278_1_23536923.1, CM084265_1_64527991.0, CM084269_1_1549405.1, CM084269_1_45310979.1, CM084269_1_42862775.1, CM084271_1_342830.1, CM084275_1_39774900.0, CM084267_1_2309126.1, CM084269_1_15799390.0, CM084274_1_4727166.1, CM084266_1_62460034.0, CM084278_1_16767343.1, CM084265_1_70801101.1, CM084272_1_1144109.1, CM084273_1_31865682.1, CM084264_1_74191538.1, CM084264_1_72054043.0, CM084277_1_31027256.1, CM084264_1_6517724.0, CM084277_1_17835716.0, CM084270_1_972098.0, CM084264_1_70182858.0, CM084266_1_69547380.0, CM084269_1_15812959.0, CM084274_1_4686943.1, CM084276_1_38271843.1, CM084279_1_32652116.1, CM084276_1_38285696.1, CM084268_1_42863.1, CM084276_1_38287449.1"
"19","adapter_trim.F1-J18-pH8.bam","adapter_trim.F0-B14.bam","adapter_trim.F0-B15.bam","1.15","2, 3, 4, 5","4, 5","TRUE","CM084269_1_35642171.0, CM084265_1_70975032.0, CM084267_1_2910789.0, CM084266_1_68519988.0, CM084265_1_59220865.0, CM084264_1_70173624.0, CM084276_1_1625254.1, CM084274_1_3692509.1, CM084271_1_44104315.0, CM084273_1_31862312.0, CM084274_1_4793084.1, CM084273_1_31865817.0, CM084272_1_41046375.1, CM084279_1_10149633.1, CM084265_1_59221320.0, CM084273_1_10381194.1, CM084267_1_832157.0, CM084268_1_50693763.1, CM084271_1_1033797.1, CM084265_1_70801089.0, CM084266_1_58099055.0, CM084275_1_36059096.0, CM084269_1_43523784.1, CM084268_1_24030545.1, CM084274_1_4795058.0, CM084276_1_4238176.1, CM084264_1_34291216.0, CM084264_1_66525874.0, CM084271_1_37237146.1, CM084274_1_4788084.0, CM084266_1_64164380.0, CM084276_1_2841292.0, CM084275_1_35717364.0, CM084274_1_4863996.1, CM084276_1_11709759.0, CM084265_1_66141830.1, CM084264_1_70456944.0, CM084278_1_31960662.0, CM084264_1_34294652.0, CM084275_1_529178.0, CM084268_1_50681646.1, CM084265_1_794877.0, CM084274_1_4729950.1, CM084269_1_43523950.0, CM084269_1_15817354.1, CM084270_1_4921025.1, CM084275_1_35722051.0, CM084279_1_1062144.0, CM084275_1_35717364.1, CM084264_1_6151084.1"
"20","adapter_trim.5.bam","adapter_trim.F0-B10.bam","adapter_trim.F0-B17.bam","0.95","2, 3, 5","1, 3","TRUE","CM084268_1_3699701.0, CM084272_1_11675288.0, CM084264_1_70175562.1, CM084266_1_23295949.1, CM084264_1_70391024.1, CM084277_1_18535852.0, CM084266_1_64726584.0, CM084273_1_214007.1, CM084277_1_18541349.1, CM084268_1_50225498.1, CM084265_1_64735166.1, CM084268_1_46422.1, CM084275_1_39774900.1, CM084270_1_4920961.0, CM084275_1_8878521.1, CM084264_1_74995015.0, CM084267_1_48167440.0, CM084268_1_3691160.1, CM084270_1_4921018.0, CM084269_1_15809862.0, CM084276_1_56048.0, CM084265_1_64581822.0, CM084268_1_50739136.1, CM084271_1_37244915.0, CM084275_1_25393416.0, CM084272_1_18194019.1, CM084266_1_65576820.0, CM084273_1_31864457.0, CM084276_1_25809512.0, CM084272_1_1308695.0, CM084275_1_675783.0, CM084271_1_337322.0, CM084265_1_8362532.1, CM084269_1_35627068.0, CM084276_1_37987468.0, CM084271_1_3819398.0, CM084265_1_59221301.0, CM084265_1_64733395.0, CM084275_1_319819.0, CM084265_1_71926735.0, CM084273_1_33585263.0, CM084264_1_66525866.1, CM084265_1_66688742.0, CM084265_1_72076134.0, CM084269_1_45238254.1, CM084264_1_69862115.0, CM084269_1_43525440.1, CM084269_1_42862695.1, CM084267_1_5165711.1, CM084277_1_30165082.0"
"21","adapter_trim.153.bam","adapter_trim.F0-B14.bam","adapter_trim.F0-B17.bam","1.62","2, 3, 4, 5","1, 3","TRUE","CM084265_1_65322091.0, CM084273_1_42285571.0, CM084268_1_50693767.0, CM084271_1_276716.0, CM084268_1_42863.1, CM084269_1_40336193.0, CM084265_1_71826940.0, CM084268_1_3699581.1, CM084276_1_56048.0, CM084274_1_4732023.0, CM084264_1_34293018.0, CM084264_1_48147317.0, CM084265_1_65268038.0, CM084266_1_65576934.1, CM084272_1_1704343.0, CM084264_1_70190068.1, CM084277_1_4875753.0, CM084272_1_18170761.1, CM084272_1_33452056.1, CM084275_1_23096151.0, CM084269_1_1577700.1, CM084279_1_649336.1, CM084274_1_4795052.0, CM084265_1_60316111.1, CM084268_1_24031433.0, CM084272_1_1704379.1, CM084267_1_8687446.1, CM084265_1_790962.1, CM084268_1_3692649.0, CM084275_1_20000958.0, CM084278_1_23539431.1, CM084272_1_25266666.0, CM084278_1_4074299.0, CM084264_1_72054053.1, CM084271_1_44107457.1, CM084264_1_6956700.1, CM084266_1_58086157.1, CM084275_1_38169321.0, CM084276_1_1500490.0, CM084279_1_1072351.0, CM084269_1_15823106.0, CM084274_1_4727318.0, CM084268_1_276378.0, CM084266_1_69141150.0, CM084274_1_4788084.0, CM084275_1_39776636.0, CM084274_1_4694915.0, CM084270_1_46588162.0, CM084279_1_161074.1, CM084269_1_45423014.0"
"22","adapter_trim.253.bam","adapter_trim.F0-B10.bam","adapter_trim.F0-B17.bam","1.51","2, 3, 5","1, 3","TRUE","CM084264_1_73931171.0, CM084278_1_22665064.1, CM084274_1_5120654.1, CM084269_1_15827759.1, CM084274_1_4796871.1, CM084270_1_42348998.1, CM084275_1_327918.1, CM084278_1_28652016.1, CM084264_1_34294660.1, CM084268_1_42745.0, CM084265_1_58036225.0, CM084266_1_23321806.0, CM084266_1_69051092.1, CM084269_1_1567396.0, CM084267_1_2652518.1, CM084274_1_7310951.1, CM084271_1_44104310.0, CM084268_1_2832740.0, CM084272_1_36474242.0, CM084267_1_51241061.1, CM084268_1_50219223.0, CM084268_1_298790.1, CM084265_1_790962.1, CM084264_1_70175500.1, CM084272_1_1726223.1, CM084273_1_42253181.1, CM084271_1_43860460.1, CM084266_1_57882780.1, CM084264_1_61227529.0, CM084274_1_4695106.1, CM084264_1_34300494.1, CM084271_1_43860417.1, CM084268_1_28855770.0, CM084279_1_10151202.1, CM084278_1_22657612.1, CM084279_1_32673936.0, CM084274_1_4793445.1, CM084265_1_70801101.0, CM084270_1_42348999.1, CM084267_1_700114.1, CM084266_1_58087794.0, CM084264_1_65422.0, CM084275_1_40706380.1, CM084276_1_25809512.0, CM084274_1_4727151.1, CM084268_1_3695238.1, CM084266_1_57884309.1, CM084278_1_4074392.0, CM084274_1_3692513.0, CM084264_1_74183870.1"
"23","adapter_trim.F1-J161-pH8.bam","adapter_trim.F0-B14.bam","adapter_trim.F0-B17.bam","1.56","2, 3, 4, 5","1, 3","TRUE","CM084265_1_65322091.0, CM084273_1_42285571.0, CM084268_1_50693767.0, CM084271_1_276716.0, CM084268_1_42863.1, CM084269_1_40336193.0, CM084265_1_71826940.0, CM084268_1_3699581.1, CM084276_1_56048.0, CM084274_1_4732023.0, CM084264_1_34293018.0, CM084264_1_48147317.0, CM084265_1_65268038.0, CM084266_1_65576934.1, CM084272_1_1704343.0, CM084264_1_70190068.1, CM084277_1_4875753.0, CM084272_1_18170761.1, CM084272_1_33452056.1, CM084275_1_23096151.0, CM084269_1_1577700.1, CM084279_1_649336.1, CM084274_1_4795052.0, CM084265_1_60316111.1, CM084268_1_24031433.0, CM084272_1_1704379.1, CM084267_1_8687446.1, CM084265_1_790962.1, CM084268_1_3692649.0, CM084275_1_20000958.0, CM084278_1_23539431.1, CM084272_1_25266666.0, CM084278_1_4074299.0, CM084264_1_72054053.1, CM084271_1_44107457.1, CM084264_1_6956700.1, CM084266_1_58086157.1, CM084275_1_38169321.0, CM084276_1_1500490.0, CM084279_1_1072351.0, CM084269_1_15823106.0, CM084274_1_4727318.0, CM084268_1_276378.0, CM084266_1_69141150.0, CM084274_1_4788084.0, CM084275_1_39776636.0, CM084274_1_4694915.0, CM084270_1_46588162.0, CM084279_1_161074.1, CM084269_1_45423014.0"
"24","adapter_trim.303.bam","adapter_trim.F0-B1.bam","adapter_trim.F0-B17.bam","1.51","1, 2","1, 3","TRUE","CM084269_1_47255823.0, CM084275_1_400320.0, CM084266_1_57885009.1, CM084275_1_39502374.0, CM084266_1_68960355.0, CM084274_1_4792256.1, CM084265_1_73060663.0, CM084275_1_42592955.1, CM084269_1_1556257.0, CM084266_1_66377772.0, CM084274_1_4793084.0, CM084279_1_32915259.0, CM084274_1_4708749.0, CM084267_1_6421475.0, CM084278_1_20679238.1, CM084266_1_70707518.0, CM084266_1_58086157.1, CM084279_1_32673936.1, CM084269_1_40447963.0, CM084265_1_70594980.1, CM084274_1_4709093.0, CM084267_1_50994309.1, CM084265_1_68798193.1, CM084265_1_70799356.1, CM084271_1_44090302.0, CM084265_1_72636278.0, CM084267_1_2908860.1, CM084271_1_256574.1, CM084276_1_2855158.1, CM084272_1_1883067.0, CM084279_1_1871842.0, CM084264_1_72117199.1, CM084275_1_120808.1, CM084264_1_70173621.0, CM084272_1_1308664.1, CM084267_1_50993881.1, CM084269_1_15828545.1, CM084275_1_400325.1, CM084274_1_4694855.0, CM084268_1_42863.0, CM084275_1_20000943.0, CM084278_1_24948220.1, CM084265_1_68869208.1, CM084268_1_28845446.1, CM084265_1_65233046.1, CM084275_1_39781005.0, CM084279_1_992716.1, CM084279_1_10149628.0, CM084270_1_47076316.0, CM084265_1_72368147.1"
"25","adapter_trim.F1-J160-pH8.bam","adapter_trim.F0-B3.bam","adapter_trim.F0-B18.bam","1.76","3, 5","4, 5","TRUE","CM084276_1_38970477.0, CM084274_1_34977105.0, CM084264_1_7131437.1, CM084264_1_26777914.1, CM084267_1_30270830.0, CM084278_1_20625578.1, CM084275_1_39502374.1, CM084266_1_63468235.0, CM084268_1_23612506.1, CM084265_1_60316111.0, CM084274_1_4694263.0, CM084278_1_23536520.0, CM084272_1_1891444.0, CM084276_1_4238124.1, CM084271_1_44075859.0, CM084276_1_38271843.1, CM084274_1_4773492.0, CM084266_1_68319474.0, CM084265_1_66143629.1, CM084279_1_10156950.0, CM084268_1_3695238.1, CM084268_1_49721854.1, CM084279_1_32650016.0, CM084277_1_30611507.1, CM084274_1_4785921.1, CM084275_1_312956.0, CM084274_1_4793173.1, CM084268_1_49720512.1, CM084274_1_4694282.1, CM084266_1_67912135.1, CM084269_1_47255758.0, CM084265_1_790962.1, CM084269_1_43529904.1, CM084266_1_69625511.1, CM084275_1_120896.1, CM084265_1_70980049.1, CM084272_1_33452338.0, CM084264_1_75506833.1, CM084268_1_2832742.1, CM084274_1_3692509.1, CM084273_1_7839417.1, CM084275_1_39394589.0, CM084270_1_19464672.0, CM084264_1_72054047.1, CM084266_1_57882606.0, CM084279_1_32640566.1, CM084275_1_23095265.1, CM084269_1_42862704.0, CM084272_1_33546605.1, CM084265_1_71831401.0"
"26","adapter_trim.F1-J17-pH8.bam","adapter_trim.F0-B11.bam","adapter_trim.F0-B18.bam","1.31","4, 5","4, 5","TRUE","CM084276_1_1847305.1, CM084279_1_1196447.1, CM084266_1_58088040.1, CM084270_1_42355495.1, CM084276_1_25809477.1, CM084265_1_70595159.0, CM084272_1_1891444.0, CM084267_1_9175848.0, CM084265_1_72637027.1, CM084278_1_16773822.0, CM084271_1_290137.1, CM084272_1_1311984.0, CM084274_1_4863861.0, CM084264_1_69863993.1, CM084268_1_45628.0, CM084277_1_30611507.1, CM084267_1_50994193.0, CM084278_1_23541042.0, CM084265_1_72071366.0, CM084266_1_64726584.0, CM084266_1_68322200.0, CM084277_1_29780116.1, CM084269_1_1577748.1, CM084265_1_65322091.1, CM084268_1_46448.1, CM084272_1_33515302.1, CM084275_1_66811.1, CM084276_1_61700.0, CM084266_1_64726584.1, CM084275_1_35719374.0, CM084267_1_51248500.1, CM084275_1_327936.0, CM084274_1_4863917.0, CM084264_1_2737867.0, CM084265_1_58487818.0, CM084266_1_57889053.0, CM084264_1_70173615.0, CM084264_1_73926177.1, CM084278_1_20591181.1, CM084267_1_52591726.0, CM084264_1_72075482.0, CM084274_1_4734019.1, CM084264_1_69863993.0, CM084276_1_38450614.1, CM084275_1_1212337.1, CM084272_1_1308683.1, CM084266_1_65993531.1, CM084269_1_4635071.1, CM084264_1_6956767.1, CM084268_1_14768218.1"
"27","adapter_trim.F1-J68-pH8.bam","adapter_trim.F0-B7.bam","adapter_trim.F0-B18.bam","1.21","1, 4, 5","4, 5","TRUE","CM084276_1_38271842.0, CM084269_1_42862716.1, CM084266_1_23295283.1, CM084271_1_218843.0, CM084267_1_5161036.0, CM084267_1_13226543.0, CM084264_1_70355068.0, CM084266_1_57882736.0, CM084264_1_64489814.0, CM084267_1_6420828.0, CM084276_1_4855640.0, CM084276_1_37987483.1, CM084268_1_28845439.1, CM084271_1_3814146.1, CM084278_1_20734513.1, CM084268_1_42009.1, CM084271_1_4574012.1, CM084275_1_25395465.0, CM084277_1_29208393.1, CM084265_1_61648598.1, CM084276_1_1500414.0, CM084279_1_31409239.0, CM084268_1_28845789.0, CM084264_1_68688356.0, CM084265_1_71795197.1, CM084278_1_23542543.0, CM084272_1_43469575.1, CM084279_1_32644251.1, CM084274_1_4778496.1, CM084268_1_24031433.0, CM084269_1_1580179.1, CM084278_1_5144630.1, CM084265_1_72368299.1, CM084269_1_1556138.1, CM084264_1_70171655.0, CM084273_1_31866087.0, CM084274_1_4792974.1, CM084274_1_4773546.1, CM084266_1_71166433.0, CM084279_1_10159275.0, CM084279_1_1064677.0, CM084266_1_68643487.0, CM084266_1_68319477.0, CM084264_1_70471566.1, CM084272_1_1308683.1, CM084265_1_70798125.0, CM084279_1_10150670.1, CM084271_1_26324154.1, CM084276_1_1856630.1, CM084279_1_31409578.1"
"28","adapter_trim.F1-J258-pH75.bam","adapter_trim.F0-B11.bam","adapter_trim.F0-B18.bam","1.33","4, 5","4, 5","TRUE","CM084276_1_38271842.0, CM084269_1_42862716.1, CM084266_1_23295283.1, CM084271_1_218843.0, CM084267_1_5161036.0, CM084267_1_13226543.0, CM084264_1_70355068.0, CM084266_1_57882736.0, CM084264_1_64489814.0, CM084267_1_6420828.0, CM084276_1_4855640.0, CM084276_1_37987483.1, CM084268_1_28845439.1, CM084271_1_3814146.1, CM084278_1_20734513.1, CM084268_1_42009.1, CM084271_1_4574012.1, CM084275_1_25395465.0, CM084277_1_29208393.1, CM084265_1_61648598.1, CM084276_1_1500414.0, CM084279_1_31409239.0, CM084268_1_28845789.0, CM084264_1_68688356.0, CM084265_1_71795197.1, CM084278_1_23542543.0, CM084272_1_43469575.1, CM084279_1_32644251.1, CM084274_1_4778496.1, CM084268_1_24031433.0, CM084269_1_1580179.1, CM084278_1_5144630.1, CM084265_1_72368299.1, CM084269_1_1556138.1, CM084264_1_70171655.0, CM084273_1_31866087.0, CM084274_1_4792974.1, CM084274_1_4773546.1, CM084266_1_71166433.0, CM084279_1_10159275.0, CM084279_1_1064677.0, CM084266_1_68643487.0, CM084266_1_68319477.0, CM084264_1_70471566.1, CM084272_1_1308683.1, CM084265_1_70798125.0, CM084279_1_10150670.1, CM084271_1_26324154.1, CM084276_1_1856630.1, CM084279_1_31409578.1"
"29","adapter_trim.F1-J163-pH8.bam","adapter_trim.F0-B16.bam","adapter_trim.F0-B18.bam","1.81","2, 3, 4, 5","4, 5","TRUE","CM084268_1_28845789.1, CM084271_1_3814146.1, CM084273_1_31865230.0, CM084268_1_45574.0, CM084279_1_16586120.1, CM084266_1_71160177.0, CM084264_1_69861978.1, CM084269_1_43524168.0, CM084264_1_68689030.1, CM084273_1_31865817.0, CM084266_1_64726584.1, CM084274_1_4863996.0, CM084269_1_1567491.1, CM084278_1_32252678.1, CM084266_1_25399242.0, CM084265_1_58036330.1, CM084268_1_42024.1, CM084278_1_20736236.1, CM084271_1_218835.1, CM084276_1_1625257.0, CM084265_1_70609248.1, CM084275_1_312851.0, CM084269_1_42862775.1, CM084277_1_29782028.0, CM084268_1_3697725.1, CM084278_1_29698402.0, CM084270_1_9413173.1, CM084264_1_34294472.1, CM084276_1_1855843.1, CM084269_1_47255823.0, CM084276_1_37352420.1, CM084266_1_58087893.0, CM084278_1_23542552.1, CM084265_1_70801101.0, CM084276_1_62221.1, CM084275_1_25395462.1, CM084279_1_10150670.1, CM084265_1_71925176.0, CM084279_1_1063045.1, CM084268_1_276378.1, CM084264_1_72117221.1, CM084277_1_4875753.0, CM084274_1_3691349.1, CM084266_1_808035.1, CM084272_1_33597669.0, CM084266_1_69632417.1, CM084279_1_31073085.1, CM084265_1_794843.0, CM084266_1_59802398.0, CM084271_1_19655871.1"
