"","id","dam","sire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs","loci"
"21","adapter_trim.F2-J25-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F1-B14-pH75.bam",0.41,"1","1, 4",TRUE,"CM084277_1_30631454.1, CM084265_1_69230172.1, CM084276_1_1852880.0, CM084271_1_1052214.0, CM084274_1_4778496.1, CM084269_1_1556253.1, CM084279_1_32640625.1, CM084271_1_274033.0, CM084277_1_5804354.0, CM084276_1_1856066.1, CM084270_1_19461856.0, CM084266_1_64723748.0, CM084279_1_32640564.1, CM084270_1_4751873.1, CM084265_1_71899241.1, CM084274_1_4795058.1, CM084265_1_24898734.1, CM084274_1_4787926.1, CM084271_1_43816629.0, CM084269_1_15798323.1, CM084275_1_667604.0, CM084272_1_18194972.0, CM084270_1_4921025.0, CM084269_1_15799403.0, CM084271_1_43851333.1, CM084275_1_312851.0, CM084269_1_1572991.1, CM084269_1_46688879.1, CM084272_1_18194957.1, CM084273_1_31862649.0, CM084275_1_529178.0, CM084277_1_31222635.1, CM084279_1_161458.1, CM084267_1_52112064.0, CM084268_1_42024.0"
"22","adapter_trim.F2-B21-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B14-pH75.bam",0.8,"2, 4","1, 4",TRUE,"CM084272_1_1891482.1, CM084265_1_73060812.0, CM084267_1_48167385.0, CM084271_1_289999.1, CM084274_1_4793177.1, CM084276_1_20157233.0, CM084265_1_14403558.0, CM084265_1_791030.1, CM084264_1_71718001.0, CM084268_1_3704020.0, CM084275_1_1304748.1, CM084274_1_4708033.0, CM084271_1_1052216.1, CM084269_1_1556935.1, CM084268_1_3699581.0, CM084270_1_10496921.0, CM084271_1_337313.0, CM084274_1_4788661.1, CM084279_1_33014997.1, CM084278_1_20630020.0, CM084270_1_9411945.0, CM084276_1_60278.0, CM084268_1_45628.1, CM084269_1_43524676.1, CM084271_1_10303572.0, CM084268_1_50681546.1, CM084268_1_42010.0, CM084264_1_34300372.0, CM084269_1_1558064.1, CM084274_1_4694855.0, CM084274_1_34977132.1, CM084266_1_68960407.1, CM084269_1_40338578.1, CM084272_1_1894332.0, CM084272_1_33453681.1"
"23","adapter_trim.F2-J43-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B14-pH75.bam",1.12,"1, 4","1, 4",TRUE,"CM084273_1_42253181.1, CM084269_1_15827759.0, CM084279_1_31065257.0, CM084274_1_4726244.1, CM084278_1_20591128.1, CM084276_1_20157216.0, CM084268_1_2706209.1, CM084278_1_279354.1, CM084268_1_50216562.0, CM084265_1_71899687.0, CM084265_1_14403401.0, CM084270_1_21846007.1, CM084264_1_34300493.0, CM084267_1_832165.0, CM084266_1_65571765.0, CM084270_1_47077479.1, CM084266_1_69085566.0, CM084272_1_36474233.1, CM084273_1_42285391.1, CM084269_1_36339693.0, CM084268_1_50225498.0, CM084266_1_58087776.1, CM084276_1_12392691.0, CM084278_1_20689080.1, CM084275_1_25395524.1, CM084265_1_1062071.1, CM084278_1_24948349.0, CM084274_1_4796884.0, CM084273_1_31863596.0, CM084274_1_4789702.1, CM084269_1_12904900.1, CM084267_1_51241061.0, CM084272_1_18188792.1, CM084278_1_5144630.1, CM084264_1_66525866.0"
"24","adapter_trim.F2-J66-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B14-pH75.bam",0.78,"1, 4","1, 4",TRUE,"CM084268_1_50693763.1, CM084272_1_29973150.0, CM084265_1_68019714.0, CM084266_1_67235326.1, CM084265_1_70974986.0, CM084276_1_2841302.0, CM084275_1_40706319.0, CM084266_1_59802398.0, CM084274_1_4863965.1, CM084274_1_4695002.0, CM084269_1_35627205.0, CM084266_1_57884345.0, CM084264_1_64489814.0, CM084268_1_50679570.1, CM084274_1_4708033.1, CM084276_1_38943253.1, CM084275_1_120808.0, CM084279_1_33014997.0, CM084276_1_771542.1, CM084267_1_50392657.1, CM084268_1_46422.0, CM084265_1_68073022.0, CM084265_1_68869491.1, CM084271_1_43860417.0, CM084272_1_29972645.0, CM084269_1_43523945.1, CM084266_1_57886490.0, CM084268_1_2706209.0, CM084272_1_11675288.0, CM084265_1_68525973.0, CM084264_1_70182852.0, CM084269_1_15823117.1, CM084274_1_42473136.1, CM084266_1_57882838.0, CM084275_1_36064332.1"
"25","adapter_trim.F2-J62-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B14-pH75.bam",0.34,"1","1, 4",TRUE,"CM084277_1_4875961.0, CM084271_1_1033797.1, CM084276_1_38285682.1, CM084277_1_30611561.0, CM084265_1_72637027.1, CM084279_1_32644251.0, CM084264_1_72118705.0, CM084266_1_69632434.1, CM084266_1_57882606.1, CM084279_1_32650016.1, CM084274_1_34977131.0, CM084268_1_50679551.0, CM084264_1_15073840.1, CM084277_1_1868384.0, CM084266_1_68910397.1, CM084266_1_64725838.0, CM084266_1_58087892.0, CM084274_1_5120623.0, CM084264_1_68688975.1, CM084267_1_2163704.0, CM084277_1_30631454.0, CM084266_1_57886490.1, CM084276_1_25809541.1, CM084269_1_1544433.1, CM084276_1_1625254.0, CM084269_1_43524676.0, CM084269_1_45423014.1, CM084265_1_59221308.0, CM084271_1_3816215.0, CM084265_1_71794015.0, CM084271_1_26325720.0, CM084272_1_1596807.0, CM084267_1_2653032.1, CM084268_1_276461.1, CM084272_1_33607296.0"
"26","adapter_trim.F2-J50-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B14-pH75.bam",0.66,"1","1, 4",TRUE,"CM084277_1_29781980.1, CM084265_1_3130643.0, CM084268_1_22040366.1, CM084266_1_69632434.0, CM084275_1_39776646.0, CM084275_1_672856.1, CM084266_1_66383611.1, CM084270_1_10495977.0, CM084264_1_61167131.0, CM084278_1_20734507.0, CM084264_1_70210132.0, CM084269_1_15813374.1, CM084274_1_4795903.1, CM084278_1_5142968.1, CM084266_1_66383694.1, CM084277_1_10417489.1, CM084279_1_10159275.0, CM084275_1_39774878.1, CM084269_1_15798357.0, CM084279_1_16586112.0, CM084277_1_30953057.1, CM084279_1_32640578.0, CM084266_1_57882780.1, CM084268_1_50681546.0, CM084264_1_68689028.0, CM084277_1_29780116.0, CM084269_1_1567833.1, CM084272_1_43331300.0, CM084278_1_16767343.0, CM084265_1_66688742.0, CM084264_1_74800241.1, CM084275_1_25395462.1, CM084272_1_18194995.1, CM084264_1_72929492.0, CM084272_1_36474234.1"
"27","adapter_trim.F2-J12-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B14-pH75.bam",1.08,"1, 4","1, 4",TRUE,"CM084268_1_50693763.1, CM084272_1_29973150.0, CM084265_1_68019714.0, CM084266_1_67235326.1, CM084265_1_70974986.0, CM084276_1_2841302.0, CM084275_1_40706319.0, CM084266_1_59802398.0, CM084274_1_4863965.1, CM084274_1_4695002.0, CM084269_1_35627205.0, CM084266_1_57884345.0, CM084264_1_64489814.0, CM084268_1_50679570.1, CM084274_1_4708033.1, CM084276_1_38943253.1, CM084275_1_120808.0, CM084279_1_33014997.0, CM084276_1_771542.1, CM084267_1_50392657.1, CM084268_1_46422.0, CM084265_1_68073022.0, CM084265_1_68869491.1, CM084271_1_43860417.0, CM084272_1_29972645.0, CM084269_1_43523945.1, CM084266_1_57886490.0, CM084268_1_2706209.0, CM084272_1_11675288.0, CM084265_1_68525973.0, CM084264_1_70182852.0, CM084269_1_15823117.1, CM084274_1_42473136.1, CM084266_1_57882838.0, CM084275_1_36064332.1"
"28","adapter_trim.F2-J9-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B20-pH75.bam",1.72,"3","3",TRUE,"CM084267_1_51366722.1, CM084267_1_11257220.0, CM084275_1_2509962.0, CM084277_1_10417520.0, CM084269_1_1577700.1, CM084276_1_56673.1, CM084276_1_38539465.1, CM084276_1_4238114.1, CM084271_1_379038.1, CM084278_1_20732798.1, CM084270_1_12307506.0, CM084265_1_790976.0, CM084275_1_1304704.0, CM084276_1_4125650.0, CM084274_1_4726242.1, CM084264_1_70190075.1, CM084269_1_47255823.1, CM084273_1_31862476.0, CM084279_1_161041.1, CM084271_1_256611.1, CM084274_1_41688609.1, CM084279_1_10150313.1, CM084274_1_4694967.1, CM084271_1_19656061.0, CM084273_1_32683016.1, CM084272_1_33597658.1, CM084267_1_832159.0, CM084265_1_790962.1, CM084267_1_2908852.0, CM084264_1_65422.1, CM084279_1_32652220.0, CM084277_1_30953078.1, CM084270_1_4920915.1, CM084276_1_1625254.1, CM084278_1_5144752.0"
"29","adapter_trim.F2-J26-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B20-pH75.bam",1.05,"3","3",TRUE,"CM084272_1_33453892.0, CM084268_1_1508049.0, CM084264_1_68688963.1, CM084274_1_4730203.0, CM084271_1_44105575.0, CM084264_1_70175500.0, CM084271_1_43868201.0, CM084264_1_69287134.0, CM084279_1_1070294.0, CM084268_1_14768218.1, CM084269_1_46692120.1, CM084274_1_4694230.0, CM084273_1_11267029.0, CM084266_1_69056442.0, CM084265_1_60316111.1, CM084276_1_38558585.0, CM084278_1_20701467.0, CM084264_1_70175551.1, CM084274_1_4792092.0, CM084271_1_379038.1, CM084265_1_64784798.1, CM084264_1_69682047.0, CM084268_1_50200519.1, CM084268_1_9292468.0, CM084264_1_61167131.0, CM084264_1_61227544.1, CM084274_1_4694190.1, CM084271_1_44090335.1, CM084264_1_66522464.0, CM084272_1_33454573.1, CM084265_1_72986756.0, CM084270_1_26890196.1, CM084275_1_319819.1, CM084264_1_26773649.0, CM084266_1_68882944.0"
"30","adapter_trim.F2-J61-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B20-pH75.bam",1.03,"3","3",TRUE,"CM084278_1_22667362.1, CM084276_1_56048.0, CM084266_1_70686279.0, CM084279_1_32915293.0, CM084271_1_39686056.1, CM084274_1_29871125.0, CM084266_1_67097920.1, CM084267_1_699428.1, CM084274_1_4788646.0, CM084271_1_37240198.0, CM084276_1_60278.0, CM084279_1_1079183.1, CM084268_1_82411.0, CM084265_1_1816578.0, CM084272_1_1891451.0, CM084264_1_74191575.1, CM084265_1_71796300.0, CM084268_1_18512751.1, CM084275_1_40706385.0, CM084275_1_8878532.0, CM084270_1_46590816.1, CM084266_1_70706208.1, CM084265_1_69230172.1, CM084269_1_4636406.0, CM084265_1_59221308.0, CM084276_1_2874158.0, CM084270_1_39395894.0, CM084267_1_2233926.0, CM084270_1_1559641.1, CM084274_1_4864709.0, CM084269_1_4635090.1, CM084270_1_46587624.0, CM084267_1_9175849.0, CM084269_1_43528677.0, CM084274_1_4727151.0"
"31","adapter_trim.F2-J6-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.89,"2","2, 4",TRUE,"CM084265_1_785374.0, CM084276_1_1852865.1, CM084265_1_59221291.0, CM084279_1_32666444.0, CM084276_1_1856653.0, CM084266_1_23321801.1, CM084269_1_43528607.0, CM084264_1_69294926.1, CM084269_1_40451682.0, CM084267_1_2081904.0, CM084278_1_22654601.0, CM084266_1_58087775.1, CM084274_1_4723647.1, CM084265_1_14403559.1, CM084270_1_4920961.0, CM084264_1_73309412.0, CM084264_1_75512085.0, CM084272_1_1894347.0, CM084267_1_2163704.0, CM084264_1_69287134.0, CM084274_1_4796079.1, CM084272_1_1584317.1, CM084266_1_65993531.0, CM084279_1_1512885.1, CM084276_1_38072621.1, CM084265_1_790962.1, CM084274_1_4694551.1, CM084265_1_70974986.0, CM084279_1_32640625.1, CM084278_1_22657612.0, CM084267_1_591197.0, CM084264_1_70466179.0, CM084267_1_591197.1, CM084267_1_51033717.1, CM084264_1_66525875.0"
"32","adapter_trim.F2-J46-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.65,"1, 4","2, 4",TRUE,"CM084272_1_41046375.0, CM084269_1_35627100.0, CM084275_1_327443.0, CM084271_1_257149.0, CM084271_1_274110.0, CM084265_1_59221220.1, CM084264_1_6151081.1, CM084270_1_42345710.0, CM084272_1_18188802.1, CM084276_1_38489687.1, CM084269_1_45438488.1, CM084268_1_50739238.1, CM084278_1_23536960.1, CM084276_1_2855799.1, CM084265_1_72368258.0, CM084278_1_279490.1, CM084271_1_43817237.0, CM084274_1_4862784.0, CM084267_1_6420851.1, CM084264_1_72075479.0, CM084264_1_48147317.0, CM084265_1_65204740.0, CM084265_1_64586071.0, CM084266_1_23295918.0, CM084275_1_25397333.1, CM084274_1_4709089.0, CM084266_1_70400231.1, CM084267_1_48167440.1, CM084276_1_38961028.1, CM084274_1_11694583.0, CM084269_1_4628634.0, CM084265_1_1118701.1, CM084278_1_8558512.0, CM084264_1_69861955.0, CM084266_1_71166448.0"
"33","adapter_trim.F2-B10-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.19,"1, 4","2, 4",TRUE,"CM084269_1_43528550.0, CM084275_1_312956.1, CM084278_1_8558512.1, CM084265_1_68807639.1, CM084274_1_12659113.0, CM084266_1_65993531.0, CM084268_1_50200472.1, CM084272_1_11675308.0, CM084266_1_23321803.1, CM084271_1_43934352.0, CM084273_1_42253133.1, CM084266_1_57888563.1, CM084276_1_1625272.0, CM084276_1_20157071.1, CM084275_1_25393263.0, CM084279_1_1079183.0, CM084269_1_46693817.0, CM084277_1_30027552.0, CM084265_1_959807.1, CM084271_1_3819803.0, CM084269_1_42862779.1, CM084267_1_8687374.1, CM084276_1_1855851.1, CM084276_1_12385340.0, CM084269_1_15799397.1, CM084270_1_42355544.1, CM084274_1_4694263.0, CM084270_1_46587632.0, CM084268_1_18512751.0, CM084273_1_42253181.1, CM084274_1_21938486.0, CM084267_1_2910818.1, CM084271_1_43860505.1, CM084264_1_70188206.1, CM084264_1_69275359.1"
"34","adapter_trim.F2-J49-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.62,"2, 4","2, 4",TRUE,"CM084277_1_29781980.1, CM084265_1_3130643.0, CM084268_1_22040366.1, CM084266_1_69632434.0, CM084275_1_39776646.0, CM084275_1_672856.1, CM084266_1_66383611.1, CM084270_1_10495977.0, CM084264_1_61167131.0, CM084278_1_20734507.0, CM084264_1_70210132.0, CM084269_1_15813374.1, CM084274_1_4795903.1, CM084278_1_5142968.1, CM084266_1_66383694.1, CM084277_1_10417489.1, CM084279_1_10159275.0, CM084275_1_39774878.1, CM084269_1_15798357.0, CM084279_1_16586112.0, CM084277_1_30953057.1, CM084279_1_32640578.0, CM084266_1_57882780.1, CM084268_1_50681546.0, CM084264_1_68689028.0, CM084277_1_29780116.0, CM084269_1_1567833.1, CM084272_1_43331300.0, CM084278_1_16767343.0, CM084265_1_66688742.0, CM084264_1_74800241.1, CM084275_1_25395462.1, CM084272_1_18194995.1, CM084264_1_72929492.0, CM084272_1_36474234.1"
"35","adapter_trim.F2-B25-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.81,"2, 4","2, 4",TRUE,"CM084272_1_1891482.1, CM084265_1_73060812.0, CM084267_1_48167385.0, CM084271_1_289999.1, CM084274_1_4793177.1, CM084276_1_20157233.0, CM084265_1_14403558.0, CM084265_1_791030.1, CM084264_1_71718001.0, CM084268_1_3704020.0, CM084275_1_1304748.1, CM084274_1_4708033.0, CM084271_1_1052216.1, CM084269_1_1556935.1, CM084268_1_3699581.0, CM084270_1_10496921.0, CM084271_1_337313.0, CM084274_1_4788661.1, CM084279_1_33014997.1, CM084278_1_20630020.0, CM084270_1_9411945.0, CM084276_1_60278.0, CM084268_1_45628.1, CM084269_1_43524676.1, CM084271_1_10303572.0, CM084268_1_50681546.1, CM084268_1_42010.0, CM084264_1_34300372.0, CM084269_1_1558064.1, CM084274_1_4694855.0, CM084274_1_34977132.1, CM084266_1_68960407.1, CM084269_1_40338578.1, CM084272_1_1894332.0, CM084272_1_33453681.1"
"36","adapter_trim.F2-J64-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.61,"2, 4","2, 4",TRUE,"CM084264_1_74995015.1, CM084274_1_4730089.1, CM084266_1_68883042.0, CM084276_1_37144250.0, CM084265_1_39553345.1, CM084266_1_69625511.1, CM084265_1_72074244.1, CM084273_1_42252916.0, CM084272_1_1894337.1, CM084269_1_1567396.0, CM084278_1_5144637.1, CM084275_1_327388.0, CM084274_1_5033051.0, CM084264_1_72118711.1, CM084275_1_20000958.1, CM084279_1_31409261.1, CM084274_1_21933138.1, CM084271_1_39686056.1, CM084267_1_2653035.1, CM084278_1_4074392.1, CM084272_1_18553681.1, CM084267_1_5161036.0, CM084265_1_73060810.1, CM084264_1_69712159.0, CM084268_1_49719742.0, CM084269_1_42862779.0, CM084275_1_8878532.1, CM084272_1_33572878.1, CM084276_1_37916914.0, CM084264_1_69863993.0, CM084275_1_66834.1, CM084274_1_4769088.1, CM084277_1_31027262.1, CM084271_1_3822736.0, CM084266_1_23321801.1"
"37","adapter_trim.F2-J2-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.92,"1, 4","2, 4",TRUE,"CM084269_1_1572991.1, CM084275_1_25397333.1, CM084269_1_15809861.0, CM084269_1_1567834.1, CM084278_1_15228738.1, CM084270_1_4920961.1, CM084278_1_20865574.0, CM084276_1_38558604.0, CM084269_1_46688909.0, CM084264_1_70171655.0, CM084266_1_50301559.0, CM084275_1_39774878.0, CM084266_1_68320536.1, CM084266_1_71149029.1, CM084265_1_59221322.0, CM084271_1_1034868.1, CM084276_1_38787722.0, CM084276_1_2874158.0, CM084265_1_59220865.0, CM084265_1_64735183.1, CM084268_1_50224886.1, CM084274_1_4864682.0, CM084269_1_43525189.0, CM084274_1_4795086.1, CM084267_1_2908060.1, CM084265_1_66141834.0, CM084265_1_72071409.1, CM084269_1_35627096.0, CM084265_1_70595162.1, CM084270_1_46589385.0, CM084276_1_25809512.0, CM084266_1_68659869.0, CM084272_1_18194957.0, CM084278_1_20732805.1, CM084267_1_5168533.0"
"38","adapter_trim.F2-B3-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",1.08,"1, 4","2, 4",TRUE,"CM084273_1_42253181.1, CM084269_1_15827759.0, CM084279_1_31065257.0, CM084274_1_4726244.1, CM084278_1_20591128.1, CM084276_1_20157216.0, CM084268_1_2706209.1, CM084278_1_279354.1, CM084268_1_50216562.0, CM084265_1_71899687.0, CM084265_1_14403401.0, CM084270_1_21846007.1, CM084264_1_34300493.0, CM084267_1_832165.0, CM084266_1_65571765.0, CM084270_1_47077479.1, CM084266_1_69085566.0, CM084272_1_36474233.1, CM084273_1_42285391.1, CM084269_1_36339693.0, CM084268_1_50225498.0, CM084266_1_58087776.1, CM084276_1_12392691.0, CM084278_1_20689080.1, CM084275_1_25395524.1, CM084265_1_1062071.1, CM084278_1_24948349.0, CM084274_1_4796884.0, CM084273_1_31863596.0, CM084274_1_4789702.1, CM084269_1_12904900.1, CM084267_1_51241061.0, CM084272_1_18188792.1, CM084278_1_5144630.1, CM084264_1_66525866.0"
"39","adapter_trim.F2-B5-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",1.01,"1, 4","2, 4",TRUE,"CM084267_1_13229742.1, CM084276_1_25809512.0, CM084271_1_44104716.0, CM084266_1_23295925.0, CM084279_1_32973101.0, CM084277_1_5803909.1, CM084264_1_73152605.1, CM084267_1_6421422.1, CM084271_1_37237148.1, CM084266_1_58087797.0, CM084268_1_24031324.1, CM084274_1_4788638.0, CM084275_1_120896.0, CM084265_1_70798989.0, CM084267_1_5881751.0, CM084266_1_59364074.1, CM084265_1_70800987.0, CM084268_1_49721957.0, CM084269_1_45438488.1, CM084274_1_4700811.1, CM084274_1_4863343.1, CM084278_1_20735956.0, CM084265_1_70800987.1, CM084270_1_10495951.0, CM084266_1_58087045.1, CM084275_1_660866.0, CM084279_1_32666410.1, CM084265_1_61648596.0, CM084267_1_6421241.0, CM084274_1_5566177.1, CM084275_1_272975.0, CM084264_1_34301630.0, CM084267_1_832165.1, CM084265_1_68868202.1, CM084272_1_23578669.0"
"40","adapter_trim.F2-J10-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B8-pH75.bam",1.06,"3","3",TRUE,"CM084268_1_50693763.1, CM084272_1_29973150.0, CM084265_1_68019714.0, CM084266_1_67235326.1, CM084265_1_70974986.0, CM084276_1_2841302.0, CM084275_1_40706319.0, CM084266_1_59802398.0, CM084274_1_4863965.1, CM084274_1_4695002.0, CM084269_1_35627205.0, CM084266_1_57884345.0, CM084264_1_64489814.0, CM084268_1_50679570.1, CM084274_1_4708033.1, CM084276_1_38943253.1, CM084275_1_120808.0, CM084279_1_33014997.0, CM084276_1_771542.1, CM084267_1_50392657.1, CM084268_1_46422.0, CM084265_1_68073022.0, CM084265_1_68869491.1, CM084271_1_43860417.0, CM084272_1_29972645.0, CM084269_1_43523945.1, CM084266_1_57886490.0, CM084268_1_2706209.0, CM084272_1_11675288.0, CM084265_1_68525973.0, CM084264_1_70182852.0, CM084269_1_15823117.1, CM084274_1_42473136.1, CM084266_1_57882838.0, CM084275_1_36064332.1"
"41","adapter_trim.F2-J28-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.5,"2","2",TRUE,"CM084274_1_3692513.0, CM084265_1_72991915.1, CM084265_1_68806446.0, CM084268_1_42745.0, CM084275_1_1304748.1, CM084279_1_992716.1, CM084264_1_74800241.0, CM084277_1_29782026.1, CM084266_1_71148884.0, CM084264_1_73886234.0, CM084271_1_3814120.0, CM084267_1_2426156.0, CM084274_1_4863343.0, CM084276_1_1856654.0, CM084265_1_71265314.1, CM084265_1_68869214.0, CM084268_1_50216537.0, CM084278_1_20732805.0, CM084268_1_2717677.0, CM084274_1_4792243.1, CM084265_1_61648596.1, CM084266_1_69052083.1, CM084274_1_42859668.1, CM084265_1_69381455.1, CM084271_1_379052.0, CM084274_1_4730089.0, CM084264_1_73283219.0, CM084267_1_30269806.0, CM084265_1_68869496.0, CM084277_1_6198938.0, CM084265_1_64765147.0, CM084277_1_10417520.0, CM084278_1_277798.0, CM084266_1_69141117.0, CM084275_1_8878509.0"
"42","adapter_trim.F2-J30-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.29,"2","2",TRUE,"CM084275_1_35717367.0, CM084266_1_58088040.1, CM084267_1_5881718.0, CM084277_1_29780093.1, CM084269_1_15828546.1, CM084268_1_282153.1, CM084276_1_56048.0, CM084279_1_10157014.1, CM084272_1_33617991.0, CM084272_1_23578669.0, CM084264_1_8098035.1, CM084264_1_70173624.1, CM084265_1_73060898.0, CM084264_1_74995015.1, CM084277_1_30168398.0, CM084265_1_70577871.1, CM084272_1_43480818.1, CM084266_1_66483855.0, CM084265_1_69381551.0, CM084266_1_64164372.1, CM084264_1_72075479.0, CM084264_1_66439568.1, CM084274_1_4734019.1, CM084265_1_14403550.1, CM084275_1_661848.0, CM084275_1_66834.1, CM084270_1_47103340.0, CM084264_1_70466152.1, CM084274_1_42906650.0, CM084279_1_1063031.0, CM084269_1_1577748.1, CM084264_1_68688356.0, CM084268_1_24031408.0, CM084277_1_30168380.1, CM084275_1_39781005.0"
