"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"94","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084266_1_50301553.0, CM084269_1_40451682.0, CM084264_1_6990394.1, CM084279_1_161041.0, CM084276_1_37353162.0, CM084276_1_38772790.0, CM084269_1_39737118.1, CM084276_1_31737936.1, CM084268_1_3697521.0, CM084268_1_50225492.1, CM084279_1_32640578.0, CM084275_1_38169337.0, CM084275_1_66842.1, CM084267_1_2646659.1, CM084272_1_33597658.0, CM084273_1_42285571.0, CM084274_1_4694254.1, CM084265_1_68806465.0, CM084267_1_8118559.0, CM084277_1_29780153.1, CM084270_1_47077588.0, CM084267_1_2908060.1, CM084274_1_34977142.1, CM084274_1_4729950.0, CM084279_1_10149628.0, CM084276_1_20157323.0, CM084266_1_70706208.0, CM084264_1_73311139.0, CM084267_1_11257262.0, CM084268_1_2832731.1","30","-0.31","-0.14","0.45","1, 4","2","FALSE"
"95","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J185-pH7.bam","CM084264_1_68688356.1, CM084271_1_44090302.0, CM084276_1_38271842.0, CM084265_1_1118730.1, CM084271_1_43816629.0, CM084274_1_4795903.1, CM084265_1_64196870.0, CM084268_1_50679570.1, CM084274_1_4870202.0, CM084267_1_51248424.0, CM084268_1_82411.0, CM084265_1_24901859.0, CM084278_1_22665046.1, CM084271_1_257149.1, CM084270_1_32126724.0, CM084271_1_1052235.1, CM084265_1_71796309.1, CM084264_1_2738036.1, CM084269_1_1558034.0, CM084269_1_1572991.1, CM084277_1_30168073.1, CM084265_1_19672164.1, CM084276_1_38970482.0, CM084273_1_31863355.1, CM084276_1_38072623.1, CM084264_1_8098050.1, CM084269_1_42862803.1, CM084278_1_22654264.1, CM084271_1_44075853.0, CM084279_1_649298.1","30","-0.08","-0.41","0.49","1, 4","2","FALSE"
"96","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B12-pH7.bam","CM084271_1_19655912.0, CM084276_1_1856643.0, CM084274_1_4869977.0, CM084266_1_68919215.1, CM084278_1_29698402.1, CM084264_1_26771529.1, CM084265_1_71899687.1, CM084264_1_70355068.1, CM084269_1_4626408.1, CM084269_1_47265506.1, CM084269_1_15828545.0, CM084264_1_73349432.1, CM084273_1_42252907.0, CM084266_1_69806294.0, CM084270_1_4920911.1, CM084264_1_26773650.1, CM084264_1_69863993.0, CM084268_1_50321875.1, CM084264_1_70390974.0, CM084267_1_9175515.0, CM084271_1_43868181.1, CM084265_1_65204740.0, CM084264_1_65408.0, CM084265_1_64527991.0, CM084269_1_47255758.1, CM084268_1_3704024.1, CM084270_1_46587592.0, CM084266_1_69052205.1, CM084272_1_18191742.0, CM084269_1_15813148.1","30","-0.25","0.11","0.36","2, 4","2","TRUE"
"97","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084265_1_70798989.0, CM084270_1_1553326.1, CM084267_1_51248425.0, CM084271_1_3819548.1, CM084267_1_5165671.1, CM084266_1_64002736.0, CM084265_1_1062091.1, CM084267_1_2081906.0, CM084265_1_71899669.1, CM084266_1_70706235.1, CM084265_1_58531646.0, CM084277_1_18535877.1, CM084264_1_73152512.1, CM084276_1_38558603.1, CM084272_1_33616442.1, CM084265_1_59221322.1, CM084265_1_68806466.0, CM084276_1_1856639.1, CM084266_1_63167173.0, CM084278_1_20736236.0, CM084272_1_18188792.0, CM084267_1_5165693.1, CM084268_1_28858766.1, CM084274_1_42473136.1, CM084268_1_50200472.1, CM084267_1_52593751.0, CM084265_1_65233017.1, CM084272_1_33453804.1, CM084264_1_72117199.0, CM084270_1_47077595.1","30","-0.03","-0.09","0.12","1, 4","2","FALSE"
"98","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J223-pH7.bam","CM084271_1_44086139.0, CM084264_1_8098035.0, CM084269_1_1567133.0, CM084278_1_20858397.1, CM084264_1_75278291.0, CM084266_1_1233079.1, CM084265_1_65268038.0, CM084271_1_19655228.1, CM084271_1_3822736.0, CM084278_1_22657612.0, CM084274_1_42859637.0, CM084265_1_71820726.0, CM084266_1_70400233.0, CM084277_1_18535878.0, CM084267_1_2910818.1, CM084274_1_4792256.1, CM084272_1_18191577.0, CM084269_1_40338578.1, CM084265_1_72091635.1, CM084279_1_31073085.1, CM084279_1_32640625.0, CM084272_1_1596808.1, CM084274_1_4862958.1, CM084270_1_32126728.1, CM084276_1_20157067.0, CM084264_1_72075476.0, CM084264_1_15064482.0, CM084275_1_38169337.1, CM084266_1_68643487.0, CM084265_1_64735174.0","30","-0.65","-0.31","0.96","3","2","FALSE"
"99","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-B7-pH7.bam","CM084274_1_4785921.0, CM084270_1_19464668.1, CM084271_1_44090302.0, CM084268_1_47694452.0, CM084273_1_32698908.0, CM084279_1_1062150.1, CM084266_1_63468226.1, CM084276_1_38558546.0, CM084269_1_15823100.0, CM084264_1_69865995.0, CM084264_1_72054053.0, CM084269_1_42862695.0, CM084265_1_65322091.0, CM084266_1_69085559.1, CM084276_1_20156972.1, CM084265_1_72368258.0, CM084272_1_33452056.0, CM084264_1_69757037.0, CM084264_1_73931024.1, CM084272_1_33497675.0, CM084264_1_70456947.1, CM084266_1_57882606.1, CM084272_1_18194019.1, CM084278_1_16767343.0, CM084269_1_39737144.1, CM084277_1_5804354.0, CM084274_1_42859635.1, CM084265_1_70799356.1, CM084266_1_68659587.1, CM084264_1_8098035.0","30","0.05","0.09","0.14","1","2","FALSE"
"100","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084270_1_46587632.1, CM084265_1_68807634.1, CM084264_1_70175539.0, CM084271_1_30532438.0, CM084273_1_31862599.1, CM084276_1_2874158.0, CM084274_1_42859635.1, CM084264_1_34293009.1, CM084274_1_4785935.1, CM084268_1_23612534.1, CM084268_1_276460.1, CM084267_1_48167440.1, CM084268_1_50225498.1, CM084271_1_26325716.1, CM084264_1_12084160.1, CM084271_1_44107457.0, CM084269_1_4626408.0, CM084268_1_4550920.1, CM084269_1_43525399.1, CM084267_1_2908962.1, CM084264_1_70175539.1, CM084271_1_3821269.1, CM084265_1_64735174.0, CM084269_1_46733079.0, CM084265_1_71925442.0, CM084267_1_2908966.1, CM084275_1_25395524.0, CM084264_1_2740163.0, CM084277_1_1858867.0, CM084277_1_4875961.1","30","-0.28","-0.48","0.76","1, 4","2","FALSE"
"101","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B25-pH7.bam","CM084267_1_13261449.0, CM084266_1_58087892.0, CM084272_1_2928852.0, CM084278_1_20742383.1, CM084268_1_50790925.0, CM084265_1_73060807.0, CM084268_1_18512751.0, CM084264_1_74191573.1, CM084271_1_19656061.1, CM084264_1_71816897.1, CM084266_1_58111750.0, CM084274_1_4708043.1, CM084267_1_13261449.1, CM084271_1_44086137.0, CM084279_1_32917233.1, CM084271_1_1052214.1, CM084264_1_70471577.1, CM084265_1_71925202.1, CM084275_1_42592955.1, CM084265_1_54595186.0, CM084279_1_1064680.1, CM084277_1_30631457.0, CM084276_1_20157325.0, CM084269_1_15798323.1, CM084265_1_61648598.0, CM084264_1_7131437.1, CM084272_1_1891444.0, CM084264_1_61167161.1, CM084273_1_42294202.0, CM084276_1_1510330.1","30","-0.1","-0.17","0.27","1, 4","2","FALSE"
"102","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J166-pH7.bam","CM084269_1_46688972.0, CM084269_1_46689548.1, CM084265_1_68074267.0, CM084264_1_69870962.1, CM084271_1_44086137.1, CM084276_1_38785504.0, CM084271_1_19655228.0, CM084264_1_70175564.1, CM084269_1_1563962.0, CM084264_1_61167194.0, CM084269_1_1556175.1, CM084277_1_29782029.0, CM084265_1_8362505.0, CM084264_1_70171655.0, CM084272_1_1894332.1, CM084274_1_4796884.1, CM084275_1_66842.0, CM084264_1_69875456.0, CM084274_1_4795858.0, CM084271_1_43934405.1, CM084270_1_4920961.0, CM084274_1_4709650.0, CM084269_1_43523784.1, CM084265_1_68798214.0, CM084276_1_59031.1, CM084274_1_34977131.0, CM084278_1_4074392.1, CM084269_1_12905587.1, CM084265_1_70595159.1, CM084270_1_2585592.1","30","-0.1","-0.3","0.4","1","2","FALSE"
"103","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084266_1_70181836.0, CM084274_1_42859668.1, CM084267_1_5165711.1, CM084267_1_832159.0, CM084267_1_727876.1, CM084265_1_72368293.0, CM084264_1_65424.1, CM084267_1_5165671.0, CM084265_1_72368258.0, CM084266_1_68519869.1, CM084270_1_47076316.0, CM084267_1_700114.0, CM084265_1_70979980.0, CM084270_1_8242350.0, CM084265_1_72636296.0, CM084266_1_69806294.1, CM084277_1_30629891.1, CM084270_1_19464668.0, CM084272_1_43469487.1, CM084279_1_32640622.1, CM084264_1_69534058.0, CM084267_1_6418351.0, CM084266_1_70396245.0, CM084275_1_36059374.0, CM084275_1_39502406.1, CM084268_1_28855794.1, CM084279_1_32652116.1, CM084269_1_46733079.0, CM084278_1_20625152.0, CM084264_1_70171655.0","30","-0.03","-0.2","0.23","2","2","TRUE"
"104","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B2-pH7.bam","CM084265_1_71265301.0, CM084274_1_4788621.0, CM084268_1_9292468.1, CM084266_1_70707506.1, CM084274_1_4696973.0, CM084265_1_71899669.1, CM084265_1_64586071.0, CM084264_1_70182851.1, CM084275_1_38169332.1, CM084266_1_62460085.1, CM084264_1_34301630.1, CM084273_1_268153.0, CM084271_1_43868179.1, CM084267_1_51366722.0, CM084265_1_71796309.0, CM084265_1_71265241.0, CM084264_1_70173624.1, CM084275_1_400249.0, CM084266_1_68659869.1, CM084269_1_15823954.0, CM084272_1_43469486.1, CM084267_1_2163720.1, CM084275_1_29098881.1, CM084264_1_8233152.0, CM084271_1_7137729.0, CM084268_1_18519471.1, CM084274_1_11694583.1, CM084264_1_71189810.1, CM084266_1_57889092.1, CM084264_1_74273479.0","30","-0.33","-0.72","1.05","2, 4","2","TRUE"
"105","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B19-pH7.bam","CM084267_1_13261449.0, CM084266_1_58087892.0, CM084272_1_2928852.0, CM084278_1_20742383.1, CM084268_1_50790925.0, CM084265_1_73060807.0, CM084268_1_18512751.0, CM084264_1_74191573.1, CM084271_1_19656061.1, CM084264_1_71816897.1, CM084266_1_58111750.0, CM084274_1_4708043.1, CM084267_1_13261449.1, CM084271_1_44086137.0, CM084279_1_32917233.1, CM084271_1_1052214.1, CM084264_1_70471577.1, CM084265_1_71925202.1, CM084275_1_42592955.1, CM084265_1_54595186.0, CM084279_1_1064680.1, CM084277_1_30631457.0, CM084276_1_20157325.0, CM084269_1_15798323.1, CM084265_1_61648598.0, CM084264_1_7131437.1, CM084272_1_1891444.0, CM084264_1_61167161.1, CM084273_1_42294202.0, CM084276_1_1510330.1","30","-0.15","-0.2","0.35","1, 4","2","FALSE"
"106","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J206-pH7.bam","CM084279_1_32665186.0, CM084279_1_32650016.0, CM084276_1_37353162.0, CM084274_1_4812118.1, CM084273_1_32698879.0, CM084265_1_70594980.1, CM084279_1_32666444.0, CM084276_1_4855640.0, CM084270_1_8444572.1, CM084265_1_71794444.1, CM084271_1_3820373.1, CM084272_1_1726216.1, CM084266_1_69315495.0, CM084277_1_30631454.0, CM084274_1_4793177.1, CM084271_1_3821125.1, CM084269_1_39737147.0, CM084272_1_675601.0, CM084265_1_70975032.1, CM084266_1_23295918.1, CM084275_1_667184.0, CM084266_1_66377772.1, CM084271_1_3816215.1, CM084278_1_23542073.0, CM084265_1_72091635.0, CM084270_1_4921031.1, CM084278_1_25830477.0, CM084272_1_33572878.1, CM084269_1_15813374.0, CM084269_1_4635090.1","30","-0.26","-0.34","0.6","3","2","FALSE"
"107","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J184-pH7.bam","CM084276_1_37355346.0, CM084273_1_7839210.0, CM084266_1_66377784.1, CM084275_1_23096151.1, CM084266_1_71319410.0, CM084274_1_4863936.1, CM084266_1_69806294.0, CM084277_1_29780093.1, CM084266_1_38532344.1, CM084269_1_35627205.1, CM084269_1_42862718.0, CM084271_1_44075863.1, CM084269_1_15799403.1, CM084268_1_47694452.1, CM084269_1_15823421.0, CM084271_1_44086152.1, CM084265_1_59221281.1, CM084266_1_69632417.1, CM084266_1_68884692.1, CM084275_1_29098655.1, CM084266_1_57886153.1, CM084278_1_4074299.0, CM084265_1_70607188.1, CM084266_1_65576820.1, CM084265_1_59221275.0, CM084277_1_18535852.1, CM084266_1_68661534.0, CM084265_1_64527991.1, CM084266_1_70707506.0, CM084276_1_25809541.1","30","-0.23","-0.37","0.6","3","2","FALSE"
"108","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J187-pH7.bam","CM084264_1_70191778.0, CM084274_1_4868380.1, CM084265_1_68869214.1, CM084276_1_38072621.1, CM084271_1_43860505.0, CM084269_1_1538788.1, CM084264_1_74035910.0, CM084275_1_39491725.1, CM084276_1_1625258.0, CM084272_1_1891451.0, CM084271_1_44090335.0, CM084266_1_70707608.0, CM084275_1_66842.0, CM084268_1_28855779.0, CM084266_1_50301559.1, CM084269_1_4636406.1, CM084273_1_31863691.1, CM084272_1_18194957.1, CM084272_1_18553651.0, CM084265_1_59221281.1, CM084271_1_44083010.1, CM084274_1_5566177.0, CM084265_1_64784804.0, CM084267_1_5168533.0, CM084267_1_13261500.0, CM084274_1_3691337.0, CM084267_1_50994187.0, CM084271_1_43868181.0, CM084265_1_69381619.1, CM084269_1_15823100.1","30","-0.16","-0.02","0.18","1","2","FALSE"
"109","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B2-pH7.bam","CM084271_1_1033937.0, CM084269_1_15827787.1, CM084264_1_66439662.0, CM084265_1_59221308.0, CM084274_1_4862014.1, CM084275_1_1304711.1, CM084277_1_4875753.0, CM084265_1_69915221.0, CM084274_1_4795460.0, CM084278_1_22644747.1, CM084267_1_11257220.0, CM084277_1_29780894.0, CM084272_1_41037487.1, CM084264_1_26777914.1, CM084276_1_38864870.0, CM084276_1_38558559.1, CM084275_1_328861.1, CM084266_1_63468234.1, CM084272_1_25266666.0, CM084269_1_1558041.1, CM084274_1_4785935.1, CM084275_1_39780958.1, CM084267_1_5165677.0, CM084268_1_50225351.1, CM084274_1_4734036.1, CM084268_1_42863.0, CM084276_1_38970482.1, CM084278_1_32252661.0, CM084264_1_8233152.0, CM084277_1_1868384.0","30","-0.5","-0.24","0.74","3","2","FALSE"
"110","adapter_trim.F1-B10-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084272_1_41037487.1, CM084272_1_1894332.0, CM084264_1_6151084.1, CM084269_1_43524068.1, CM084270_1_8242296.1, CM084270_1_39396029.1, CM084278_1_31960704.0, CM084271_1_44105575.1, CM084277_1_6198938.1, CM084269_1_15828548.0, CM084271_1_43816629.1, CM084272_1_33515302.0, CM084268_1_28845336.1, CM084268_1_49735243.1, CM084268_1_50216562.0, CM084266_1_68960407.1, CM084269_1_40338566.1, CM084270_1_4921031.0, CM084268_1_42008.0, CM084264_1_70173613.0, CM084267_1_2309126.0, CM084265_1_72926026.1, CM084270_1_47076332.0, CM084267_1_13226543.1, CM084269_1_45420483.1, CM084279_1_32644179.0, CM084271_1_346606.1, CM084266_1_69623578.0, CM084276_1_2874135.1, CM084274_1_4795858.0","30","0.08","-0.39","0.47","2, 4","2","TRUE"
"111","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084271_1_3822772.0, CM084266_1_68643398.0, CM084278_1_281246.1, CM084270_1_42348999.1, CM084265_1_68869208.0, CM084267_1_2163720.0, CM084275_1_319193.1, CM084266_1_57886490.1, CM084279_1_10156984.0, CM084272_1_18191577.1, CM084269_1_41809360.0, CM084277_1_4876009.1, CM084279_1_161440.1, CM084279_1_10151169.1, CM084266_1_59802321.0, CM084271_1_43816629.1, CM084279_1_10151169.1, CM084275_1_38995260.1, CM084276_1_38773530.0, CM084266_1_69141117.1, CM084264_1_68634780.0, CM084275_1_20000943.1, CM084267_1_52591576.0, CM084273_1_33585263.1, CM084269_1_1549393.1, CM084268_1_42745.1, CM084266_1_65993526.1, CM084265_1_790962.0, CM084278_1_22667362.1, CM084275_1_8878509.0","30","-0.34","-0.19","0.53","1, 4","4","TRUE"
"112","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084276_1_31737936.0, CM084275_1_35722051.0, CM084266_1_808035.0, CM084275_1_524596.1, CM084271_1_44190489.0, CM084266_1_70743731.1, CM084266_1_68643450.1, CM084272_1_2928852.1, CM084266_1_68200825.0, CM084265_1_71265328.0, CM084271_1_19655927.1, CM084266_1_69625521.0, CM084269_1_43525399.1, CM084266_1_57882817.1, CM084275_1_20000958.0, CM084264_1_73311149.1, CM084274_1_4773524.0, CM084266_1_68919260.1, CM084268_1_9292474.1, CM084267_1_9175849.0, CM084268_1_42089.1, CM084278_1_20695466.1, CM084265_1_65268038.1, CM084275_1_35722063.0, CM084270_1_4920904.0, CM084270_1_39395973.1, CM084266_1_71317540.0, CM084268_1_23612534.0, CM084279_1_32652116.0, CM084275_1_39774927.1","30","-0.19","-0.18","0.37","3","4","FALSE"
"113","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J227-pH7.bam","CM084277_1_18535852.1, CM084278_1_20732803.0, CM084267_1_6421632.1, CM084264_1_74800241.1, CM084266_1_68642404.1, CM084272_1_25266666.1, CM084269_1_41819713.0, CM084277_1_31296163.0, CM084267_1_5165677.1, CM084268_1_1326636.1, CM084270_1_39395913.1, CM084276_1_2874158.1, CM084267_1_52112064.0, CM084272_1_33453681.0, CM084272_1_33578227.0, CM084264_1_26773650.0, CM084274_1_4869924.0, CM084276_1_1510330.0, CM084266_1_65576934.1, CM084271_1_43851333.1, CM084272_1_33453892.0, CM084269_1_15828545.0, CM084265_1_59221309.1, CM084265_1_1229890.0, CM084276_1_6688311.1, CM084266_1_58087045.1, CM084266_1_69315458.0, CM084270_1_47076316.0, CM084274_1_4862958.0, CM084265_1_64969584.1","30","0.04","-0.13","0.17","1","4","FALSE"
"114","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-B2-pH7.bam","CM084269_1_40438751.0, CM084277_1_5804354.0, CM084274_1_4792130.0, CM084266_1_63468234.1, CM084269_1_15809964.1, CM084269_1_46688879.1, CM084278_1_5144747.1, CM084277_1_29780644.1, CM084275_1_126552.0, CM084279_1_10153273.1, CM084270_1_47077551.0, CM084266_1_68478650.1, CM084273_1_32683016.0, CM084269_1_35627100.1, CM084274_1_4773486.0, CM084264_1_34294476.0, CM084275_1_312851.1, CM084269_1_35627080.1, CM084273_1_31865409.1, CM084274_1_4868366.0, CM084275_1_25388576.0, CM084275_1_312849.0, CM084265_1_8362532.1, CM084269_1_1544562.0, CM084266_1_1233079.1, CM084265_1_71925486.0, CM084269_1_1572991.0, CM084276_1_56075.0, CM084271_1_11500090.0, CM084275_1_39500153.1","30","-0.68","-0.57","1.25","2","4","FALSE"
"115","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J203-pH7.bam","CM084276_1_1856639.0, CM084264_1_66077502.0, CM084270_1_42345710.0, CM084265_1_71265331.0, CM084265_1_64528148.1, CM084279_1_31075821.0, CM084272_1_1327530.1, CM084267_1_5168533.1, CM084264_1_69712159.0, CM084265_1_71899669.1, CM084274_1_34977123.0, CM084265_1_71831401.0, CM084271_1_43339301.1, CM084266_1_71166433.1, CM084265_1_72990731.0, CM084264_1_70175539.1, CM084271_1_3814148.0, CM084270_1_46587632.0, CM084265_1_73061282.1, CM084275_1_35722060.0, CM084269_1_46689554.0, CM084267_1_2908982.0, CM084279_1_10156977.0, CM084276_1_714435.1, CM084269_1_43523897.0, CM084275_1_267983.1, CM084268_1_2832731.1, CM084266_1_69625511.1, CM084268_1_3704020.1, CM084274_1_4863048.0","30","-0.19","-0.09","0.28","3","4","FALSE"
"116","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J223-pH7.bam","CM084274_1_4726637.1, CM084266_1_68659872.1, CM084268_1_9292527.0, CM084273_1_21179215.0, CM084274_1_4792130.0, CM084269_1_1549405.0, CM084275_1_1304704.0, CM084276_1_56048.1, CM084265_1_70801101.1, CM084264_1_74721251.0, CM084273_1_4090291.1, CM084271_1_1034868.1, CM084268_1_28845509.1, CM084265_1_59221291.1, CM084270_1_39395973.1, CM084265_1_70979980.0, CM084266_1_57888582.1, CM084268_1_3691693.0, CM084277_1_1858867.1, CM084275_1_39420927.0, CM084269_1_12905590.1, CM084272_1_18188700.0, CM084275_1_29098652.1, CM084275_1_25388529.1, CM084278_1_22667296.1, CM084279_1_10156951.1, CM084278_1_20701768.0, CM084278_1_23542073.0, CM084266_1_66383611.1, CM084264_1_34292374.1","30","-0.21","-0.8","1.01","2","4","FALSE"
"117","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084270_1_47077588.1, CM084266_1_64725843.0, CM084269_1_1538788.0, CM084278_1_20630020.1, CM084264_1_72011674.0, CM084266_1_23295949.1, CM084269_1_1541112.0, CM084265_1_68807634.1, CM084266_1_58087794.0, CM084264_1_69534058.0, CM084274_1_4795858.1, CM084269_1_35627068.1, CM084276_1_935739.0, CM084264_1_71718001.1, CM084272_1_44059306.1, CM084268_1_28845509.0, CM084266_1_69806294.0, CM084266_1_70706238.1, CM084266_1_62460058.0, CM084278_1_30230906.0, CM084273_1_32698906.0, CM084264_1_70181718.0, CM084271_1_37237148.0, CM084273_1_31863691.1, CM084265_1_64196855.0, CM084265_1_71925176.0, CM084266_1_58099055.0, CM084274_1_4708733.1, CM084274_1_4863726.1, CM084278_1_16774412.1","30","-0.49","-0.25","0.74","1","4","FALSE"
"118","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B7-pH7.bam","CM084271_1_3820382.0, CM084265_1_61648709.1, CM084264_1_70182851.0, CM084274_1_4708745.0, CM084274_1_42859635.1, CM084269_1_15799394.0, CM084266_1_59802412.1, CM084274_1_4694551.0, CM084267_1_2652526.1, CM084269_1_12905566.1, CM084265_1_72368204.0, CM084275_1_312956.0, CM084265_1_70800987.1, CM084278_1_22665042.1, CM084268_1_3703420.1, CM084266_1_69051092.1, CM084276_1_11709759.0, CM084276_1_1510348.0, CM084267_1_6420945.1, CM084275_1_39502397.0, CM084266_1_69793914.1, CM084279_1_10150670.0, CM084267_1_6420929.0, CM084264_1_73929737.1, CM084278_1_20625152.1, CM084273_1_31862642.1, CM084279_1_1063045.1, CM084276_1_38772790.0, CM084268_1_50323846.0, CM084278_1_22654264.1","30","-0.27","-0.41","0.68","1, 4","4","TRUE"
"119","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B5-pH7.bam","CM084264_1_72054043.1, CM084277_1_10628711.1, CM084275_1_327919.0, CM084265_1_70975032.1, CM084267_1_2908860.1, CM084267_1_8687423.0, CM084273_1_42252916.1, CM084268_1_45604.1, CM084268_1_3261991.0, CM084276_1_2857930.0, CM084273_1_31864421.1, CM084266_1_59802398.0, CM084265_1_71796317.1, CM084268_1_3691704.1, CM084279_1_1062144.0, CM084276_1_38797638.0, CM084268_1_45628.1, CM084269_1_1556257.1, CM084266_1_57888582.1, CM084272_1_1704343.0, CM084267_1_51000137.1, CM084267_1_13226543.1, CM084278_1_22654601.0, CM084278_1_20600197.1, CM084276_1_56075.0, CM084264_1_69902276.1, CM084269_1_45280054.1, CM084268_1_28851913.1, CM084271_1_44086160.0, CM084270_1_46588177.0","30","-0.45","-0.48","0.93","1, 4","4","TRUE"
"120","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J223-pH7.bam","CM084264_1_73886234.0, CM084266_1_64726664.0, CM084265_1_66143673.1, CM084267_1_6420929.0, CM084270_1_47076365.0, CM084278_1_20742383.1, CM084265_1_59221213.0, CM084265_1_69381619.1, CM084276_1_12385340.0, CM084269_1_4625304.0, CM084269_1_46689554.1, CM084273_1_214008.0, CM084277_1_30168073.1, CM084272_1_33453618.1, CM084268_1_50225470.1, CM084278_1_32252678.0, CM084277_1_18545014.1, CM084272_1_18553651.0, CM084267_1_8687446.0, CM084269_1_15826462.1, CM084274_1_4694551.0, CM084274_1_4863996.1, CM084279_1_32640578.1, CM084268_1_49721922.0, CM084278_1_20734507.1, CM084271_1_44090328.1, CM084264_1_34294402.0, CM084276_1_1625272.0, CM084274_1_4694915.0, CM084265_1_71926735.0","30","0.14","-0.08","0.22","1","4","FALSE"
"121","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J165-pH7.bam","CM084276_1_1856066.0, CM084275_1_327919.0, CM084266_1_69141161.0, CM084272_1_1327530.0, CM084266_1_69632434.1, CM084278_1_22667331.0, CM084277_1_30953064.1, CM084273_1_31862397.0, CM084265_1_64196888.0, CM084279_1_32666436.1, CM084276_1_38285696.0, CM084274_1_4773522.0, CM084267_1_2104179.1, CM084268_1_50679469.1, CM084277_1_29780116.0, CM084265_1_66689301.1, CM084270_1_39395913.0, CM084268_1_50739258.0, CM084269_1_15827787.1, CM084279_1_1060874.0, CM084266_1_69315458.1, CM084266_1_58087794.1, CM084278_1_23540735.1, CM084277_1_30643652.0, CM084266_1_68643398.1, CM084264_1_75338719.1, CM084271_1_44075853.0, CM084274_1_4808081.0, CM084275_1_25388529.1, CM084265_1_71797896.0","30","-0.08","-0.22","0.3","2","4","FALSE"
"122","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J184-pH7.bam","CM084279_1_32644251.0, CM084269_1_46745707.1, CM084265_1_72178237.0, CM084276_1_2855799.1, CM084268_1_46382.0, CM084278_1_279479.0, CM084276_1_20157071.0, CM084278_1_16773822.0, CM084265_1_58530104.0, CM084269_1_43525440.0, CM084269_1_43524168.0, CM084265_1_68808047.1, CM084276_1_38864870.0, CM084279_1_31409052.1, CM084274_1_4862958.0, CM084274_1_4695002.1, CM084266_1_62460034.0, CM084264_1_70174613.0, CM084272_1_41037487.0, CM084274_1_5028288.1, CM084269_1_46688909.1, CM084266_1_70706235.1, CM084265_1_71899241.0, CM084276_1_38539465.1, CM084270_1_47077588.0, CM084265_1_8361584.1, CM084264_1_66525866.1, CM084277_1_30611507.1, CM084268_1_2832731.1, CM084266_1_63468235.0","30","-0.6","-0.16","0.76","3","4","FALSE"
