"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"228","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084264_1_69534058.1, CM084268_1_9292468.1, CM084278_1_20701460.1, CM084272_1_1144109.1, CM084265_1_71925452.1, CM084268_1_18512752.1, CM084264_1_70471577.0, CM084264_1_6517652.1, CM084276_1_7202888.1, CM084265_1_58483282.0, CM084272_1_18194979.0, CM084271_1_274110.0, CM084267_1_6421491.0, CM084264_1_34294397.1, CM084266_1_68919215.0, CM084272_1_41037487.1, CM084264_1_34301190.0, CM084274_1_4792243.0, CM084265_1_69381534.0, CM084275_1_35717367.0, CM084269_1_46693817.0, CM084269_1_45420488.1, CM084269_1_42862695.1, CM084271_1_1052214.1, CM084276_1_7202997.0, CM084267_1_11257260.1, CM084269_1_1577711.0, CM084266_1_67239927.1, CM084274_1_43090783.1, CM084266_1_59802412.0","30","0.03","-0.19","0.22","1, 4","1","TRUE"
"229","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084270_1_4921029.0, CM084278_1_23542543.1, CM084276_1_1856066.1, CM084271_1_43851366.1, CM084266_1_62460085.1, CM084266_1_64723817.0, CM084279_1_10151202.1, CM084277_1_31027263.0, CM084264_1_72054052.1, CM084268_1_42009.0, CM084264_1_72117194.0, CM084271_1_44075859.0, CM084274_1_4694494.1, CM084279_1_10147315.1, CM084274_1_3692509.0, CM084276_1_38775924.0, CM084268_1_1326519.0, CM084268_1_49721957.1, CM084264_1_8099092.0, CM084269_1_1558064.1, CM084265_1_14403532.0, CM084266_1_68659587.0, CM084276_1_2841302.0, CM084269_1_40438751.1, CM084274_1_4709089.1, CM084275_1_29098881.0, CM084264_1_74266331.1, CM084266_1_68478650.0, CM084264_1_70182852.0, CM084278_1_20734376.1","30","0.15","-0.13","0.28","1","1","TRUE"
"230","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084276_1_37916914.1, CM084271_1_3821125.1, CM084272_1_1704343.0, CM084274_1_4818355.0, CM084270_1_4751880.0, CM084271_1_43851366.1, CM084266_1_68320526.1, CM084274_1_4726244.0, CM084269_1_1556132.0, CM084272_1_18188802.0, CM084271_1_44228071.1, CM084264_1_74191538.0, CM084276_1_38558670.1, CM084265_1_70589365.1, CM084272_1_33597658.1, CM084272_1_18188624.1, CM084268_1_50225498.0, CM084276_1_714435.0, CM084278_1_23540735.1, CM084266_1_57889053.0, CM084279_1_32640576.0, CM084274_1_43102349.0, CM084265_1_68807639.0, CM084268_1_1508040.1, CM084264_1_8099096.1, CM084275_1_8878532.0, CM084273_1_31864457.1, CM084267_1_8687423.1, CM084265_1_70594980.1, CM084271_1_44075863.0","30","-0.36","-0.1","0.46","1, 4","1","TRUE"
"231","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J162-pH7.bam","CM084270_1_47076365.1, CM084272_1_1311984.0, CM084265_1_1229890.0, CM084276_1_62244.0, CM084274_1_42859664.0, CM084264_1_69712159.1, CM084275_1_400292.0, CM084264_1_34294397.0, CM084268_1_49719742.1, CM084271_1_344606.1, CM084264_1_70175564.0, CM084275_1_2509498.0, CM084275_1_38995254.0, CM084265_1_61648602.1, CM084271_1_44073395.1, CM084266_1_816291.0, CM084264_1_72054047.0, CM084269_1_12905590.0, CM084279_1_1070298.1, CM084271_1_43849883.1, CM084266_1_46766309.1, CM084266_1_59802412.1, CM084272_1_1596710.1, CM084270_1_8242343.1, CM084279_1_32971482.1, CM084264_1_34300372.0, CM084271_1_344491.0, CM084266_1_70706235.1, CM084273_1_31865717.1, CM084265_1_73060812.1","30","-0.16","0.09","0.25","3","1","FALSE"
"232","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J165-pH7.bam","CM084275_1_36064332.0, CM084274_1_4066885.0, CM084277_1_30953033.1, CM084268_1_28845789.0, CM084276_1_771556.1, CM084274_1_4726638.1, CM084265_1_72078910.0, CM084269_1_41809360.1, CM084268_1_28845816.0, CM084264_1_70456947.0, CM084274_1_4788638.1, CM084278_1_22657612.0, CM084270_1_39395973.1, CM084266_1_68659869.1, CM084274_1_4769088.1, CM084278_1_31960704.1, CM084278_1_22664889.1, CM084278_1_24948349.1, CM084265_1_959800.1, CM084265_1_64586069.1, CM084275_1_672856.0, CM084270_1_8242296.1, CM084276_1_1856066.0, CM084267_1_50994187.0, CM084271_1_44069731.0, CM084267_1_2233926.0, CM084270_1_4921029.1, CM084269_1_12905566.0, CM084266_1_68919262.1, CM084265_1_24898691.1","30","-0.32","-0.34","0.66","1, 4","1","TRUE"
"233","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084266_1_65347060.0, CM084268_1_18512751.1, CM084265_1_73060663.0, CM084268_1_3710137.1, CM084264_1_34293018.1, CM084277_1_10628425.0, CM084272_1_44059306.0, CM084271_1_43868201.1, CM084267_1_9175849.0, CM084269_1_45423014.1, CM084264_1_66077502.0, CM084270_1_42348999.0, CM084274_1_4795062.0, CM084266_1_58086157.0, CM084270_1_4751856.0, CM084279_1_10149633.0, CM084266_1_69051092.1, CM084270_1_39396180.0, CM084276_1_38558653.0, CM084279_1_1063031.1, CM084276_1_54402.0, CM084269_1_43525440.0, CM084265_1_68807639.1, CM084272_1_9070882.0, CM084274_1_3692385.1, CM084271_1_44106803.1, CM084274_1_4868380.1, CM084275_1_524596.1, CM084269_1_43523945.0, CM084277_1_30631457.0","30","-0.1","-0.29","0.39","2, 4","1","FALSE"
"234","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084267_1_2163720.0, CM084276_1_38775924.0, CM084274_1_4708733.1, CM084268_1_4550920.1, CM084278_1_16774412.0, CM084264_1_64269859.1, CM084264_1_68685021.0, CM084271_1_43868149.1, CM084274_1_4869974.0, CM084275_1_25388888.1, CM084271_1_346606.1, CM084269_1_15823421.1, CM084265_1_72071376.0, CM084272_1_18574376.1, CM084274_1_4795086.0, CM084267_1_6421243.0, CM084276_1_38072639.1, CM084269_1_12905590.1, CM084267_1_699404.0, CM084279_1_16586112.1, CM084271_1_44075853.0, CM084271_1_26325742.0, CM084274_1_4730026.1, CM084277_1_29208395.1, CM084264_1_75512070.0, CM084270_1_46587624.0, CM084274_1_4727166.0, CM084274_1_4795112.1, CM084265_1_71831401.1, CM084276_1_38271843.0","30","-0.18","-0.01","0.19","2, 4","1","FALSE"
"235","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084266_1_69052205.1, CM084264_1_69757037.0, CM084266_1_57883008.0, CM084279_1_1062150.1, CM084268_1_282153.1, CM084268_1_28845782.0, CM084264_1_26771529.0, CM084264_1_26771521.1, CM084264_1_66525875.0, CM084264_1_8099096.1, CM084271_1_1034868.0, CM084275_1_327388.0, CM084271_1_43339301.1, CM084265_1_64735166.0, CM084274_1_4863175.0, CM084266_1_68919241.1, CM084264_1_64269859.1, CM084264_1_70471578.0, CM084266_1_70396245.1, CM084269_1_42862704.0, CM084274_1_3691337.1, CM084276_1_2855799.1, CM084270_1_8444572.1, CM084271_1_760000.1, CM084271_1_30532429.0, CM084274_1_4694263.0, CM084276_1_38970482.0, CM084266_1_69625503.0, CM084271_1_30532401.0, CM084279_1_31075821.1","30","0.06","-0.28","0.34","3","1","FALSE"
"236","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084279_1_32652113.1, CM084270_1_46589385.0, CM084267_1_50994309.0, CM084267_1_9176202.1, CM084264_1_70190068.0, CM084274_1_4708749.1, CM084271_1_344493.0, CM084279_1_32917232.0, CM084266_1_46766307.1, CM084279_1_1882771.1, CM084271_1_4574012.1, CM084267_1_51242797.0, CM084279_1_32640566.0, CM084266_1_52832550.1, CM084266_1_62460034.0, CM084271_1_44107457.0, CM084269_1_45238132.0, CM084275_1_23083662.1, CM084268_1_2720906.0, CM084271_1_43860505.1, CM084267_1_2908962.0, CM084269_1_45423014.0, CM084269_1_43525341.0, CM084279_1_10149541.1, CM084265_1_71794015.1, CM084269_1_43523897.0, CM084265_1_71820726.1, CM084275_1_39502374.1, CM084272_1_1891463.0, CM084279_1_32641182.0","30","0.07","0.02","0.09","2, 4","1","FALSE"
"237","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-B25-pH7.bam","CM084266_1_69050667.0, CM084265_1_72368245.0, CM084268_1_45604.1, CM084275_1_327919.0, CM084274_1_6125560.0, CM084277_1_30953057.1, CM084264_1_72117199.1, CM084264_1_73152528.0, CM084266_1_50301553.1, CM084266_1_1233079.1, CM084265_1_8362505.1, CM084266_1_65401967.1, CM084267_1_6420851.1, CM084271_1_43851366.1, CM084265_1_59221213.0, CM084271_1_379052.0, CM084264_1_71189810.0, CM084274_1_4870202.1, CM084274_1_4686932.1, CM084275_1_23095308.1, CM084265_1_68019714.0, CM084264_1_69748575.0, CM084268_1_1326643.1, CM084274_1_4795482.0, CM084269_1_43528677.0, CM084275_1_38169321.0, CM084269_1_4628748.1, CM084267_1_9176045.1, CM084275_1_120808.1, CM084265_1_71831292.1","30","-0.45","-0.11","0.56","1, 4","1","TRUE"
"238","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B25-pH7.bam","CM084273_1_7839210.1, CM084268_1_1326648.0, CM084270_1_10496921.0, CM084274_1_4694967.1, CM084278_1_22667320.1, CM084266_1_1230901.0, CM084271_1_43868181.0, CM084264_1_26777912.0, CM084269_1_39737147.0, CM084275_1_25393416.1, CM084275_1_4345708.0, CM084279_1_10156977.0, CM084276_1_38072639.0, CM084264_1_26773650.1, CM084271_1_26324168.0, CM084269_1_43523945.0, CM084279_1_23112955.0, CM084266_1_58086157.0, CM084268_1_298828.0, CM084268_1_24031246.0, CM084270_1_19464668.1, CM084275_1_667604.1, CM084267_1_2652518.1, CM084266_1_23317745.1, CM084264_1_73604722.1, CM084264_1_61167189.0, CM084264_1_15073840.0, CM084264_1_34292374.0, CM084270_1_42348997.1, CM084273_1_11267029.0","30","0.13","-0.21","0.34","3","1","FALSE"
"239","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B10-pH7.bam","CM084276_1_1856639.0, CM084271_1_43868181.0, CM084266_1_69545761.1, CM084278_1_23536960.1, CM084277_1_31027256.0, CM084269_1_1567396.1, CM084275_1_25395480.1, CM084278_1_19960942.0, CM084275_1_23095265.1, CM084274_1_5120654.0, CM084278_1_23542548.0, CM084266_1_23321829.0, CM084274_1_4788638.0, CM084266_1_57882736.1, CM084275_1_38995359.1, CM084271_1_43868179.1, CM084266_1_70686279.0, CM084265_1_72368172.0, CM084276_1_1625215.0, CM084272_1_1894276.1, CM084269_1_43525116.1, CM084265_1_71265230.1, CM084276_1_38970482.0, CM084274_1_4792256.1, CM084276_1_1856639.1, CM084273_1_31863596.0, CM084265_1_71794141.1, CM084271_1_10301903.1, CM084274_1_4792092.0, CM084276_1_20157067.0","30","0.12","0.12","0.24","3","1","FALSE"
"240","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084266_1_67097920.0, CM084277_1_36521569.1, CM084266_1_68884692.1, CM084276_1_38960936.1, CM084265_1_69915221.1, CM084265_1_59221301.0, CM084275_1_39500153.0, CM084279_1_1079183.1, CM084271_1_43339301.0, CM084276_1_1856654.0, CM084275_1_35722058.0, CM084268_1_28845522.1, CM084275_1_524647.1, CM084268_1_50693767.0, CM084266_1_69085644.0, CM084264_1_73931173.0, CM084274_1_4869968.0, CM084275_1_25395464.0, CM084274_1_4795468.0, CM084264_1_74076720.0, CM084275_1_35719374.1, CM084266_1_64164372.1, CM084271_1_44077305.1, CM084265_1_59221301.1, CM084264_1_69294926.1, CM084264_1_65422.0, CM084278_1_8558559.1, CM084265_1_71794444.0, CM084265_1_59221220.1, CM084267_1_11257220.0","30","-0.2","0.07","0.27","1, 4","1","TRUE"
"241","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084265_1_71792056.0, CM084274_1_4708223.0, CM084279_1_32917233.1, CM084274_1_4730081.1, CM084274_1_4795468.0, CM084266_1_69793914.0, CM084264_1_26771545.1, CM084264_1_34293018.1, CM084264_1_75480216.0, CM084270_1_4920961.1, CM084271_1_44086137.1, CM084265_1_794843.1, CM084265_1_64733351.1, CM084269_1_15820188.0, CM084265_1_8362486.1, CM084279_1_1070294.1, CM084271_1_26325716.0, CM084270_1_10495977.1, CM084266_1_67097921.1, CM084269_1_43525271.0, CM084266_1_69793931.0, CM084268_1_3691693.0, CM084265_1_794843.0, CM084265_1_69007603.1, CM084266_1_38532340.1, CM084264_1_8098050.0, CM084275_1_66811.0, CM084265_1_58531646.0, CM084272_1_33616442.1, CM084271_1_43860460.0","30","-0.09","-0.07","0.16","3","1","FALSE"
"242","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B12-pH7.bam","CM084272_1_18192676.1, CM084273_1_31862397.0, CM084265_1_791030.1, CM084276_1_38773525.0, CM084266_1_63468226.0, CM084267_1_956424.1, CM084266_1_66377769.1, CM084266_1_1230901.0, CM084276_1_38961028.1, CM084266_1_57882079.1, CM084275_1_38169321.0, CM084275_1_39774900.0, CM084264_1_69287336.1, CM084274_1_4694916.1, CM084266_1_68319456.0, CM084267_1_2165108.0, CM084265_1_64832883.0, CM084279_1_1072367.0, CM084264_1_34300890.0, CM084266_1_69623581.0, CM084269_1_45438488.1, CM084269_1_43524558.0, CM084275_1_272975.1, CM084269_1_45280054.0, CM084274_1_4788621.1, CM084265_1_14403550.1, CM084264_1_69902963.1, CM084273_1_42287238.1, CM084274_1_4863902.0, CM084274_1_42294261.1","30","-0.23","-0.52","0.75","3","1","FALSE"
"243","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084270_1_47077588.1, CM084266_1_64725843.0, CM084269_1_1538788.0, CM084278_1_20630020.1, CM084264_1_72011674.0, CM084266_1_23295949.1, CM084269_1_1541112.0, CM084265_1_68807634.1, CM084266_1_58087794.0, CM084264_1_69534058.0, CM084274_1_4795858.1, CM084269_1_35627068.1, CM084276_1_935739.0, CM084264_1_71718001.1, CM084272_1_44059306.1, CM084268_1_28845509.0, CM084266_1_69806294.0, CM084266_1_70706238.1, CM084266_1_62460058.0, CM084278_1_30230906.0, CM084273_1_32698906.0, CM084264_1_70181718.0, CM084271_1_37237148.0, CM084273_1_31863691.1, CM084265_1_64196855.0, CM084265_1_71925176.0, CM084266_1_58099055.0, CM084274_1_4708733.1, CM084274_1_4863726.1, CM084278_1_16774412.1","30","-0.14","0.03","0.17","2, 4","1","FALSE"
"244","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J224-pH7.bam","CM084274_1_4789702.0, CM084268_1_1508040.1, CM084271_1_43812187.1, CM084271_1_19655228.1, CM084279_1_10150670.0, CM084278_1_20625578.0, CM084267_1_8687374.1, CM084276_1_38960928.1, CM084265_1_71925176.1, CM084274_1_11694583.1, CM084271_1_1033937.0, CM084274_1_5120623.0, CM084266_1_23411289.1, CM084268_1_18512798.1, CM084276_1_1856070.1, CM084274_1_4730089.1, CM084274_1_41835817.1, CM084277_1_18535877.0, CM084265_1_66146092.1, CM084276_1_38943253.0, CM084265_1_66143662.0, CM084274_1_5033051.1, CM084270_1_11478201.0, CM084277_1_5803906.1, CM084267_1_700114.1, CM084271_1_257113.0, CM084274_1_4863343.1, CM084265_1_64784798.1, CM084275_1_524596.1, CM084268_1_49735243.0","30","-0.13","0.01","0.14","1, 4","1","TRUE"
"245","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J165-pH7.bam","CM084271_1_44070313.0, CM084273_1_31865208.1, CM084278_1_22660266.1, CM084271_1_3820313.1, CM084278_1_20858390.0, CM084267_1_52593725.0, CM084272_1_18194972.1, CM084275_1_39502454.0, CM084274_1_4864709.1, CM084277_1_30168380.1, CM084278_1_16773822.1, CM084265_1_72178237.1, CM084265_1_64735166.0, CM084265_1_794877.1, CM084275_1_20000943.1, CM084269_1_45238238.0, CM084266_1_1230887.0, CM084278_1_20600197.0, CM084265_1_1816612.0, CM084268_1_3699577.0, CM084266_1_69052185.0, CM084268_1_1326648.1, CM084272_1_36474234.0, CM084272_1_44059306.1, CM084266_1_64002578.1, CM084265_1_70595159.0, CM084278_1_16773822.1, CM084266_1_68659872.0, CM084275_1_524597.1, CM084264_1_74721329.1","30","-0.21","-0.15","0.36","2, 4","1","FALSE"
"246","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084271_1_1033937.0, CM084269_1_15827787.1, CM084264_1_66439662.0, CM084265_1_59221308.0, CM084274_1_4862014.1, CM084275_1_1304711.1, CM084277_1_4875753.0, CM084265_1_69915221.0, CM084274_1_4795460.0, CM084278_1_22644747.1, CM084267_1_11257220.0, CM084277_1_29780894.0, CM084272_1_41037487.1, CM084264_1_26777914.1, CM084276_1_38864870.0, CM084276_1_38558559.1, CM084275_1_328861.1, CM084266_1_63468234.1, CM084272_1_25266666.0, CM084269_1_1558041.1, CM084274_1_4785935.1, CM084275_1_39780958.1, CM084267_1_5165677.0, CM084268_1_50225351.1, CM084274_1_4734036.1, CM084268_1_42863.0, CM084276_1_38970482.1, CM084278_1_32252661.0, CM084264_1_8233152.0, CM084277_1_1868384.0","30","-0.34","-0.19","0.53","1","1","TRUE"
"247","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084275_1_23095998.1, CM084274_1_4709671.0, CM084264_1_74266355.1, CM084267_1_9175847.1, CM084271_1_10303572.0, CM084276_1_38558602.0, CM084274_1_4795112.0, CM084276_1_38788200.1, CM084272_1_18191738.0, CM084271_1_344606.1, CM084266_1_68322200.0, CM084268_1_50224886.1, CM084274_1_5120654.1, CM084276_1_20157216.1, CM084265_1_72071409.0, CM084274_1_4785935.0, CM084276_1_38558585.0, CM084276_1_1625215.1, CM084272_1_1891434.0, CM084269_1_1555094.1, CM084266_1_70181836.1, CM084264_1_72075476.0, CM084276_1_38450614.0, CM084276_1_38271843.1, CM084279_1_1072330.0, CM084275_1_25393266.1, CM084271_1_10303572.1, CM084265_1_73060895.1, CM084275_1_36059096.1, CM084274_1_4793160.0","30","-0.02","0.12","0.14","2, 4","1","FALSE"
"248","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J224-pH7.bam","CM084265_1_65233014.1, CM084267_1_2652774.0, CM084271_1_19655228.1, CM084274_1_43102349.1, CM084272_1_33617974.1, CM084272_1_33452045.0, CM084267_1_50392699.1, CM084265_1_60219092.1, CM084265_1_69913596.0, CM084273_1_4090291.1, CM084264_1_64874708.1, CM084277_1_10628425.1, CM084269_1_15818485.0, CM084276_1_1856094.0, CM084270_1_42355544.0, CM084264_1_69287336.0, CM084276_1_1856904.0, CM084270_1_35204451.1, CM084271_1_3818665.1, CM084264_1_34300372.1, CM084275_1_1304747.1, CM084270_1_4921106.0, CM084270_1_10495406.1, CM084271_1_43860497.1, CM084271_1_44091708.1, CM084265_1_72091635.1, CM084269_1_46733079.0, CM084266_1_70181797.1, CM084268_1_50679570.0, CM084269_1_39737155.0","30","0.17","0.08","0.25","2","1","FALSE"
"249","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J206-pH7.bam","CM084277_1_1858867.1, CM084269_1_15809957.0, CM084278_1_22667297.1, CM084269_1_43525348.0, CM084267_1_5830233.0, CM084272_1_7002400.0, CM084270_1_47076329.0, CM084274_1_4862784.0, CM084269_1_43525348.1, CM084264_1_34294469.1, CM084269_1_47563826.0, CM084271_1_44091708.0, CM084271_1_43817223.1, CM084270_1_42349010.0, CM084275_1_29098652.0, CM084265_1_60316111.0, CM084274_1_4708749.1, CM084274_1_4861946.0, CM084278_1_4074299.0, CM084275_1_25388559.0, CM084266_1_68960407.1, CM084277_1_29208393.1, CM084265_1_68869208.0, CM084266_1_23295949.0, CM084265_1_59220865.1, CM084268_1_49735243.0, CM084271_1_19655939.1, CM084264_1_69902276.0, CM084271_1_43860422.0, CM084264_1_64489814.0","30","-0.23","0.19","0.42","2","1","FALSE"
"250","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084275_1_38995260.0, CM084269_1_15809964.1, CM084266_1_69141121.0, CM084267_1_30270830.0, CM084264_1_66522465.1, CM084264_1_69271980.0, CM084273_1_31863355.0, CM084265_1_64784798.0, CM084269_1_1563962.0, CM084275_1_36059374.1, CM084274_1_4686943.0, CM084274_1_4796888.1, CM084279_1_1063045.0, CM084265_1_71796271.0, CM084267_1_6421632.1, CM084265_1_71463753.1, CM084279_1_10153273.1, CM084274_1_4867333.0, CM084264_1_73931084.1, CM084275_1_1303251.0, CM084275_1_39338236.0, CM084276_1_38558559.1, CM084276_1_20157067.1, CM084270_1_42355508.1, CM084265_1_72992173.0, CM084265_1_794877.0, CM084279_1_10156977.1, CM084267_1_700114.1, CM084267_1_52593775.1, CM084279_1_10149547.1","30","-0.21","0","0.21","1","1","TRUE"
"251","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B19-pH7.bam","CM084279_1_32652113.1, CM084270_1_46589385.0, CM084267_1_50994309.0, CM084267_1_9176202.1, CM084264_1_70190068.0, CM084274_1_4708749.1, CM084271_1_344493.0, CM084279_1_32917232.0, CM084266_1_46766307.1, CM084279_1_1882771.1, CM084271_1_4574012.1, CM084267_1_51242797.0, CM084279_1_32640566.0, CM084266_1_52832550.1, CM084266_1_62460034.0, CM084271_1_44107457.0, CM084269_1_45238132.0, CM084275_1_23083662.1, CM084268_1_2720906.0, CM084271_1_43860505.1, CM084267_1_2908962.0, CM084269_1_45423014.0, CM084269_1_43525341.0, CM084279_1_10149541.1, CM084265_1_71794015.1, CM084269_1_43523897.0, CM084265_1_71820726.1, CM084275_1_39502374.1, CM084272_1_1891463.0, CM084279_1_32641182.0","30","-0.52","-0.14","0.66","3","1","FALSE"
"252","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J203-pH7.bam","CM084276_1_11709759.0, CM084266_1_64726584.1, CM084266_1_71149029.0, CM084274_1_4793177.0, CM084279_1_31075821.1, CM084275_1_39776636.1, CM084268_1_50739244.1, CM084264_1_66077502.0, CM084268_1_22932621.0, CM084278_1_20858397.0, CM084275_1_36064337.0, CM084266_1_58087045.0, CM084268_1_42008.1, CM084276_1_38558603.0, CM084269_1_43523945.0, CM084269_1_40447978.1, CM084273_1_31863355.1, CM084266_1_66485296.0, CM084266_1_38532344.1, CM084279_1_32640625.1, CM084275_1_40706380.1, CM084274_1_4795903.1, CM084275_1_39774878.0, CM084267_1_50994309.0, CM084267_1_700114.1, CM084276_1_38072633.0, CM084270_1_15641798.0, CM084272_1_1891482.1, CM084264_1_34300493.0, CM084274_1_4863872.1","30","0.05","-0.46","0.51","1","1","TRUE"
"253","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J225-pH7.bam","CM084276_1_38960928.0, CM084269_1_1567834.1, CM084267_1_52593725.1, CM084273_1_214007.0, CM084265_1_71463753.0, CM084264_1_70174612.1, CM084277_1_5804275.0, CM084265_1_68806466.0, CM084271_1_1033788.1, CM084265_1_24901885.1, CM084270_1_42355544.1, CM084272_1_33453891.0, CM084274_1_6125439.0, CM084278_1_23541053.1, CM084277_1_5804275.1, CM084265_1_790962.0, CM084269_1_42862797.1, CM084275_1_39420927.0, CM084274_1_42293378.0, CM084264_1_70182851.0, CM084266_1_70396060.0, CM084270_1_8242296.0, CM084268_1_50682932.1, CM084268_1_28845823.1, CM084265_1_1816578.1, CM084268_1_24031324.0, CM084274_1_34977142.1, CM084275_1_39774860.1, CM084275_1_2509950.0, CM084269_1_42862718.0","30","-0.37","-0.28","0.65","2, 4","1","FALSE"
"254","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J186-pH7.bam","CM084275_1_39502406.0, CM084266_1_23295925.0, CM084277_1_1869733.1, CM084267_1_50994193.1, CM084278_1_20865574.1, CM084271_1_37240198.1, CM084272_1_18553681.1, CM084265_1_58531646.1, CM084277_1_30635514.1, CM084276_1_1849333.0, CM084271_1_44070252.1, CM084264_1_75480216.1, CM084267_1_51366722.1, CM084274_1_4869974.1, CM084275_1_1304702.1, CM084275_1_25393263.0, CM084269_1_35642171.0, CM084271_1_43860497.1, CM084277_1_30168106.0, CM084267_1_13261464.1, CM084269_1_15809862.0, CM084265_1_71899674.1, CM084266_1_71149029.0, CM084264_1_64875158.0, CM084275_1_1304748.0, CM084265_1_59221322.0, CM084266_1_50301468.0, CM084278_1_29698392.1, CM084277_1_6198930.0, CM084264_1_75338734.0","30","-0.29","-0.12","0.41","3","1","FALSE"
"255","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084264_1_72054043.1, CM084277_1_10628711.1, CM084275_1_327919.0, CM084265_1_70975032.1, CM084267_1_2908860.1, CM084267_1_8687423.0, CM084273_1_42252916.1, CM084268_1_45604.1, CM084268_1_3261991.0, CM084276_1_2857930.0, CM084273_1_31864421.1, CM084266_1_59802398.0, CM084265_1_71796317.1, CM084268_1_3691704.1, CM084279_1_1062144.0, CM084276_1_38797638.0, CM084268_1_45628.1, CM084269_1_1556257.1, CM084266_1_57888582.1, CM084272_1_1704343.0, CM084267_1_51000137.1, CM084267_1_13226543.1, CM084278_1_22654601.0, CM084278_1_20600197.1, CM084276_1_56075.0, CM084264_1_69902276.1, CM084269_1_45280054.1, CM084268_1_28851913.1, CM084271_1_44086160.0, CM084270_1_46588177.0","30","-0.36","-0.03","0.39","1, 4","1","TRUE"
"256","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B2-pH7.bam","CM084267_1_2163720.0, CM084276_1_38775924.0, CM084274_1_4708733.1, CM084268_1_4550920.1, CM084278_1_16774412.0, CM084264_1_64269859.1, CM084264_1_68685021.0, CM084271_1_43868149.1, CM084274_1_4869974.0, CM084275_1_25388888.1, CM084271_1_346606.1, CM084269_1_15823421.1, CM084265_1_72071376.0, CM084272_1_18574376.1, CM084274_1_4795086.0, CM084267_1_6421243.0, CM084276_1_38072639.1, CM084269_1_12905590.1, CM084267_1_699404.0, CM084279_1_16586112.1, CM084271_1_44075853.0, CM084271_1_26325742.0, CM084274_1_4730026.1, CM084277_1_29208395.1, CM084264_1_75512070.0, CM084270_1_46587624.0, CM084274_1_4727166.0, CM084274_1_4795112.1, CM084265_1_71831401.1, CM084276_1_38271843.0","30","-0.31","0.06","0.37","3","1","FALSE"
