"","id","dam","sire","absLLRtotal","Fertilization_pairs","loci"
"11","adapter_trim.F2-J184-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B11-pH8.bam",0.76,FALSE,"CM084279_1_32644251.0, CM084269_1_46745707.1, CM084265_1_72178237.0, CM084276_1_2855799.1, CM084268_1_46382.0, CM084278_1_279479.0, CM084276_1_20157071.0, CM084278_1_16773822.0, CM084265_1_58530104.0, CM084269_1_43525440.0, CM084269_1_43524168.0, CM084265_1_68808047.1, CM084276_1_38864870.0, CM084279_1_31409052.1, CM084274_1_4862958.0, CM084274_1_4695002.1, CM084266_1_62460034.0, CM084264_1_70174613.0, CM084272_1_41037487.0, CM084274_1_5028288.1, CM084269_1_46688909.1, CM084266_1_70706235.1, CM084265_1_71899241.0, CM084276_1_38539465.1, CM084270_1_47077588.0, CM084265_1_8361584.1, CM084264_1_66525866.1, CM084277_1_30611507.1, CM084268_1_2832731.1, CM084266_1_63468235.0"
"12","adapter_trim.F2-B7-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B11-pH8.bam",0.97,FALSE,"CM084278_1_31960704.1, CM084265_1_64736906.1, CM084279_1_32644251.0, CM084274_1_4734039.0, CM084268_1_42211.0, CM084276_1_38559639.1, CM084269_1_1567834.0, CM084277_1_31027263.0, CM084265_1_71796309.1, CM084274_1_4869968.1, CM084264_1_34294033.0, CM084265_1_68072879.0, CM084269_1_12905592.0, CM084268_1_50693767.0, CM084276_1_38797641.1, CM084278_1_23541019.1, CM084271_1_43338888.0, CM084274_1_4773492.1, CM084274_1_4727151.0, CM084272_1_33503418.1, CM084270_1_47077595.0, CM084275_1_25393416.0, CM084266_1_58087776.1, CM084269_1_40338578.1, CM084265_1_71265301.0, CM084271_1_3805850.0, CM084265_1_70977429.0, CM084265_1_58531646.1, CM084266_1_69793914.0, CM084275_1_39420927.0"
"13","adapter_trim.F2-J186-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B3-pH8.bam",0.83,TRUE,"CM084265_1_1118701.1, CM084274_1_4796871.1, CM084272_1_33452338.0, CM084276_1_25807604.0, CM084268_1_1508049.1, CM084271_1_44075859.1, CM084277_1_18545080.1, CM084268_1_49719742.0, CM084276_1_25813397.0, CM084265_1_70597838.1, CM084265_1_64584031.0, CM084264_1_70188206.1, CM084277_1_10628755.0, CM084265_1_70979994.0, CM084271_1_44077319.1, CM084271_1_3823416.1, CM084269_1_35627100.1, CM084267_1_13261449.0, CM084276_1_1500414.1, CM084275_1_1212337.1, CM084268_1_3691160.1, CM084270_1_39395894.0, CM084271_1_3805848.1, CM084270_1_42355544.0, CM084272_1_33497675.1, CM084265_1_72078910.1, CM084267_1_6421555.0, CM084275_1_2509962.0, CM084269_1_4628639.0, CM084271_1_276716.0"
"14","adapter_trim.F2-J224-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B3-pH8.bam",0.67,TRUE,"CM084276_1_1625243.0, CM084266_1_68960407.1, CM084278_1_30230906.1, CM084274_1_4694855.0, CM084273_1_31865682.1, CM084270_1_15641795.0, CM084265_1_72990731.1, CM084274_1_4723640.1, CM084267_1_4505277.0, CM084266_1_65309860.1, CM084265_1_794917.0, CM084269_1_1556935.0, CM084265_1_70577871.0, CM084274_1_4869974.1, CM084276_1_38788200.0, CM084266_1_57882838.1, CM084273_1_7839417.1, CM084267_1_9176045.0, CM084279_1_28791311.1, CM084274_1_4862951.1, CM084277_1_6198930.0, CM084271_1_43868149.0, CM084271_1_346606.0, CM084276_1_38558603.1, CM084264_1_34300042.0, CM084276_1_38557410.1, CM084274_1_4773546.0, CM084265_1_794917.1, CM084265_1_65232929.1, CM084270_1_15641798.1"
"15","adapter_trim.F2-J189-pH7.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B3-pH8.bam",0.65,FALSE,"CM084272_1_11675265.0, CM084264_1_2740137.1, CM084265_1_59221155.1, CM084265_1_64733395.1, CM084276_1_2855903.0, CM084274_1_4709671.1, CM084276_1_38558458.1, CM084274_1_4796884.0, CM084269_1_1556267.0, CM084276_1_7202888.0, CM084270_1_8244653.1, CM084276_1_62221.1, CM084272_1_36474233.1, CM084274_1_4869924.0, CM084265_1_1816578.1, CM084275_1_35722063.1, CM084271_1_30532429.1, CM084265_1_71925203.0, CM084264_1_34297313.1, CM084268_1_42008.0, CM084268_1_2832742.0, CM084272_1_33571757.1, CM084275_1_39491731.1, CM084264_1_64874049.0, CM084267_1_699428.1, CM084266_1_69051080.1, CM084271_1_342830.0, CM084264_1_65945.1, CM084274_1_4864753.0, CM084276_1_38450614.0"
"16","adapter_trim.F2-J203-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B3-pH8.bam",1.04,TRUE,"CM084276_1_20157325.1, CM084266_1_71148884.1, CM084265_1_58487818.0, CM084279_1_32666441.1, CM084275_1_524594.0, CM084271_1_3820382.0, CM084272_1_1891499.1, CM084275_1_25395464.1, CM084265_1_1118730.1, CM084277_1_17835716.0, CM084276_1_1625292.0, CM084275_1_25388559.1, CM084265_1_71926735.1, CM084268_1_50224886.1, CM084275_1_25395480.0, CM084264_1_70173624.1, CM084267_1_9176202.1, CM084278_1_20732798.0, CM084276_1_38539465.0, CM084275_1_39780958.0, CM084271_1_43868189.0, CM084271_1_340905.1, CM084276_1_37352422.1, CM084271_1_26325707.0, CM084268_1_276380.1, CM084267_1_699449.0, CM084278_1_20625152.1, CM084269_1_4625304.1, CM084265_1_72991915.1, CM084276_1_60278.0"
"17","adapter_trim.F2-B18-pH7.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B5-pH8.bam",0.71,FALSE,"CM084267_1_5161036.1, CM084264_1_2737867.1, CM084271_1_44083919.1, CM084266_1_70530691.0, CM084265_1_70609248.0, CM084266_1_69806293.0, CM084274_1_3688102.1, CM084266_1_23321836.1, CM084266_1_69052205.1, CM084279_1_10150674.1, CM084277_1_29780116.1, CM084276_1_20156972.0, CM084265_1_68074364.0, CM084278_1_16767343.1, CM084264_1_68688975.1, CM084274_1_34976974.0, CM084272_1_18188620.0, CM084266_1_57882581.0, CM084269_1_12905566.0, CM084276_1_1847305.0, CM084278_1_20689091.1, CM084265_1_71796317.0, CM084266_1_23321836.1, CM084276_1_37353183.1, CM084277_1_30027552.1, CM084278_1_34806817.1, CM084279_1_10149596.1, CM084279_1_32649961.1, CM084264_1_74076720.1, CM084275_1_39774860.0"
"18","adapter_trim.F2-J205-pH7.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B5-pH8.bam",1.06,FALSE,"CM084272_1_18192676.1, CM084273_1_31862397.0, CM084265_1_791030.1, CM084276_1_38773525.0, CM084266_1_63468226.0, CM084267_1_956424.1, CM084266_1_66377769.1, CM084266_1_1230901.0, CM084276_1_38961028.1, CM084266_1_57882079.1, CM084275_1_38169321.0, CM084275_1_39774900.0, CM084264_1_69287336.1, CM084274_1_4694916.1, CM084266_1_68319456.0, CM084267_1_2165108.0, CM084265_1_64832883.0, CM084279_1_1072367.0, CM084264_1_34300890.0, CM084266_1_69623581.0, CM084269_1_45438488.1, CM084269_1_43524558.0, CM084275_1_272975.1, CM084269_1_45280054.0, CM084274_1_4788621.1, CM084265_1_14403550.1, CM084264_1_69902963.1, CM084273_1_42287238.1, CM084274_1_4863902.0, CM084274_1_42294261.1"
"19","adapter_trim.F2-J221-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B7-pH8.bam",1.15,TRUE,"CM084266_1_69050667.0, CM084265_1_72368245.0, CM084268_1_45604.1, CM084275_1_327919.0, CM084274_1_6125560.0, CM084277_1_30953057.1, CM084264_1_72117199.1, CM084264_1_73152528.0, CM084266_1_50301553.1, CM084266_1_1233079.1, CM084265_1_8362505.1, CM084266_1_65401967.1, CM084267_1_6420851.1, CM084271_1_43851366.1, CM084265_1_59221213.0, CM084271_1_379052.0, CM084264_1_71189810.0, CM084274_1_4870202.1, CM084274_1_4686932.1, CM084275_1_23095308.1, CM084265_1_68019714.0, CM084264_1_69748575.0, CM084268_1_1326643.1, CM084274_1_4795482.0, CM084269_1_43528677.0, CM084275_1_38169321.0, CM084269_1_4628748.1, CM084267_1_9176045.1, CM084275_1_120808.1, CM084265_1_71831292.1"
"20","adapter_trim.F2-B25-pH7.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F1-B7-pH8.bam",0.67,FALSE,"CM084265_1_71265301.0, CM084274_1_4788621.0, CM084268_1_9292468.1, CM084266_1_70707506.1, CM084274_1_4696973.0, CM084265_1_71899669.1, CM084265_1_64586071.0, CM084264_1_70182851.1, CM084275_1_38169332.1, CM084266_1_62460085.1, CM084264_1_34301630.1, CM084273_1_268153.0, CM084271_1_43868179.1, CM084267_1_51366722.0, CM084265_1_71796309.0, CM084265_1_71265241.0, CM084264_1_70173624.1, CM084275_1_400249.0, CM084266_1_68659869.1, CM084269_1_15823954.0, CM084272_1_43469486.1, CM084267_1_2163720.1, CM084275_1_29098881.1, CM084264_1_8233152.0, CM084271_1_7137729.0, CM084268_1_18519471.1, CM084274_1_11694583.1, CM084264_1_71189810.1, CM084266_1_57889092.1, CM084264_1_74273479.0"
"21","adapter_trim.F2-J202-pH7.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B7-pH8.bam",1.03,TRUE,"CM084264_1_34300890.0, CM084265_1_71925486.1, CM084266_1_23411289.0, CM084271_1_44090328.1, CM084276_1_38772810.0, CM084274_1_4709089.0, CM084264_1_66439568.1, CM084277_1_5804570.0, CM084274_1_5046215.1, CM084271_1_37244938.0, CM084270_1_4920961.0, CM084265_1_66141859.0, CM084264_1_71721959.1, CM084275_1_272975.1, CM084266_1_71148884.0, CM084264_1_34301190.1, CM084272_1_1891444.1, CM084266_1_63468234.0, CM084264_1_70174663.1, CM084265_1_65322123.0, CM084266_1_68515581.0, CM084278_1_25830477.1, CM084277_1_30629891.1, CM084274_1_4862784.0, CM084278_1_20736228.0, CM084273_1_9136147.0, CM084269_1_46688892.0, CM084265_1_59221383.1, CM084274_1_4778592.0, CM084265_1_72091374.0"
"22","adapter_trim.F2-B1-pH7.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B7-pH8.bam",0.96,FALSE,"CM084276_1_1625243.0, CM084266_1_68960407.1, CM084278_1_30230906.1, CM084274_1_4694855.0, CM084273_1_31865682.1, CM084270_1_15641795.0, CM084265_1_72990731.1, CM084274_1_4723640.1, CM084267_1_4505277.0, CM084266_1_65309860.1, CM084265_1_794917.0, CM084269_1_1556935.0, CM084265_1_70577871.0, CM084274_1_4869974.1, CM084276_1_38788200.0, CM084266_1_57882838.1, CM084273_1_7839417.1, CM084267_1_9176045.0, CM084279_1_28791311.1, CM084274_1_4862951.1, CM084277_1_6198930.0, CM084271_1_43868149.0, CM084271_1_346606.0, CM084276_1_38558603.1, CM084264_1_34300042.0, CM084276_1_38557410.1, CM084274_1_4773546.0, CM084265_1_794917.1, CM084265_1_65232929.1, CM084270_1_15641798.1"
"23","adapter_trim.F2-B12-pH7.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B7-pH8.bam",0.9,FALSE,"CM084266_1_50301553.0, CM084269_1_40451682.0, CM084264_1_6990394.1, CM084279_1_161041.0, CM084276_1_37353162.0, CM084276_1_38772790.0, CM084269_1_39737118.1, CM084276_1_31737936.1, CM084268_1_3697521.0, CM084268_1_50225492.1, CM084279_1_32640578.0, CM084275_1_38169337.0, CM084275_1_66842.1, CM084267_1_2646659.1, CM084272_1_33597658.0, CM084273_1_42285571.0, CM084274_1_4694254.1, CM084265_1_68806465.0, CM084267_1_8118559.0, CM084277_1_29780153.1, CM084270_1_47077588.0, CM084267_1_2908060.1, CM084274_1_34977142.1, CM084274_1_4729950.0, CM084279_1_10149628.0, CM084276_1_20157323.0, CM084266_1_70706208.0, CM084264_1_73311139.0, CM084267_1_11257262.0, CM084268_1_2832731.1"
"24","adapter_trim.F2-J185-pH7.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B8-pH8.bam",1.07,TRUE,"CM084268_1_28845816.1, CM084274_1_42855653.1, CM084264_1_66439662.0, CM084278_1_5142968.0, CM084279_1_32666444.1, CM084265_1_64196870.1, CM084274_1_4793084.0, CM084267_1_6421243.1, CM084276_1_54402.0, CM084279_1_1063045.1, CM084266_1_69063996.0, CM084279_1_32666409.0, CM084274_1_12659113.0, CM084279_1_1064680.0, CM084271_1_1033797.1, CM084267_1_699277.0, CM084265_1_69916749.0, CM084266_1_23296704.1, CM084264_1_26773648.1, CM084275_1_1304711.1, CM084269_1_39736991.0, CM084264_1_2737867.0, CM084269_1_12905597.0, CM084267_1_2908130.1, CM084279_1_1062150.1, CM084272_1_7002400.1, CM084268_1_3710137.0, CM084271_1_44134607.1, CM084266_1_57882817.0, CM084265_1_73059931.1"
"25","adapter_trim.F2-J206-pH7.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F1-B8-pH8.bam",0.77,TRUE,"CM084271_1_340894.0, CM084274_1_34977131.1, CM084279_1_10156977.0, CM084271_1_30532429.1, CM084268_1_50315.1, CM084278_1_22654265.1, CM084277_1_30611507.0, CM084269_1_45310961.1, CM084271_1_3822736.1, CM084264_1_66522465.1, CM084268_1_3692649.1, CM084266_1_69315499.0, CM084267_1_700054.0, CM084276_1_4238124.1, CM084275_1_400262.1, CM084276_1_6688311.1, CM084279_1_10156984.1, CM084265_1_71899241.0, CM084276_1_38787722.1, CM084275_1_38995359.0, CM084271_1_257149.1, CM084277_1_30611507.1, CM084265_1_785374.0, CM084277_1_30953078.1, CM084275_1_39774878.0, CM084275_1_675849.1, CM084275_1_39780958.0, CM084270_1_4920935.0, CM084273_1_31862312.1, CM084270_1_19464668.0"
"26","adapter_trim.F2-J162-pH7.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F1-B9-pH8.bam",0.87,TRUE,"CM084264_1_69287134.1, CM084278_1_16767353.0, CM084269_1_40336193.0, CM084266_1_69315469.1, CM084272_1_33597669.0, CM084264_1_69287336.0, CM084278_1_22667362.0, CM084272_1_18170755.0, CM084264_1_72929492.1, CM084278_1_29698402.1, CM084265_1_70979988.0, CM084268_1_50321855.0, CM084272_1_33503418.0, CM084272_1_33452056.0, CM084265_1_68243992.0, CM084275_1_39774900.0, CM084265_1_14403532.0, CM084272_1_7002400.0, CM084277_1_30168398.0, CM084271_1_37244938.1, CM084268_1_49533758.0, CM084265_1_70977429.1, CM084269_1_1567848.0, CM084276_1_2855915.0, CM084265_1_71828881.1, CM084269_1_46858338.0, CM084266_1_64726670.0, CM084272_1_18188792.1, CM084277_1_30635514.1, CM084266_1_57886153.0"
"27","adapter_trim.F2-J187-pH7.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B9-pH8.bam",1.08,FALSE,"CM084271_1_1033937.0, CM084269_1_15827787.1, CM084264_1_66439662.0, CM084265_1_59221308.0, CM084274_1_4862014.1, CM084275_1_1304711.1, CM084277_1_4875753.0, CM084265_1_69915221.0, CM084274_1_4795460.0, CM084278_1_22644747.1, CM084267_1_11257220.0, CM084277_1_29780894.0, CM084272_1_41037487.1, CM084264_1_26777914.1, CM084276_1_38864870.0, CM084276_1_38558559.1, CM084275_1_328861.1, CM084266_1_63468234.1, CM084272_1_25266666.0, CM084269_1_1558041.1, CM084274_1_4785935.1, CM084275_1_39780958.1, CM084267_1_5165677.0, CM084268_1_50225351.1, CM084274_1_4734036.1, CM084268_1_42863.0, CM084276_1_38970482.1, CM084278_1_32252661.0, CM084264_1_8233152.0, CM084277_1_1868384.0"
"28","adapter_trim.F2-J165-pH7.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B9-pH8.bam",1.04,TRUE,"CM084271_1_3822772.0, CM084266_1_68643398.0, CM084278_1_281246.1, CM084270_1_42348999.1, CM084265_1_68869208.0, CM084267_1_2163720.0, CM084275_1_319193.1, CM084266_1_57886490.1, CM084279_1_10156984.0, CM084272_1_18191577.1, CM084269_1_41809360.0, CM084277_1_4876009.1, CM084279_1_161440.1, CM084279_1_10151169.1, CM084266_1_59802321.0, CM084271_1_43816629.1, CM084279_1_10151169.1, CM084275_1_38995260.1, CM084276_1_38773530.0, CM084266_1_69141117.1, CM084264_1_68634780.0, CM084275_1_20000943.1, CM084267_1_52591576.0, CM084273_1_33585263.1, CM084269_1_1549393.1, CM084268_1_42745.1, CM084266_1_65993526.1, CM084265_1_790962.0, CM084278_1_22667362.1, CM084275_1_8878509.0"
"29","adapter_trim.F2-B19-pH7.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F1-B9-pH8.bam",1.32,FALSE,"CM084265_1_72368245.0, CM084265_1_39553345.0, CM084268_1_50739238.1, CM084271_1_289999.1, CM084269_1_47265482.0, CM084269_1_15809932.0, CM084267_1_2104179.0, CM084277_1_31027263.0, CM084266_1_66483880.0, CM084265_1_71925486.1, CM084265_1_73061223.1, CM084279_1_1064680.1, CM084274_1_4869968.0, CM084277_1_29208310.1, CM084277_1_10417520.1, CM084268_1_1326519.1, CM084266_1_1230887.1, CM084268_1_50321855.1, CM084266_1_64725843.1, CM084269_1_12904900.0, CM084274_1_4734019.0, CM084264_1_69287125.0, CM084274_1_4674050.1, CM084274_1_4863917.0, CM084265_1_72992173.0, CM084269_1_15813374.0, CM084266_1_69625511.0, CM084265_1_64581822.1, CM084266_1_63468226.1, CM084271_1_43339301.1"
"30","adapter_trim.F2-B15-pH7.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F1-B9-pH8.bam",1.43,TRUE,"CM084268_1_50681662.1, CM084279_1_10159275.0, CM084265_1_72926026.0, CM084269_1_42862716.0, CM084266_1_62460055.0, CM084278_1_20635947.0, CM084264_1_69271981.0, CM084268_1_45574.1, CM084266_1_68515581.0, CM084265_1_68073022.1, CM084269_1_15827788.1, CM084265_1_68869496.0, CM084273_1_7839324.0, CM084265_1_70799357.1, CM084278_1_16774023.1, CM084264_1_65945.0, CM084279_1_1196450.0, CM084279_1_32640566.1, CM084264_1_2740287.0, CM084272_1_1311984.1, CM084265_1_71794141.0, CM084276_1_38287449.0, CM084269_1_1541112.1, CM084271_1_218855.0, CM084266_1_59802412.0, CM084269_1_1580179.0, CM084265_1_64586069.1, CM084265_1_71925442.1, CM084266_1_69141117.1, CM084271_1_44228071.1"
