"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"99","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084266_1_69806294.0, CM084264_1_68688356.0, CM084269_1_45420483.1, CM084271_1_3819803.1, CM084267_1_11257244.0, CM084271_1_11500090.1, CM084274_1_42473136.0, CM084268_1_22040364.0, CM084274_1_42294261.0, CM084266_1_1233079.1, CM084264_1_2740171.0, CM084266_1_69051080.0, CM084269_1_15827787.0, CM084275_1_327388.0, CM084266_1_58087797.0, CM084265_1_790962.0, CM084270_1_11478201.1, CM084268_1_2832742.0, CM084273_1_31862762.0, CM084264_1_70174668.0, CM084273_1_31864741.0, CM084265_1_64196855.0, CM084275_1_25388546.1, CM084269_1_1572335.1, CM084274_1_4868385.1, CM084266_1_69063996.1, CM084265_1_71899680.0, CM084272_1_33462360.1, CM084265_1_59221308.0, CM084264_1_69861955.1, CM084274_1_4863902.1, CM084272_1_9070882.0, CM084264_1_26777912.0, CM084276_1_37352420.1, CM084274_1_4795062.1","35","-0.02","-0.23","0.25","2","1","FALSE"
"100","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084268_1_50225025.0, CM084264_1_69303600.1, CM084264_1_72011613.0, CM084266_1_57882817.0, CM084278_1_32252684.1, CM084270_1_972098.1, CM084265_1_72978107.1, CM084269_1_43529904.1, CM084266_1_69314162.0, CM084264_1_72054205.0, CM084276_1_2855158.1, CM084265_1_68869208.0, CM084279_1_161458.0, CM084270_1_46588162.1, CM084276_1_38960936.1, CM084266_1_70686279.1, CM084274_1_4864007.0, CM084270_1_9408158.1, CM084264_1_73926160.1, CM084274_1_4695205.0, CM084272_1_29972645.1, CM084267_1_2908860.1, CM084277_1_4876009.1, CM084272_1_23578669.1, CM084272_1_26336261.1, CM084266_1_70400231.0, CM084265_1_64832883.0, CM084271_1_290137.1, CM084275_1_2509962.0, CM084273_1_10424351.1, CM084265_1_71265230.1, CM084266_1_71160177.1, CM084272_1_1596807.1, CM084268_1_3710137.1, CM084276_1_935645.1","35","-0.39","-0.23","0.62","1, 4","1","TRUE"
"101","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084275_1_25388529.0, CM084272_1_18170845.1, CM084269_1_12905590.1, CM084271_1_3821125.1, CM084278_1_22644747.0, CM084265_1_58036330.0, CM084275_1_36059252.0, CM084268_1_24030545.1, CM084272_1_11675265.0, CM084265_1_72071409.0, CM084275_1_39394528.1, CM084279_1_161440.0, CM084267_1_13229666.0, CM084264_1_68688988.0, CM084272_1_33503437.1, CM084264_1_8098050.0, CM084264_1_66077502.0, CM084265_1_71853183.0, CM084279_1_1062135.0, CM084266_1_23295992.0, CM084266_1_68960407.0, CM084276_1_1625258.1, CM084268_1_1326648.0, CM084266_1_71224927.0, CM084268_1_50681546.0, CM084267_1_13261420.0, CM084270_1_10495951.0, CM084265_1_72076134.1, CM084267_1_51366722.1, CM084271_1_19655912.1, CM084264_1_74266331.0, CM084279_1_1072342.1, CM084274_1_4795903.0, CM084268_1_49721922.1, CM084264_1_34300890.0","35","-0.26","0.29","0.55","3","1","FALSE"
"102","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J166-pH7.bam","CM084272_1_18194995.1, CM084265_1_1816585.1, CM084272_1_1311984.0, CM084279_1_31065250.0, CM084275_1_312849.1, CM084264_1_8233152.0, CM084279_1_1871842.1, CM084269_1_1563979.0, CM084268_1_42008.0, CM084269_1_12905592.1, CM084271_1_3821267.0, CM084269_1_15799403.0, CM084271_1_43868149.0, CM084265_1_69916644.0, CM084265_1_58484259.1, CM084277_1_10628715.1, CM084266_1_58086170.0, CM084279_1_1064677.0, CM084276_1_11709759.0, CM084268_1_3710137.1, CM084272_1_43469486.0, CM084274_1_4694263.0, CM084264_1_70174668.0, CM084275_1_38169337.1, CM084278_1_20623588.0, CM084269_1_1558064.0, CM084276_1_38785504.1, CM084269_1_43524691.0, CM084279_1_10153273.0, CM084264_1_34293018.1, CM084267_1_5168533.0, CM084273_1_7839417.0, CM084265_1_64585921.1, CM084267_1_5161036.0, CM084267_1_50994187.0","35","-0.12","-0.44","0.56","1","1","TRUE"
"103","adapter_trim.F1-B4-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084268_1_49721957.0, CM084278_1_23541019.0, CM084265_1_3130640.1, CM084275_1_23096151.1, CM084278_1_20734519.1, CM084271_1_44086152.0, CM084279_1_993504.0, CM084275_1_35720350.0, CM084278_1_16773822.0, CM084269_1_43523893.1, CM084268_1_50792945.0, CM084267_1_50993981.1, CM084271_1_30532477.0, CM084276_1_6150174.1, CM084279_1_10149628.1, CM084264_1_72054205.1, CM084279_1_10151202.0, CM084271_1_44107457.1, CM084265_1_71925442.1, CM084275_1_38995254.1, CM084279_1_32917233.0, CM084266_1_57886823.0, CM084268_1_49719742.0, CM084268_1_14768218.1, CM084264_1_34300493.0, CM084274_1_4789233.0, CM084264_1_70355068.0, CM084269_1_43528677.0, CM084274_1_42859583.1, CM084266_1_69063996.0, CM084266_1_69806293.1, CM084278_1_20733311.0, CM084271_1_340905.0, CM084275_1_39776469.0, CM084274_1_4870197.1","35","0.04","-0.22","0.26","1, 4","1","TRUE"
"104","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J186-pH7.bam","CM084275_1_25388529.0, CM084272_1_18170845.1, CM084269_1_12905590.1, CM084271_1_3821125.1, CM084278_1_22644747.0, CM084265_1_58036330.0, CM084275_1_36059252.0, CM084268_1_24030545.1, CM084272_1_11675265.0, CM084265_1_72071409.0, CM084275_1_39394528.1, CM084279_1_161440.0, CM084267_1_13229666.0, CM084264_1_68688988.0, CM084272_1_33503437.1, CM084264_1_8098050.0, CM084264_1_66077502.0, CM084265_1_71853183.0, CM084279_1_1062135.0, CM084266_1_23295992.0, CM084266_1_68960407.0, CM084276_1_1625258.1, CM084268_1_1326648.0, CM084266_1_71224927.0, CM084268_1_50681546.0, CM084267_1_13261420.0, CM084270_1_10495951.0, CM084265_1_72076134.1, CM084267_1_51366722.1, CM084271_1_19655912.1, CM084264_1_74266331.0, CM084279_1_1072342.1, CM084274_1_4795903.0, CM084268_1_49721922.1, CM084264_1_34300890.0","35","-0.01","-0.03","0.04","1, 4","3","FALSE"
"105","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J227-pH7.bam","CM084271_1_274110.0, CM084265_1_72991915.0, CM084273_1_11267029.0, CM084266_1_23321801.1, CM084278_1_279490.1, CM084265_1_70979994.0, CM084275_1_25393709.0, CM084267_1_699428.1, CM084268_1_3692649.0, CM084266_1_57882616.0, CM084265_1_72091374.1, CM084269_1_15799397.1, CM084269_1_47255823.0, CM084264_1_73349432.0, CM084268_1_24031246.1, CM084269_1_1556935.0, CM084272_1_33571767.0, CM084276_1_4238124.0, CM084266_1_57882847.1, CM084267_1_9176045.0, CM084274_1_4734019.0, CM084264_1_2740173.0, CM084266_1_71148891.1, CM084266_1_69095441.1, CM084265_1_59221308.0, CM084276_1_38072621.0, CM084265_1_71796317.1, CM084272_1_33452069.1, CM084273_1_31862599.1, CM084265_1_71826461.0, CM084271_1_44228071.1, CM084274_1_4812118.1, CM084278_1_20701768.1, CM084269_1_43524691.0, CM084271_1_3822772.1","35","-0.44","-0.34","0.78","2, 4","3","FALSE"
"106","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084267_1_2908966.0, CM084269_1_46858338.0, CM084264_1_70355122.0, CM084276_1_1625423.1, CM084264_1_5215232.1, CM084264_1_74191538.0, CM084266_1_64002578.1, CM084264_1_34294660.1, CM084269_1_15827788.1, CM084264_1_73291573.0, CM084272_1_18194306.0, CM084264_1_70174668.1, CM084272_1_18191744.1, CM084272_1_1894338.1, CM084274_1_43090783.0, CM084273_1_10424357.1, CM084264_1_64487845.0, CM084274_1_4695205.1, CM084266_1_64723748.0, CM084278_1_4074392.0, CM084269_1_39737147.0, CM084265_1_73060895.1, CM084270_1_47076332.1, CM084267_1_51242797.0, CM084274_1_4704387.0, CM084265_1_66146092.1, CM084266_1_58915367.0, CM084279_1_28791311.0, CM084277_1_36519423.1, CM084264_1_72075482.1, CM084276_1_2841302.1, CM084266_1_58087045.0, CM084275_1_328861.0, CM084268_1_3692649.1, CM084269_1_46688892.0","35","-0.08","-0.11","0.19","3","3","TRUE"
"107","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084270_1_15641821.0, CM084277_1_1868381.1, CM084279_1_1064676.0, CM084270_1_47077551.1, CM084275_1_120896.0, CM084274_1_4863861.0, CM084276_1_12392691.1, CM084271_1_43868181.1, CM084266_1_57888563.1, CM084269_1_1544562.0, CM084267_1_2653035.1, CM084271_1_26332979.1, CM084275_1_29098876.1, CM084271_1_3821130.1, CM084267_1_8118540.0, CM084264_1_74191573.1, CM084269_1_15823423.0, CM084265_1_59220865.1, CM084276_1_1856094.0, CM084271_1_37244938.0, CM084274_1_5046195.1, CM084271_1_3820373.1, CM084266_1_69632418.0, CM084273_1_21179215.1, CM084271_1_7136506.1, CM084271_1_19655939.1, CM084273_1_32683016.1, CM084277_1_35287266.1, CM084274_1_4792974.0, CM084264_1_70181718.1, CM084275_1_400276.0, CM084265_1_69916749.0, CM084264_1_8099092.1, CM084265_1_69007603.0, CM084276_1_2874135.0","35","-0.21","-0.29","0.5","3","3","TRUE"
"108","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084276_1_38287449.1, CM084268_1_42745.1, CM084276_1_2855915.0, CM084269_1_1558064.1, CM084272_1_18188802.0, CM084265_1_68806450.0, CM084272_1_11675265.1, CM084268_1_3704020.1, CM084275_1_39776646.1, CM084275_1_312849.1, CM084273_1_32698886.1, CM084271_1_1034868.1, CM084271_1_7136506.1, CM084275_1_29098655.1, CM084276_1_62244.0, CM084267_1_30269806.0, CM084275_1_39776469.1, CM084265_1_54591384.1, CM084269_1_1556253.0, CM084268_1_1326519.1, CM084265_1_72071376.0, CM084273_1_11263082.0, CM084278_1_20695466.1, CM084270_1_46587624.1, CM084276_1_25809541.0, CM084273_1_42285577.0, CM084266_1_66383611.0, CM084266_1_69625511.1, CM084278_1_25830477.0, CM084264_1_71189810.1, CM084266_1_68515581.1, CM084268_1_28851946.0, CM084269_1_15823421.1, CM084264_1_74721329.1, CM084275_1_267983.0","35","-0.35","-0.6","0.95","2","3","FALSE"
"109","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B10-pH7.bam","CM084271_1_344491.0, CM084269_1_46692099.1, CM084265_1_19672164.0, CM084268_1_28845855.0, CM084267_1_2652515.1, CM084265_1_72071376.0, CM084268_1_49719767.0, CM084266_1_69632417.0, CM084268_1_28845509.1, CM084266_1_68907025.1, CM084269_1_42862695.1, CM084275_1_1304748.0, CM084277_1_4875961.1, CM084266_1_57885157.0, CM084269_1_43525399.1, CM084276_1_1855843.0, CM084274_1_3691747.0, CM084265_1_69004214.1, CM084265_1_72898809.1, CM084266_1_68643450.1, CM084274_1_4870391.0, CM084270_1_4920915.0, CM084270_1_8444572.1, CM084265_1_72368163.0, CM084279_1_31068246.0, CM084271_1_1034852.1, CM084271_1_3819803.0, CM084266_1_69625511.0, CM084269_1_45420483.1, CM084271_1_43547024.0, CM084265_1_66688742.0, CM084272_1_1584317.1, CM084271_1_44090310.0, CM084279_1_1512885.1, CM084274_1_4812118.0","35","-0.29","-0.3","0.59","2, 4","3","FALSE"
"110","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084268_1_24031324.1, CM084269_1_1567834.1, CM084275_1_25395480.1, CM084266_1_57883097.1, CM084276_1_37352348.0, CM084269_1_42862718.1, CM084275_1_675849.1, CM084269_1_12905587.0, CM084272_1_43469486.0, CM084278_1_19961223.0, CM084277_1_29208392.1, CM084268_1_82245.1, CM084278_1_20591212.0, CM084264_1_69303583.0, CM084279_1_10157010.1, CM084266_1_69051064.0, CM084268_1_45628.1, CM084273_1_10424357.0, CM084271_1_44090307.1, CM084279_1_1073381.0, CM084276_1_1856078.0, CM084276_1_20157075.1, CM084271_1_44075863.0, CM084279_1_10149633.0, CM084279_1_161041.1, CM084277_1_28144351.0, CM084279_1_10159270.1, CM084276_1_1856630.1, CM084271_1_3805850.1, CM084278_1_16774020.0, CM084276_1_37355346.0, CM084266_1_68322200.1, CM084271_1_44066688.0, CM084277_1_36521175.0, CM084265_1_72368299.1","35","-0.6","-0.45","1.05","2, 4","3","FALSE"
"111","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J166-pH7.bam","CM084274_1_4773495.0, CM084269_1_42862779.0, CM084266_1_58087797.1, CM084271_1_3820313.0, CM084269_1_1556267.0, CM084277_1_30642880.0, CM084270_1_4921089.1, CM084264_1_70173615.0, CM084267_1_6421243.0, CM084265_1_71899680.0, CM084269_1_40337595.0, CM084265_1_69381534.0, CM084265_1_46089443.1, CM084267_1_727876.1, CM084279_1_10149633.1, CM084264_1_34301201.1, CM084265_1_70609248.1, CM084269_1_47265482.0, CM084265_1_59221281.1, CM084272_1_2928852.1, CM084266_1_71160177.0, CM084264_1_34294397.1, CM084268_1_50225502.0, CM084268_1_9292527.1, CM084272_1_18191744.1, CM084268_1_28851946.1, CM084265_1_66689301.1, CM084271_1_30532481.0, CM084276_1_38772791.0, CM084277_1_30505565.0, CM084264_1_6956700.0, CM084274_1_4795479.0, CM084264_1_2738116.1, CM084269_1_42862716.0, CM084269_1_43525440.0","35","-0.29","-0.39","0.68","1, 4","3","FALSE"
"112","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J187-pH7.bam","CM084265_1_976180.0, CM084274_1_5120580.1, CM084264_1_69861955.0, CM084277_1_30611605.1, CM084266_1_63167173.0, CM084265_1_72071409.0, CM084267_1_2908962.1, CM084279_1_1064677.1, CM084268_1_23612506.1, CM084270_1_4751856.0, CM084269_1_41809360.1, CM084271_1_344406.0, CM084277_1_5804570.1, CM084274_1_4708748.0, CM084266_1_71317540.1, CM084279_1_1062128.0, CM084265_1_24898734.0, CM084271_1_7136548.0, CM084276_1_62244.0, CM084270_1_4751853.0, CM084264_1_66522465.1, CM084278_1_15228710.0, CM084265_1_58036330.1, CM084270_1_9408158.1, CM084267_1_2163704.0, CM084272_1_1144109.1, CM084265_1_68019714.1, CM084277_1_5803945.0, CM084276_1_38864870.0, CM084264_1_74191573.1, CM084270_1_46589386.0, CM084265_1_59221220.0, CM084274_1_4769088.0, CM084276_1_38539342.1, CM084274_1_4726637.0","35","-0.28","-0.09","0.37","2, 4","3","FALSE"
"113","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J224-pH7.bam","CM084264_1_2738036.1, CM084273_1_31864421.1, CM084264_1_70471578.1, CM084274_1_4709093.0, CM084268_1_282153.1, CM084276_1_37987483.1, CM084265_1_72368147.1, CM084279_1_992716.1, CM084266_1_70181836.0, CM084276_1_38787723.1, CM084274_1_4709093.1, CM084269_1_39737147.0, CM084273_1_32683016.1, CM084268_1_42008.1, CM084279_1_32666410.1, CM084271_1_44086139.1, CM084274_1_4686932.0, CM084278_1_20735956.1, CM084269_1_15823423.0, CM084265_1_64735335.1, CM084266_1_69085566.1, CM084264_1_71816897.0, CM084272_1_43331300.1, CM084269_1_15823421.0, CM084264_1_72075482.1, CM084268_1_49721854.1, CM084267_1_5161043.1, CM084265_1_785374.0, CM084264_1_64489814.1, CM084268_1_28855794.1, CM084279_1_31073068.1, CM084272_1_1891499.1, CM084274_1_4793177.1, CM084269_1_1567834.1, CM084278_1_20861266.1","35","-0.34","-0.17","0.51","2","3","FALSE"
"114","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084272_1_18194129.1, CM084266_1_57882847.0, CM084268_1_28851913.1, CM084265_1_70801101.1, CM084274_1_3691747.0, CM084277_1_4875961.0, CM084270_1_39395894.1, CM084264_1_8099092.1, CM084271_1_1033797.1, CM084271_1_37237146.1, CM084277_1_30027552.0, CM084274_1_29871125.1, CM084276_1_771556.0, CM084267_1_13229666.1, CM084274_1_4694190.1, CM084266_1_57886490.1, CM084279_1_10157014.1, CM084274_1_3692509.0, CM084273_1_31864741.1, CM084266_1_71166412.0, CM084267_1_52092644.1, CM084271_1_43849883.1, CM084274_1_4778609.1, CM084264_1_74191504.0, CM084276_1_38787722.0, CM084268_1_1326648.1, CM084272_1_33578227.0, CM084264_1_70173624.0, CM084264_1_70173613.0, CM084272_1_1891451.1, CM084264_1_74721251.1, CM084264_1_8098050.0, CM084272_1_41046375.0, CM084271_1_43868201.0, CM084269_1_15818485.0","35","-0.16","-0.13","0.29","2, 4","3","FALSE"
"115","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B2-pH7.bam","CM084265_1_959800.1, CM084278_1_22644747.1, CM084275_1_120808.0, CM084279_1_160989.1, CM084271_1_346616.1, CM084264_1_34294469.0, CM084275_1_675849.1, CM084271_1_3819548.1, CM084278_1_8558506.0, CM084271_1_19655228.0, CM084266_1_69547380.1, CM084276_1_20157323.1, CM084270_1_42355544.0, CM084274_1_42859635.0, CM084276_1_60278.0, CM084268_1_4036222.1, CM084276_1_12383618.0, CM084266_1_62468799.0, CM084278_1_22644846.1, CM084265_1_61648598.1, CM084279_1_32917232.1, CM084265_1_65204740.1, CM084278_1_279354.0, CM084274_1_4870391.0, CM084274_1_4694230.1, CM084265_1_70798989.0, CM084268_1_1326636.1, CM084275_1_23083657.0, CM084271_1_43920589.0, CM084264_1_2737867.0, CM084268_1_50679553.1, CM084274_1_41688611.1, CM084270_1_42348998.0, CM084267_1_2908852.1, CM084266_1_50301523.1","35","0.02","-0.55","0.57","3","3","TRUE"
"116","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J166-pH7.bam","CM084269_1_15809963.0, CM084271_1_10301938.1, CM084271_1_344606.0, CM084269_1_15817354.0, CM084269_1_43525348.0, CM084274_1_4868385.1, CM084265_1_1816569.1, CM084266_1_57889092.1, CM084274_1_4708735.1, CM084264_1_74721251.0, CM084277_1_29780116.0, CM084269_1_45423025.1, CM084264_1_74800241.0, CM084269_1_47265457.0, CM084276_1_38775920.0, CM084265_1_3130643.1, CM084264_1_73283219.0, CM084271_1_26332994.0, CM084269_1_15828545.0, CM084266_1_50301559.1, CM084267_1_9176202.1, CM084277_1_1868694.0, CM084271_1_44090310.1, CM084267_1_52591576.0, CM084279_1_929045.1, CM084267_1_52593725.1, CM084276_1_25813397.1, CM084269_1_43523893.1, CM084270_1_47076329.1, CM084269_1_43524375.1, CM084276_1_7202888.1, CM084269_1_43523897.1, CM084269_1_1563962.0, CM084267_1_2163720.1, CM084265_1_71265314.1","35","-0.25","-0.42","0.67","2, 4","3","FALSE"
"117","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-B5-pH7.bam","CM084265_1_59221383.1, CM084265_1_71925442.0, CM084271_1_44070252.0, CM084271_1_11500090.0, CM084272_1_33606995.1, CM084264_1_6151084.1, CM084279_1_10159270.1, CM084276_1_2855799.0, CM084270_1_42355508.0, CM084272_1_33616442.0, CM084266_1_69723117.1, CM084275_1_327936.0, CM084268_1_3695260.1, CM084267_1_11257252.1, CM084274_1_42859658.0, CM084266_1_70706235.1, CM084275_1_38169321.1, CM084266_1_69545761.1, CM084268_1_46422.0, CM084269_1_15799403.0, CM084277_1_6198970.0, CM084271_1_1033792.0, CM084269_1_46688892.0, CM084268_1_49735243.0, CM084264_1_70466147.0, CM084276_1_38775920.0, CM084265_1_959807.1, CM084265_1_70577871.0, CM084276_1_37353154.1, CM084271_1_44104315.1, CM084265_1_54595174.1, CM084264_1_73311149.0, CM084275_1_312851.1, CM084267_1_2908962.0, CM084274_1_4694239.0","35","0.01","-0.24","0.25","2","3","FALSE"
"118","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J227-pH7.bam","CM084278_1_23547493.0, CM084267_1_2081902.0, CM084279_1_1060874.1, CM084279_1_1062144.1, CM084278_1_23541042.1, CM084273_1_32698879.1, CM084269_1_39737147.0, CM084270_1_42345710.1, CM084264_1_75480216.0, CM084264_1_34294469.1, CM084278_1_20742383.1, CM084266_1_58102684.0, CM084274_1_4868385.0, CM084274_1_5120580.0, CM084266_1_68322173.0, CM084266_1_69063995.0, CM084267_1_9176202.0, CM084264_1_73931171.1, CM084275_1_1304748.0, CM084278_1_279490.0, CM084264_1_70182852.0, CM084268_1_50224886.0, CM084267_1_9176202.1, CM084264_1_73927104.0, CM084270_1_47077463.0, CM084272_1_1596710.0, CM084264_1_61167194.1, CM084274_1_4730203.1, CM084274_1_4793445.1, CM084274_1_4778496.1, CM084266_1_66377769.0, CM084277_1_5804551.1, CM084264_1_73308596.0, CM084270_1_9401006.1, CM084270_1_19464668.0","35","-0.2","-0.22","0.42","2, 4","3","FALSE"
"119","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084265_1_69924624.1, CM084277_1_31027250.0, CM084264_1_6990394.1, CM084267_1_2646656.1, CM084276_1_38773525.1, CM084268_1_50323442.0, CM084264_1_26773648.1, CM084266_1_50301559.1, CM084266_1_67239897.0, CM084264_1_74721244.0, CM084275_1_42592938.0, CM084265_1_72637027.1, CM084265_1_72368245.1, CM084273_1_31864741.0, CM084271_1_37237149.1, CM084278_1_20861266.1, CM084265_1_60215543.0, CM084267_1_2135741.0, CM084268_1_50679570.0, CM084278_1_22656620.1, CM084269_1_46858338.0, CM084271_1_44190489.1, CM084269_1_15812965.1, CM084274_1_21933150.1, CM084265_1_64196855.0, CM084268_1_28845782.0, CM084264_1_72075479.1, CM084275_1_29098881.0, CM084268_1_50693767.0, CM084266_1_57888563.0, CM084264_1_70355057.1, CM084268_1_42863.1, CM084276_1_37352422.1, CM084276_1_38552515.1, CM084267_1_48167440.0","35","-0.05","-0.31","0.36","1, 4","3","FALSE"
"120","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J164-pH7.bam","CM084265_1_70979994.1, CM084269_1_43523950.1, CM084271_1_274033.0, CM084275_1_1303251.1, CM084273_1_31862642.0, CM084265_1_68868203.0, CM084271_1_44083010.0, CM084265_1_59221383.0, CM084264_1_2740285.1, CM084272_1_36474233.0, CM084277_1_30631454.0, CM084268_1_49719731.1, CM084271_1_44134413.1, CM084269_1_43524375.1, CM084267_1_8118616.1, CM084274_1_4694239.0, CM084269_1_15798267.1, CM084265_1_72178237.0, CM084270_1_8242296.1, CM084266_1_68322194.1, CM084275_1_39502454.1, CM084266_1_57889092.0, CM084274_1_3691349.1, CM084279_1_10156951.1, CM084275_1_39774927.1, CM084266_1_52832550.1, CM084275_1_35719388.0, CM084274_1_4727166.0, CM084270_1_26890196.1, CM084268_1_3702289.1, CM084274_1_4694263.1, CM084268_1_9292468.0, CM084276_1_2841296.1, CM084272_1_33578227.1, CM084278_1_22654720.1","35","-0.31","-0.31","0.62","2, 4","3","FALSE"
"121","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-B16-pH7.bam","CM084268_1_49721957.0, CM084278_1_23541019.0, CM084265_1_3130640.1, CM084275_1_23096151.1, CM084278_1_20734519.1, CM084271_1_44086152.0, CM084279_1_993504.0, CM084275_1_35720350.0, CM084278_1_16773822.0, CM084269_1_43523893.1, CM084268_1_50792945.0, CM084267_1_50993981.1, CM084271_1_30532477.0, CM084276_1_6150174.1, CM084279_1_10149628.1, CM084264_1_72054205.1, CM084279_1_10151202.0, CM084271_1_44107457.1, CM084265_1_71925442.1, CM084275_1_38995254.1, CM084279_1_32917233.0, CM084266_1_57886823.0, CM084268_1_49719742.0, CM084268_1_14768218.1, CM084264_1_34300493.0, CM084274_1_4789233.0, CM084264_1_70355068.0, CM084269_1_43528677.0, CM084274_1_42859583.1, CM084266_1_69063996.0, CM084266_1_69806293.1, CM084278_1_20733311.0, CM084271_1_340905.0, CM084275_1_39776469.0, CM084274_1_4870197.1","35","-0.15","-0.54","0.69","1","3","FALSE"
"122","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J187-pH7.bam","CM084276_1_38117387.1, CM084265_1_71826940.1, CM084265_1_66143629.1, CM084266_1_23295918.0, CM084265_1_71820726.1, CM084276_1_38864870.0, CM084274_1_11619945.0, CM084277_1_30953045.0, CM084275_1_312851.0, CM084265_1_68789108.0, CM084274_1_42859658.1, CM084272_1_18574376.1, CM084275_1_39501427.1, CM084276_1_1856932.1, CM084278_1_4074311.0, CM084274_1_4792243.1, CM084267_1_2081902.0, CM084264_1_34301201.0, CM084274_1_4788623.0, CM084266_1_71148883.1, CM084267_1_52896264.1, CM084279_1_1073381.0, CM084269_1_15809964.1, CM084265_1_71831409.1, CM084265_1_14403558.1, CM084274_1_4694916.0, CM084275_1_25393263.0, CM084266_1_57886490.0, CM084265_1_24901859.0, CM084274_1_4674050.0, CM084271_1_1033792.0, CM084277_1_30626985.0, CM084279_1_10150670.0, CM084264_1_6956700.1, CM084269_1_40338566.0","35","0.16","-0.09","0.25","2, 4","3","FALSE"
"123","adapter_trim.F1-B5-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084274_1_4869825.1, CM084272_1_18194972.1, CM084265_1_71828881.0, CM084271_1_43860497.0, CM084265_1_64735421.0, CM084271_1_43868201.0, CM084270_1_10495977.1, CM084264_1_70188213.0, CM084270_1_10495406.1, CM084264_1_34294652.1, CM084279_1_161440.1, CM084265_1_59221322.0, CM084274_1_4773522.1, CM084265_1_69230159.0, CM084268_1_1326648.1, CM084264_1_26771547.0, CM084278_1_4074395.1, CM084278_1_5144630.1, CM084269_1_1556935.0, CM084277_1_10417524.1, CM084277_1_30611507.1, CM084265_1_73061238.0, CM084274_1_5028297.0, CM084272_1_33515314.0, CM084264_1_71718001.1, CM084264_1_75278300.0, CM084279_1_10147216.0, CM084265_1_68869491.0, CM084265_1_19672164.1, CM084274_1_4869791.1, CM084269_1_46688892.0, CM084270_1_10496921.1, CM084264_1_34294033.0, CM084274_1_4694239.0, CM084275_1_25397304.1","35","-0.25","-0.29","0.54","3","3","TRUE"
