"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"51","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084276_1_38287449.1, CM084268_1_42745.1, CM084276_1_2855915.0, CM084269_1_1558064.1, CM084272_1_18188802.0, CM084265_1_68806450.0, CM084272_1_11675265.1, CM084268_1_3704020.1, CM084275_1_39776646.1, CM084275_1_312849.1, CM084273_1_32698886.1, CM084271_1_1034868.1, CM084271_1_7136506.1, CM084275_1_29098655.1, CM084276_1_62244.0, CM084267_1_30269806.0, CM084275_1_39776469.1, CM084265_1_54591384.1, CM084269_1_1556253.0, CM084268_1_1326519.1, CM084265_1_72071376.0, CM084273_1_11263082.0, CM084278_1_20695466.1, CM084270_1_46587624.1, CM084276_1_25809541.0, CM084273_1_42285577.0, CM084266_1_66383611.0, CM084266_1_69625511.1, CM084278_1_25830477.0, CM084264_1_71189810.1, CM084266_1_68515581.1, CM084268_1_28851946.0, CM084269_1_15823421.1, CM084264_1_74721329.1, CM084275_1_267983.0","35","-0.33","-0.54","0.87","1, 4","4","TRUE"
"52","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084272_1_18192676.1, CM084271_1_257149.0, CM084265_1_68786095.1, CM084267_1_30269806.0, CM084265_1_58036330.0, CM084277_1_30611511.0, CM084276_1_1855843.0, CM084279_1_32915269.0, CM084265_1_791030.0, CM084275_1_39491731.1, CM084266_1_62460034.0, CM084267_1_832157.1, CM084271_1_44070260.0, CM084279_1_992716.1, CM084274_1_4704387.1, CM084265_1_71853183.0, CM084265_1_71820616.1, CM084264_1_70175539.1, CM084264_1_65408.0, CM084271_1_44070313.1, CM084268_1_22932623.0, CM084275_1_39501427.0, CM084276_1_38271843.1, CM084274_1_4788669.1, CM084273_1_31865846.0, CM084279_1_1062128.1, CM084269_1_43525214.0, CM084267_1_52092644.1, CM084279_1_1196447.0, CM084274_1_4792351.0, CM084270_1_46587592.1, CM084277_1_5803906.0, CM084276_1_1856888.1, CM084270_1_19464668.0, CM084268_1_3704001.1","35","-0.2","-0.14","0.34","2","4","FALSE"
"53","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084274_1_41835817.1, CM084269_1_12905592.0, CM084265_1_959807.0, CM084264_1_74273479.1, CM084278_1_279479.1, CM084266_1_71166433.0, CM084264_1_74721329.1, CM084272_1_18188620.1, CM084275_1_400292.0, CM084266_1_69095441.0, CM084274_1_4812546.0, CM084269_1_4636404.0, CM084264_1_69757037.1, CM084271_1_19656061.1, CM084279_1_161458.0, CM084277_1_30629891.0, CM084276_1_25809361.1, CM084264_1_73927181.0, CM084272_1_18194192.1, CM084265_1_54591404.0, CM084274_1_3692513.1, CM084274_1_4769088.1, CM084278_1_22656620.1, CM084275_1_39491725.0, CM084277_1_18541349.0, CM084276_1_31737936.0, CM084269_1_35642171.0, CM084269_1_15812965.1, CM084277_1_36519491.0, CM084270_1_46587624.1, CM084268_1_23612506.0, CM084277_1_30631457.1, CM084272_1_18189795.0, CM084271_1_19655820.0, CM084277_1_29781979.1","35","-0.17","-0.07","0.24","2, 4","4","TRUE"
"54","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J223-pH7.bam","CM084264_1_2738036.1, CM084273_1_31864421.1, CM084264_1_70471578.1, CM084274_1_4709093.0, CM084268_1_282153.1, CM084276_1_37987483.1, CM084265_1_72368147.1, CM084279_1_992716.1, CM084266_1_70181836.0, CM084276_1_38787723.1, CM084274_1_4709093.1, CM084269_1_39737147.0, CM084273_1_32683016.1, CM084268_1_42008.1, CM084279_1_32666410.1, CM084271_1_44086139.1, CM084274_1_4686932.0, CM084278_1_20735956.1, CM084269_1_15823423.0, CM084265_1_64735335.1, CM084266_1_69085566.1, CM084264_1_71816897.0, CM084272_1_43331300.1, CM084269_1_15823421.0, CM084264_1_72075482.1, CM084268_1_49721854.1, CM084267_1_5161043.1, CM084265_1_785374.0, CM084264_1_64489814.1, CM084268_1_28855794.1, CM084279_1_31073068.1, CM084272_1_1891499.1, CM084274_1_4793177.1, CM084269_1_1567834.1, CM084278_1_20861266.1","35","-0.56","-0.22","0.78","1","4","FALSE"
"55","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084269_1_12905590.1, CM084266_1_68661769.1, CM084279_1_10149628.0, CM084272_1_18194957.0, CM084271_1_43339301.1, CM084266_1_64723799.0, CM084265_1_794877.0, CM084269_1_1556132.0, CM084268_1_49720512.0, CM084279_1_31409052.1, CM084270_1_47077595.0, CM084271_1_44073395.0, CM084278_1_20734376.1, CM084274_1_4792351.0, CM084268_1_49719639.0, CM084269_1_45280054.0, CM084278_1_31960704.0, CM084265_1_976180.0, CM084275_1_39502397.0, CM084275_1_120808.1, CM084268_1_50225025.1, CM084268_1_45604.0, CM084273_1_31862599.1, CM084269_1_15828548.0, CM084265_1_24901885.1, CM084279_1_10149596.1, CM084269_1_12905566.1, CM084269_1_46693817.0, CM084270_1_4920918.1, CM084265_1_72636291.1, CM084264_1_74076720.1, CM084278_1_23542552.1, CM084275_1_25395479.0, CM084273_1_214008.0, CM084278_1_22665572.0","35","-0.37","-0.75","1.12","2","4","FALSE"
"56","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-B8-pH7.bam","CM084278_1_279354.1, CM084275_1_39502374.0, CM084273_1_31863606.0, CM084269_1_15823117.1, CM084265_1_71925452.0, CM084266_1_68910397.1, CM084264_1_74800272.0, CM084265_1_64586069.0, CM084273_1_32683023.1, CM084266_1_58087045.1, CM084269_1_43524168.0, CM084269_1_15823954.1, CM084268_1_50790925.1, CM084277_1_30631457.0, CM084264_1_71189798.1, CM084264_1_73927178.0, CM084265_1_71831409.1, CM084264_1_70182858.0, CM084269_1_43523893.1, CM084272_1_2073150.0, CM084264_1_64874049.0, CM084266_1_65347060.1, CM084270_1_9411945.1, CM084273_1_31862797.0, CM084274_1_4793173.1, CM084266_1_69056442.1, CM084271_1_257149.0, CM084264_1_69303600.1, CM084267_1_5165671.1, CM084266_1_58087797.0, CM084275_1_25388559.1, CM084274_1_42855649.0, CM084275_1_25395464.1, CM084271_1_3821109.0, CM084268_1_2832736.1","35","-0.28","-0.26","0.54","1","4","FALSE"
"57","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J225-pH7.bam","CM084267_1_700114.0, CM084271_1_3819548.1, CM084264_1_73152605.1, CM084271_1_10301938.0, CM084264_1_66439628.1, CM084277_1_10417489.0, CM084271_1_26325707.1, CM084269_1_46733053.0, CM084266_1_23295280.1, CM084274_1_4796079.1, CM084264_1_75480216.1, CM084273_1_31865846.1, CM084276_1_25813402.1, CM084264_1_73152528.1, CM084267_1_2653035.1, CM084278_1_22667331.0, CM084265_1_65232929.0, CM084274_1_4694522.1, CM084266_1_70400231.0, CM084278_1_20623588.0, CM084266_1_68884692.1, CM084275_1_35722058.1, CM084272_1_33623932.0, CM084265_1_8361584.0, CM084272_1_36474160.1, CM084266_1_71149023.1, CM084272_1_2073141.0, CM084274_1_4694558.1, CM084271_1_10301897.0, CM084270_1_4921089.0, CM084274_1_4862784.1, CM084264_1_26777912.0, CM084278_1_8558512.1, CM084279_1_1062150.1, CM084275_1_35719374.1","35","-0.14","-0.51","0.65","1, 4","4","TRUE"
"58","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J202-pH7.bam","CM084265_1_69924624.1, CM084277_1_31027250.0, CM084264_1_6990394.1, CM084267_1_2646656.1, CM084276_1_38773525.1, CM084268_1_50323442.0, CM084264_1_26773648.1, CM084266_1_50301559.1, CM084266_1_67239897.0, CM084264_1_74721244.0, CM084275_1_42592938.0, CM084265_1_72637027.1, CM084265_1_72368245.1, CM084273_1_31864741.0, CM084271_1_37237149.1, CM084278_1_20861266.1, CM084265_1_60215543.0, CM084267_1_2135741.0, CM084268_1_50679570.0, CM084278_1_22656620.1, CM084269_1_46858338.0, CM084271_1_44190489.1, CM084269_1_15812965.1, CM084274_1_21933150.1, CM084265_1_64196855.0, CM084268_1_28845782.0, CM084264_1_72075479.1, CM084275_1_29098881.0, CM084268_1_50693767.0, CM084266_1_57888563.0, CM084264_1_70355057.1, CM084268_1_42863.1, CM084276_1_37352422.1, CM084276_1_38552515.1, CM084267_1_48167440.0","35","-0.1","-0.48","0.58","3","4","FALSE"
"59","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084270_1_42345710.0, CM084271_1_44091713.1, CM084274_1_7310951.0, CM084274_1_4788638.0, CM084275_1_40519747.0, CM084275_1_66834.0, CM084271_1_290137.1, CM084269_1_1556935.1, CM084270_1_12307506.0, CM084268_1_3695238.1, CM084264_1_64874049.1, CM084268_1_28845522.0, CM084264_1_2740163.0, CM084273_1_31864421.0, CM084278_1_34806817.0, CM084268_1_50225498.0, CM084264_1_74191504.1, CM084272_1_18553651.0, CM084269_1_43525146.1, CM084267_1_51167096.1, CM084267_1_52593725.0, CM084265_1_70979988.1, CM084276_1_62221.1, CM084266_1_50301523.1, CM084265_1_59221155.1, CM084266_1_67235326.1, CM084276_1_38864870.0, CM084270_1_39395913.0, CM084279_1_31065250.0, CM084276_1_38072623.1, CM084278_1_23541775.1, CM084275_1_400262.1, CM084272_1_2073150.0, CM084269_1_4635071.1, CM084267_1_51242797.1","35","-0.31","-0.15","0.46","2","4","FALSE"
"60","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J189-pH7.bam","CM084270_1_42355508.1, CM084276_1_61679.0, CM084266_1_67239899.0, CM084278_1_31960635.0, CM084266_1_64164374.1, CM084276_1_61700.0, CM084279_1_1072380.0, CM084269_1_1556175.0, CM084269_1_15823421.0, CM084272_1_43480818.0, CM084276_1_38772810.0, CM084264_1_2740171.0, CM084265_1_69381534.0, CM084271_1_19655871.1, CM084268_1_50219227.0, CM084278_1_23541042.0, CM084267_1_832165.1, CM084267_1_956424.0, CM084272_1_18191744.0, CM084265_1_70979988.0, CM084267_1_51033717.1, CM084278_1_29698392.1, CM084266_1_63466127.1, CM084279_1_32915269.1, CM084276_1_38970477.1, CM084278_1_22645215.0, CM084271_1_43868149.1, CM084266_1_71149023.0, CM084268_1_50224886.0, CM084267_1_51242797.1, CM084264_1_72117233.1, CM084271_1_7137729.0, CM084269_1_1558034.0, CM084271_1_1033792.0, CM084271_1_43812187.1","35","-0.17","-0.02","0.19","3","4","FALSE"
"61","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B10-pH7.bam","CM084270_1_15641821.0, CM084277_1_1868381.1, CM084279_1_1064676.0, CM084270_1_47077551.1, CM084275_1_120896.0, CM084274_1_4863861.0, CM084276_1_12392691.1, CM084271_1_43868181.1, CM084266_1_57888563.1, CM084269_1_1544562.0, CM084267_1_2653035.1, CM084271_1_26332979.1, CM084275_1_29098876.1, CM084271_1_3821130.1, CM084267_1_8118540.0, CM084264_1_74191573.1, CM084269_1_15823423.0, CM084265_1_59220865.1, CM084276_1_1856094.0, CM084271_1_37244938.0, CM084274_1_5046195.1, CM084271_1_3820373.1, CM084266_1_69632418.0, CM084273_1_21179215.1, CM084271_1_7136506.1, CM084271_1_19655939.1, CM084273_1_32683016.1, CM084277_1_35287266.1, CM084274_1_4792974.0, CM084264_1_70181718.1, CM084275_1_400276.0, CM084265_1_69916749.0, CM084264_1_8099092.1, CM084265_1_69007603.0, CM084276_1_2874135.0","35","-0.32","-0.48","0.8","3","4","FALSE"
"62","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F2-J205-pH7.bam","CM084266_1_69806294.0, CM084264_1_68688356.0, CM084269_1_45420483.1, CM084271_1_3819803.1, CM084267_1_11257244.0, CM084271_1_11500090.1, CM084274_1_42473136.0, CM084268_1_22040364.0, CM084274_1_42294261.0, CM084266_1_1233079.1, CM084264_1_2740171.0, CM084266_1_69051080.0, CM084269_1_15827787.0, CM084275_1_327388.0, CM084266_1_58087797.0, CM084265_1_790962.0, CM084270_1_11478201.1, CM084268_1_2832742.0, CM084273_1_31862762.0, CM084264_1_70174668.0, CM084273_1_31864741.0, CM084265_1_64196855.0, CM084275_1_25388546.1, CM084269_1_1572335.1, CM084274_1_4868385.1, CM084266_1_69063996.1, CM084265_1_71899680.0, CM084272_1_33462360.1, CM084265_1_59221308.0, CM084264_1_69861955.1, CM084274_1_4863902.1, CM084272_1_9070882.0, CM084264_1_26777912.0, CM084276_1_37352420.1, CM084274_1_4795062.1","35","0.1","-0.05","0.15","1","4","FALSE"
"63","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J221-pH7.bam","CM084267_1_50392657.0, CM084265_1_73060663.0, CM084264_1_34294397.0, CM084268_1_4550920.1, CM084268_1_42863.0, CM084271_1_7136527.0, CM084271_1_43339301.1, CM084273_1_10381194.1, CM084267_1_50994309.1, CM084264_1_64487824.1, CM084265_1_14403550.0, CM084268_1_276378.1, CM084268_1_1326519.0, CM084276_1_60278.0, CM084278_1_20867809.0, CM084266_1_68322200.0, CM084274_1_4796871.0, CM084264_1_70171655.1, CM084269_1_12905566.1, CM084265_1_66143640.1, CM084271_1_43860460.1, CM084269_1_43527808.1, CM084264_1_73886234.0, CM084274_1_4674060.0, CM084278_1_16774023.1, CM084279_1_10147738.0, CM084268_1_3703420.1, CM084276_1_1847305.1, CM084268_1_50225502.1, CM084266_1_69723117.0, CM084264_1_69287336.1, CM084274_1_4788621.1, CM084268_1_43541.1, CM084268_1_50202371.0, CM084264_1_75512053.1","35","-0.47","-0.53","1","3","4","FALSE"
"64","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084270_1_42345710.0, CM084271_1_44091713.1, CM084274_1_7310951.0, CM084274_1_4788638.0, CM084275_1_40519747.0, CM084275_1_66834.0, CM084271_1_290137.1, CM084269_1_1556935.1, CM084270_1_12307506.0, CM084268_1_3695238.1, CM084264_1_64874049.1, CM084268_1_28845522.0, CM084264_1_2740163.0, CM084273_1_31864421.0, CM084278_1_34806817.0, CM084268_1_50225498.0, CM084264_1_74191504.1, CM084272_1_18553651.0, CM084269_1_43525146.1, CM084267_1_51167096.1, CM084267_1_52593725.0, CM084265_1_70979988.1, CM084276_1_62221.1, CM084266_1_50301523.1, CM084265_1_59221155.1, CM084266_1_67235326.1, CM084276_1_38864870.0, CM084270_1_39395913.0, CM084279_1_31065250.0, CM084276_1_38072623.1, CM084278_1_23541775.1, CM084275_1_400262.1, CM084272_1_2073150.0, CM084269_1_4635071.1, CM084267_1_51242797.1","35","-0.26","-0.12","0.38","2, 4","4","TRUE"
"65","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J204-pH7.bam","CM084264_1_73927181.1, CM084268_1_49719731.0, CM084264_1_70182851.0, CM084268_1_28845439.0, CM084267_1_51248425.0, CM084265_1_71826461.1, CM084266_1_68907025.0, CM084274_1_34977123.0, CM084273_1_31862854.1, CM084277_1_18535877.0, CM084267_1_2104179.1, CM084267_1_6421555.1, CM084266_1_63195133.0, CM084278_1_23542073.0, CM084278_1_22645215.0, CM084268_1_50200472.0, CM084278_1_15228737.0, CM084274_1_4789702.1, CM084266_1_50301524.0, CM084269_1_35627080.0, CM084264_1_70466179.1, CM084274_1_4066885.0, CM084277_1_29780153.0, CM084271_1_1054026.0, CM084269_1_46692137.0, CM084277_1_5803945.0, CM084276_1_38558690.0, CM084275_1_25393416.1, CM084269_1_12905592.0, CM084265_1_66143640.0, CM084264_1_70185106.1, CM084266_1_68322194.1, CM084264_1_8112731.1, CM084265_1_1816569.1, CM084273_1_31862476.1","35","-0.21","-0.18","0.39","3","4","FALSE"
"66","adapter_trim.F1-B11-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J201-pH7.bam","CM084264_1_68688975.0, CM084271_1_44106803.0, CM084278_1_22667324.1, CM084276_1_12392697.1, CM084277_1_30027539.0, CM084275_1_39776469.1, CM084265_1_68806414.0, CM084278_1_22667320.0, CM084276_1_12399731.1, CM084267_1_2135741.0, CM084267_1_2309126.0, CM084268_1_28855779.1, CM084271_1_44105575.0, CM084271_1_7136506.1, CM084275_1_25400810.1, CM084271_1_44075859.0, CM084273_1_31865846.0, CM084269_1_47265506.1, CM084264_1_61167189.1, CM084265_1_68789108.1, CM084266_1_816291.0, CM084269_1_40451676.0, CM084264_1_74721251.1, CM084275_1_39776469.0, CM084276_1_38787723.0, CM084270_1_46587592.1, CM084269_1_45238132.0, CM084268_1_1326519.1, CM084265_1_959800.1, CM084278_1_20735956.1, CM084268_1_22932611.1, CM084269_1_15809964.0, CM084274_1_4869791.1, CM084264_1_70174613.1, CM084275_1_36059252.0","35","-0.46","-0.28","0.74","3","4","FALSE"
"67","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F2-J189-pH7.bam","CM084271_1_3820313.0, CM084264_1_74266357.1, CM084272_1_18194129.1, CM084269_1_42862707.1, CM084269_1_43525146.1, CM084269_1_39737144.1, CM084269_1_15809861.0, CM084266_1_65571765.0, CM084275_1_66834.0, CM084265_1_72368258.0, CM084268_1_50224896.1, CM084277_1_5804933.1, CM084276_1_38489687.1, CM084277_1_29208392.0, CM084269_1_1572991.0, CM084272_1_2073148.1, CM084264_1_73931024.1, CM084271_1_3823416.0, CM084265_1_66143629.1, CM084265_1_64765147.0, CM084264_1_69534058.1, CM084276_1_7202997.0, CM084264_1_6151081.0, CM084268_1_22932623.1, CM084264_1_70175500.1, CM084264_1_73927181.1, CM084266_1_1230901.0, CM084264_1_26773649.0, CM084271_1_257113.0, CM084268_1_2720910.1, CM084278_1_22645215.1, CM084274_1_4869791.0, CM084275_1_39774847.0, CM084271_1_7136527.0, CM084278_1_22654264.0","35","-0.26","-0.37","0.63","1, 4","3","FALSE"
"68","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B25-pH7.bam","CM084264_1_66522465.1, CM084271_1_19655878.1, CM084265_1_959807.0, CM084265_1_71794141.1, CM084264_1_26771545.0, CM084279_1_31073085.1, CM084265_1_60316158.0, CM084275_1_40706385.1, CM084268_1_28845336.0, CM084266_1_57888563.1, CM084266_1_50301523.0, CM084274_1_4694190.0, CM084264_1_73180493.1, CM084274_1_5028297.0, CM084267_1_51248425.0, CM084266_1_1233079.0, CM084274_1_4769088.0, CM084276_1_1855851.1, CM084276_1_38775924.1, CM084276_1_2855903.1, CM084275_1_8878532.1, CM084276_1_37353162.0, CM084269_1_46688972.0, CM084264_1_73604686.1, CM084266_1_69632417.1, CM084269_1_47265457.0, CM084264_1_72118705.1, CM084269_1_15809861.0, CM084269_1_40338566.0, CM084267_1_52896140.0, CM084269_1_45238247.0, CM084275_1_19996650.1, CM084269_1_4628748.1, CM084268_1_42745.0, CM084268_1_3704024.0","35","-0.51","0.05","0.56","2, 4","3","FALSE"
"69","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J203-pH7.bam","CM084278_1_279354.1, CM084275_1_39502374.0, CM084273_1_31863606.0, CM084269_1_15823117.1, CM084265_1_71925452.0, CM084266_1_68910397.1, CM084264_1_74800272.0, CM084265_1_64586069.0, CM084273_1_32683023.1, CM084266_1_58087045.1, CM084269_1_43524168.0, CM084269_1_15823954.1, CM084268_1_50790925.1, CM084277_1_30631457.0, CM084264_1_71189798.1, CM084264_1_73927178.0, CM084265_1_71831409.1, CM084264_1_70182858.0, CM084269_1_43523893.1, CM084272_1_2073150.0, CM084264_1_64874049.0, CM084266_1_65347060.1, CM084270_1_9411945.1, CM084273_1_31862797.0, CM084274_1_4793173.1, CM084266_1_69056442.1, CM084271_1_257149.0, CM084264_1_69303600.1, CM084267_1_5165671.1, CM084266_1_58087797.0, CM084275_1_25388559.1, CM084274_1_42855649.0, CM084275_1_25395464.1, CM084271_1_3821109.0, CM084268_1_2832736.1","35","-0.17","-0.18","0.35","3","3","TRUE"
"70","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-J165-pH7.bam","CM084274_1_4694558.0, CM084265_1_73060663.1, CM084271_1_19655228.0, CM084265_1_68074267.1, CM084265_1_65232929.0, CM084271_1_44075853.1, CM084265_1_1118730.1, CM084274_1_3691763.0, CM084264_1_66439902.1, CM084269_1_1556253.0, CM084267_1_52776062.1, CM084272_1_44059285.1, CM084265_1_73061223.1, CM084271_1_43868181.0, CM084268_1_2713890.1, CM084268_1_2832731.1, CM084274_1_4789702.0, CM084268_1_4550920.0, CM084277_1_29782026.0, CM084267_1_4505260.0, CM084264_1_71189810.1, CM084279_1_32641182.0, CM084271_1_287653.1, CM084266_1_23321803.0, CM084272_1_33453681.0, CM084264_1_75278300.0, CM084267_1_11257262.1, CM084271_1_3823416.1, CM084274_1_4863175.1, CM084275_1_77171.1, CM084264_1_26771521.1, CM084264_1_74800272.0, CM084264_1_61167140.0, CM084264_1_8098032.0, CM084264_1_70391024.0","35","-0.13","-0.1","0.23","2, 4","3","FALSE"
"71","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B20-pH8.bam","adapter_trim.F2-J164-pH7.bam","CM084266_1_70743740.1, CM084266_1_69063996.0, CM084264_1_69287134.0, CM084274_1_4694282.0, CM084272_1_18194019.0, CM084273_1_214008.1, CM084268_1_50225470.0, CM084266_1_64164374.0, CM084272_1_1894337.1, CM084272_1_36474234.1, CM084279_1_1064680.0, CM084270_1_26890196.1, CM084272_1_33617974.1, CM084265_1_66688742.1, CM084264_1_66561935.1, CM084269_1_35627219.1, CM084269_1_43528607.1, CM084264_1_61167140.1, CM084269_1_4636883.0, CM084275_1_319814.1, CM084267_1_6421227.1, CM084268_1_1326643.1, CM084278_1_23541053.0, CM084268_1_50323846.0, CM084272_1_25266666.1, CM084266_1_62460055.0, CM084272_1_18189795.0, CM084279_1_10159270.0, CM084269_1_1567462.1, CM084273_1_31865717.0, CM084276_1_12392691.1, CM084277_1_30611496.1, CM084277_1_5803909.1, CM084268_1_50681546.1, CM084270_1_1553326.1","35","0.13","0.18","0.31","2","3","FALSE"
"72","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B10-pH7.bam","CM084271_1_3820313.0, CM084264_1_74266357.1, CM084272_1_18194129.1, CM084269_1_42862707.1, CM084269_1_43525146.1, CM084269_1_39737144.1, CM084269_1_15809861.0, CM084266_1_65571765.0, CM084275_1_66834.0, CM084265_1_72368258.0, CM084268_1_50224896.1, CM084277_1_5804933.1, CM084276_1_38489687.1, CM084277_1_29208392.0, CM084269_1_1572991.0, CM084272_1_2073148.1, CM084264_1_73931024.1, CM084271_1_3823416.0, CM084265_1_66143629.1, CM084265_1_64765147.0, CM084264_1_69534058.1, CM084276_1_7202997.0, CM084264_1_6151081.0, CM084268_1_22932623.1, CM084264_1_70175500.1, CM084264_1_73927181.1, CM084266_1_1230901.0, CM084264_1_26773649.0, CM084271_1_257113.0, CM084268_1_2720910.1, CM084278_1_22645215.1, CM084274_1_4869791.0, CM084275_1_39774847.0, CM084271_1_7136527.0, CM084278_1_22654264.0","35","-0.2","-0.39","0.59","3","3","TRUE"
"73","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-J203-pH7.bam","CM084266_1_69623578.0, CM084279_1_1871842.0, CM084268_1_50679570.1, CM084267_1_11257262.1, CM084266_1_816291.0, CM084277_1_6198938.0, CM084266_1_58087045.1, CM084269_1_1544562.0, CM084266_1_68659587.1, CM084271_1_290137.1, CM084271_1_19655927.1, CM084265_1_59221309.1, CM084269_1_43524676.0, CM084266_1_1230887.0, CM084266_1_808035.0, CM084268_1_50790919.0, CM084275_1_661848.0, CM084270_1_46587607.1, CM084271_1_44134413.1, CM084271_1_19655226.0, CM084266_1_71317540.0, CM084276_1_38797638.1, CM084276_1_1847190.1, CM084266_1_58102684.0, CM084274_1_4792974.1, CM084269_1_1572991.1, CM084276_1_38117244.0, CM084269_1_43523945.0, CM084267_1_51000174.0, CM084268_1_28845336.1, CM084264_1_2740137.0, CM084265_1_68806425.1, CM084268_1_50202371.1, CM084276_1_38552504.1, CM084272_1_33515302.1","35","-0.6","-0.26","0.86","3","3","TRUE"
"74","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F2-B25-pH7.bam","CM084276_1_38117387.1, CM084265_1_71826940.1, CM084265_1_66143629.1, CM084266_1_23295918.0, CM084265_1_71820726.1, CM084276_1_38864870.0, CM084274_1_11619945.0, CM084277_1_30953045.0, CM084275_1_312851.0, CM084265_1_68789108.0, CM084274_1_42859658.1, CM084272_1_18574376.1, CM084275_1_39501427.1, CM084276_1_1856932.1, CM084278_1_4074311.0, CM084274_1_4792243.1, CM084267_1_2081902.0, CM084264_1_34301201.0, CM084274_1_4788623.0, CM084266_1_71148883.1, CM084267_1_52896264.1, CM084279_1_1073381.0, CM084269_1_15809964.1, CM084265_1_71831409.1, CM084265_1_14403558.1, CM084274_1_4694916.0, CM084275_1_25393263.0, CM084266_1_57886490.0, CM084265_1_24901859.0, CM084274_1_4674050.0, CM084271_1_1033792.0, CM084277_1_30626985.0, CM084279_1_10150670.0, CM084264_1_6956700.1, CM084269_1_40338566.0","35","0.02","-0.28","0.3","3","3","TRUE"
"75","adapter_trim.F1-B3-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F2-B4-pH7.bam","CM084279_1_31409052.0, CM084276_1_38285696.0, CM084276_1_2857930.0, CM084267_1_2908060.1, CM084271_1_256574.1, CM084270_1_13944196.0, CM084269_1_43524676.1, CM084269_1_1567498.0, CM084267_1_5882424.0, CM084274_1_4864753.0, CM084266_1_62460058.1, CM084267_1_6421475.0, CM084264_1_34294487.0, CM084273_1_7839417.0, CM084268_1_50219223.1, CM084269_1_15827788.1, CM084270_1_4920968.0, CM084273_1_7826703.0, CM084277_1_30626985.0, CM084278_1_29698392.0, CM084269_1_43528550.0, CM084274_1_4792130.1, CM084265_1_72368293.1, CM084266_1_63167173.0, CM084265_1_73060807.0, CM084265_1_3130640.0, CM084276_1_38539465.1, CM084270_1_9408158.0, CM084277_1_10628755.0, CM084275_1_312853.0, CM084275_1_25393263.1, CM084265_1_71926735.0, CM084271_1_11500058.1, CM084275_1_319193.0, CM084271_1_1052214.0","35","-0.53","-0.55","1.08","2, 4","3","FALSE"
