"","id","dam","sire","absLLRtotal","Fertilization_pairs","loci"
"31","adapter_trim.F2-J26-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.85,FALSE,"CM084271_1_7136527.1, CM084272_1_27414394.1, CM084274_1_34977123.1, CM084269_1_43523784.0, CM084271_1_44090328.0, CM084270_1_9411968.1, CM084269_1_42862779.0, CM084270_1_39395894.0, CM084264_1_69534058.0, CM084269_1_1572991.1, CM084269_1_4628748.0, CM084278_1_30230906.0, CM084276_1_38558690.0, CM084274_1_42855649.0, CM084264_1_12084151.1, CM084273_1_214007.0, CM084264_1_26777912.0, CM084271_1_44069731.1, CM084265_1_66689301.0, CM084264_1_74191575.1, CM084266_1_69056442.0, CM084274_1_4868366.1, CM084274_1_5046215.0, CM084270_1_972098.1, CM084265_1_70800987.0, CM084264_1_73604407.0, CM084272_1_2073148.0, CM084276_1_1856902.0, CM084268_1_50679553.1, CM084276_1_38117403.0"
"32","adapter_trim.F2-B22-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.7,FALSE,"CM084265_1_794877.0, CM084269_1_1567360.1, CM084278_1_22657588.1, CM084275_1_1304704.1, CM084264_1_73291573.0, CM084276_1_38285682.0, CM084265_1_59221155.0, CM084278_1_20742383.1, CM084274_1_42859637.1, CM084279_1_32640622.1, CM084279_1_992716.1, CM084265_1_67424061.0, CM084268_1_24031246.1, CM084271_1_257149.0, CM084276_1_12392691.0, CM084271_1_1033792.1, CM084277_1_30168398.0, CM084273_1_31862599.0, CM084269_1_4625304.0, CM084275_1_25393422.0, CM084264_1_69862119.1, CM084265_1_59221213.1, CM084278_1_22667320.1, CM084272_1_33503437.0, CM084278_1_17460152.0, CM084274_1_4694202.0, CM084278_1_20735956.0, CM084276_1_38787722.0, CM084271_1_3823416.0, CM084265_1_71825876.0"
"33","adapter_trim.F2-J46-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.65,FALSE,"CM084266_1_57889092.0, CM084272_1_1584317.1, CM084272_1_33617974.0, CM084272_1_43331300.1, CM084273_1_31866838.1, CM084273_1_10381194.0, CM084277_1_29780641.1, CM084279_1_32649961.0, CM084279_1_10147284.1, CM084275_1_38995260.0, CM084274_1_6125560.0, CM084272_1_33515314.1, CM084269_1_1541112.1, CM084279_1_649336.1, CM084265_1_50947034.1, CM084267_1_8118654.0, CM084269_1_15799390.1, CM084265_1_71925486.1, CM084271_1_44107457.0, CM084271_1_44090307.0, CM084275_1_120896.1, CM084278_1_20591181.1, CM084272_1_33597692.1, CM084273_1_31863606.1, CM084274_1_4867255.1, CM084268_1_3692649.1, CM084272_1_18194306.0, CM084270_1_972098.0, CM084265_1_64584031.1, CM084265_1_72636291.0"
"34","adapter_trim.F2-J43-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.55,FALSE,"CM084270_1_8242343.1, CM084266_1_71149023.0, CM084269_1_43523945.0, CM084268_1_2717677.0, CM084279_1_929045.0, CM084268_1_3703420.1, CM084264_1_73927104.1, CM084268_1_1326648.0, CM084265_1_70609247.0, CM084265_1_64733395.1, CM084264_1_26771529.1, CM084269_1_1558034.0, CM084276_1_20157071.1, CM084278_1_20734513.1, CM084264_1_73926160.0, CM084275_1_23096151.1, CM084274_1_4868366.0, CM084279_1_32640564.1, CM084266_1_70706208.0, CM084274_1_4709636.0, CM084273_1_31862476.0, CM084271_1_44090335.1, CM084264_1_8233152.0, CM084270_1_46588167.0, CM084279_1_31075821.0, CM084265_1_70607188.1, CM084278_1_20734518.1, CM084264_1_69862119.0, CM084276_1_1510348.0, CM084279_1_1882771.1"
"35","adapter_trim.F2-J66-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B4-pH75.bam",0.84,TRUE,"CM084268_1_28845446.0, CM084278_1_20734376.0, CM084265_1_71831292.1, CM084279_1_31409578.0, CM084268_1_50219223.0, CM084276_1_38775936.0, CM084264_1_70182858.0, CM084272_1_1327530.0, CM084266_1_50301498.0, CM084271_1_43868201.0, CM084278_1_22667296.1, CM084265_1_72368245.1, CM084266_1_70743731.0, CM084266_1_57882573.1, CM084279_1_1072380.0, CM084268_1_282153.1, CM084267_1_2081902.0, CM084270_1_47103324.0, CM084273_1_32683016.1, CM084266_1_68960355.0, CM084271_1_3814120.1, CM084269_1_47563826.1, CM084267_1_2104179.0, CM084275_1_40706380.0, CM084265_1_69913596.0, CM084278_1_8558566.1, CM084267_1_2908957.0, CM084274_1_4778496.1, CM084270_1_1391764.1, CM084274_1_4864007.1"
"36","adapter_trim.F2-B5-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B8-pH75.bam",0.53,TRUE,"CM084279_1_1072330.0, CM084268_1_3691704.1, CM084264_1_70466154.0, CM084277_1_31027256.0, CM084271_1_39686056.1, CM084266_1_63195133.0, CM084274_1_12659015.0, CM084268_1_50321875.1, CM084272_1_11675265.0, CM084267_1_6421227.1, CM084266_1_69806294.0, CM084279_1_32666444.0, CM084276_1_38557410.1, CM084276_1_38773527.0, CM084277_1_30611564.1, CM084279_1_10156950.1, CM084265_1_73061238.0, CM084278_1_16774412.1, CM084264_1_8098035.0, CM084265_1_72992174.1, CM084276_1_25975836.1, CM084266_1_66377772.1, CM084265_1_66141830.1, CM084266_1_69547380.0, CM084276_1_38772810.0, CM084266_1_69052082.0, CM084277_1_29781979.0, CM084264_1_73927178.1, CM084268_1_28851946.0, CM084266_1_61737006.1"
"37","adapter_trim.F2-J3-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B8-pH75.bam",1.53,FALSE,"CM084268_1_50200456.1, CM084265_1_69230172.1, CM084268_1_18512798.1, CM084273_1_31863792.0, CM084268_1_28845522.1, CM084274_1_4773524.0, CM084267_1_51167077.1, CM084278_1_22657612.1, CM084265_1_71899669.1, CM084275_1_25388546.0, CM084271_1_43851366.0, CM084275_1_39502454.0, CM084264_1_75338719.0, CM084271_1_44104300.1, CM084266_1_23411289.1, CM084279_1_16586120.0, CM084264_1_72011674.0, CM084264_1_65945.1, CM084275_1_327936.0, CM084274_1_4795858.1, CM084274_1_3688102.1, CM084278_1_22657612.1, CM084267_1_2910789.1, CM084266_1_67239927.1, CM084267_1_832141.1, CM084277_1_30168380.1, CM084270_1_39396029.0, CM084268_1_50225017.0, CM084276_1_1856630.1, CM084269_1_46858338.0"
"38","adapter_trim.F2-J29-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F1-B8-pH75.bam",0.92,FALSE,"CM084267_1_52112064.1, CM084266_1_23295283.0, CM084274_1_42859664.1, CM084278_1_23541049.0, CM084274_1_3692385.1, CM084268_1_28845522.1, CM084267_1_30269806.0, CM084274_1_43102349.0, CM084274_1_4715467.0, CM084274_1_4671994.1, CM084279_1_161440.0, CM084273_1_31862854.0, CM084274_1_4695002.0, CM084268_1_50792945.0, CM084268_1_3695238.1, CM084275_1_39491731.0, CM084265_1_71926735.1, CM084265_1_61648598.0, CM084269_1_12905592.0, CM084274_1_4796884.0, CM084277_1_29208393.1, CM084266_1_65401945.0, CM084266_1_57886490.0, CM084266_1_70706207.1, CM084268_1_50225502.1, CM084267_1_52593725.1, CM084265_1_1118701.0, CM084268_1_18519472.0, CM084276_1_61700.1, CM084265_1_71265340.1"
"39","adapter_trim.F2-J46-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B8-pH75.bam",0.65,FALSE,"CM084271_1_37237146.0, CM084267_1_9176202.0, CM084265_1_1816585.0, CM084268_1_3697521.1, CM084270_1_32126728.1, CM084275_1_25395524.1, CM084271_1_44070313.1, CM084264_1_26777914.1, CM084271_1_30532481.1, CM084265_1_69915221.1, CM084277_1_29208310.1, CM084266_1_65298589.0, CM084278_1_20734376.1, CM084279_1_10150672.0, CM084275_1_4345059.0, CM084274_1_4796079.1, CM084270_1_32126729.1, CM084274_1_4796888.1, CM084268_1_49082756.1, CM084274_1_4695205.1, CM084272_1_33589893.1, CM084264_1_64489814.0, CM084275_1_29098881.0, CM084270_1_8242343.0, CM084264_1_74721251.1, CM084275_1_23095998.1, CM084272_1_18188620.1, CM084278_1_4074311.1, CM084267_1_13261525.1, CM084269_1_12905572.0"
"40","adapter_trim.F2-B3-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B8-pH75.bam",0.52,FALSE,"CM084265_1_58484259.0, CM084266_1_69806378.0, CM084276_1_12399731.1, CM084264_1_61167161.0, CM084271_1_274033.0, CM084264_1_72075461.0, CM084276_1_1856078.1, CM084264_1_64487845.0, CM084277_1_30165082.1, CM084271_1_44070252.1, CM084264_1_73311139.1, CM084264_1_70182858.1, CM084265_1_64735421.0, CM084274_1_21938486.0, CM084278_1_23554765.1, CM084269_1_1556257.0, CM084279_1_10150670.1, CM084267_1_2908966.1, CM084267_1_2081906.1, CM084276_1_38961028.1, CM084278_1_22665046.1, CM084268_1_23612534.0, CM084267_1_6421555.1, CM084272_1_1308683.0, CM084269_1_35627096.0, CM084276_1_38117403.0, CM084266_1_64726584.1, CM084278_1_20861266.1, CM084265_1_59221213.0, CM084264_1_70355057.0"
"41","adapter_trim.F2-J8-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.95,TRUE,"CM084264_1_66439628.0, CM084274_1_4868380.1, CM084271_1_274110.0, CM084273_1_32683002.0, CM084265_1_66688742.1, CM084266_1_57886823.1, CM084269_1_12905562.0, CM084275_1_675849.0, CM084266_1_70181797.1, CM084268_1_42010.0, CM084269_1_43525214.1, CM084278_1_20625578.0, CM084279_1_10156951.0, CM084266_1_57882606.0, CM084266_1_63466127.1, CM084265_1_64735440.0, CM084270_1_47077465.1, CM084265_1_69381551.1, CM084277_1_36519423.1, CM084267_1_48167440.0, CM084271_1_3818665.1, CM084275_1_1304748.0, CM084276_1_1625257.1, CM084265_1_64196870.0, CM084266_1_69141161.0, CM084264_1_34300493.1, CM084271_1_289999.1, CM084268_1_2832731.0, CM084272_1_36474231.0, CM084278_1_22664889.1"
"42","adapter_trim.F2-J30-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.94,FALSE,"CM084266_1_57885157.0, CM084278_1_23541053.1, CM084268_1_50323442.1, CM084266_1_68478650.0, CM084276_1_38072633.1, CM084265_1_71925202.0, CM084274_1_4694558.1, CM084276_1_11705154.0, CM084279_1_10151202.0, CM084275_1_38169338.0, CM084269_1_43528677.1, CM084266_1_67239927.0, CM084267_1_52112064.1, CM084265_1_72368299.0, CM084271_1_379052.1, CM084265_1_71265331.1, CM084265_1_73061238.0, CM084264_1_70456944.1, CM084276_1_37352348.0, CM084273_1_31862312.0, CM084277_1_30168073.1, CM084266_1_57889053.0, CM084269_1_1526868.0, CM084267_1_5830233.0, CM084267_1_2135737.1, CM084270_1_8444546.1, CM084269_1_40438751.0, CM084266_1_58087794.0, CM084267_1_2652774.1, CM084272_1_43469486.0"
"43","adapter_trim.F2-J69-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.89,TRUE,"CM084277_1_18535878.1, CM084264_1_69865995.0, CM084269_1_15817354.0, CM084275_1_20000943.1, CM084271_1_44069731.0, CM084265_1_64733395.1, CM084273_1_42285577.1, CM084274_1_4708749.0, CM084273_1_31862646.1, CM084264_1_72117221.0, CM084264_1_72054047.0, CM084264_1_72912659.1, CM084275_1_319814.0, CM084264_1_65945.0, CM084274_1_4729950.1, CM084264_1_64489814.0, CM084265_1_46089443.1, CM084276_1_38772810.1, CM084268_1_28845439.0, CM084279_1_1062135.0, CM084266_1_57882817.0, CM084276_1_25809512.0, CM084264_1_61227529.1, CM084275_1_661848.1, CM084271_1_337322.1, CM084274_1_4708834.1, CM084268_1_276378.0, CM084269_1_15812965.1, CM084264_1_68688357.1, CM084277_1_10417489.0"
"44","adapter_trim.F2-J12-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.75,FALSE,"CM084272_1_18194972.1, CM084275_1_23095265.0, CM084271_1_379028.0, CM084265_1_68807639.1, CM084264_1_69294926.1, CM084279_1_1196450.0, CM084267_1_51033717.0, CM084272_1_33453618.1, CM084269_1_15827787.1, CM084278_1_20736236.1, CM084271_1_44106803.1, CM084266_1_69085559.0, CM084267_1_30270830.0, CM084265_1_73060810.1, CM084276_1_2841292.1, CM084265_1_64735335.1, CM084279_1_31073068.0, CM084274_1_4795479.1, CM084275_1_39780958.1, CM084268_1_49533758.1, CM084265_1_71925176.1, CM084271_1_379038.0, CM084277_1_10628755.1, CM084274_1_4709677.0, CM084275_1_23095308.1, CM084272_1_18192676.1, CM084265_1_61648596.0, CM084274_1_41688609.0, CM084265_1_72368293.0, CM084273_1_31865682.0"
"45","adapter_trim.F2-J2-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.86,TRUE,"CM084270_1_47077588.1, CM084278_1_22644747.1, CM084266_1_66377784.0, CM084264_1_26777912.1, CM084269_1_15823188.1, CM084269_1_35627061.0, CM084269_1_15813148.0, CM084272_1_1308695.0, CM084274_1_4798803.0, CM084268_1_42024.1, CM084271_1_43816629.1, CM084279_1_161041.1, CM084275_1_25393266.1, CM084264_1_65422.0, CM084264_1_74721244.1, CM084271_1_39686056.0, CM084265_1_71797896.0, CM084274_1_4798805.0, CM084271_1_379032.0, CM084266_1_57882838.1, CM084266_1_69050667.1, CM084276_1_12392697.0, CM084265_1_71265301.1, CM084265_1_68798193.0, CM084274_1_4723647.0, CM084268_1_18512751.0, CM084274_1_4869944.0, CM084270_1_8444572.0, CM084265_1_64733395.0, CM084278_1_22665572.0"
"46","adapter_trim.F2-J70-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B9-pH75.bam",0.74,FALSE,"CM084279_1_33014997.1, CM084271_1_1034868.0, CM084267_1_2908957.0, CM084276_1_4855640.0, CM084276_1_37353147.0, CM084273_1_31862179.0, CM084266_1_66485296.0, CM084268_1_22040366.0, CM084264_1_39013.1, CM084272_1_1894340.1, CM084277_1_30026693.1, CM084276_1_25975836.1, CM084267_1_5952857.0, CM084266_1_71166433.1, CM084279_1_1079183.0, CM084276_1_38489687.1, CM084265_1_71853183.0, CM084274_1_4778747.0, CM084270_1_47077463.1, CM084265_1_3130640.0, CM084264_1_72054047.1, CM084265_1_59221213.0, CM084279_1_32666436.1, CM084272_1_18194972.0, CM084277_1_30611605.1, CM084279_1_10156950.1, CM084279_1_10156946.1, CM084266_1_52832550.1, CM084267_1_50994309.0, CM084266_1_69623578.1"
"47","adapter_trim.F2-J5-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F1-B9-pH75.bam",1.12,FALSE,"CM084275_1_39502454.0, CM084275_1_66811.1, CM084268_1_50216537.0, CM084271_1_43868125.1, CM084279_1_649336.0, CM084265_1_68807625.0, CM084264_1_66439628.1, CM084265_1_68786095.0, CM084265_1_65233014.1, CM084275_1_23083662.1, CM084265_1_68798193.0, CM084266_1_64002578.1, CM084276_1_56048.1, CM084276_1_38271843.1, CM084268_1_50321875.1, CM084269_1_4636883.1, CM084269_1_35627054.0, CM084271_1_256611.1, CM084276_1_38785557.1, CM084268_1_938570.1, CM084269_1_46733079.0, CM084267_1_2426163.0, CM084264_1_70173624.1, CM084278_1_4074392.0, CM084274_1_4864709.0, CM084274_1_4795903.1, CM084270_1_19461856.1, CM084279_1_649298.0, CM084279_1_32662843.0, CM084278_1_22665042.0"
