"","id","dam","sire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs","loci"
"42","adapter_trim.F1-J105-pH8.bam","adapter_trim.F0-B13.bam","adapter_trim.F0-B2.bam","-0.62","1, 2, 4","2, 4, 5","TRUE","CM084270_1_47076329.1, CM084276_1_38072633.1, CM084277_1_4875899.1, CM084271_1_7136506.1, CM084266_1_64002578.0, CM084265_1_72990731.0, CM084267_1_5881762.1, CM084278_1_22645215.1, CM084275_1_25397333.1, CM084264_1_73886234.0, CM084279_1_1063045.0, CM084268_1_50792945.1, CM084266_1_23321803.0, CM084267_1_2104179.0, CM084269_1_4635085.1, CM084272_1_33546605.1, CM084264_1_69682047.0, CM084264_1_72075479.1, CM084274_1_4864753.0, CM084278_1_20625578.0, CM084267_1_9175848.1, CM084267_1_30270802.1, CM084278_1_24948349.1, CM084264_1_26771545.0, CM084271_1_7136548.1, CM084271_1_43868189.1, CM084279_1_992716.1, CM084266_1_69632418.0, CM084275_1_40706380.0, CM084264_1_34301630.1, CM084274_1_4792243.1, CM084279_1_32644251.1, CM084265_1_69004202.1, CM084264_1_68688963.1, CM084272_1_25266666.0, CM084264_1_75480216.0, CM084274_1_4734019.1, CM084264_1_73152528.1, CM084274_1_4792243.1, CM084274_1_4863903.0, CM084266_1_69632418.1, CM084272_1_1891463.1, CM084271_1_290137.1, CM084265_1_58530104.0, CM084274_1_4867333.0, CM084270_1_4921106.1, CM084268_1_298828.0, CM084266_1_65309860.1, CM084269_1_1563979.0, CM084270_1_35204451.1"
"43","adapter_trim.301.bam","adapter_trim.F0-B16.bam","adapter_trim.F0-B2.bam","-2.25","2, 3, 4, 5","2, 4, 5","TRUE","CM084268_1_273292.1, CM084268_1_276461.0, CM084265_1_71825876.0, CM084266_1_57889035.0, CM084264_1_34293018.1, CM084267_1_2426163.0, CM084266_1_69063996.1, CM084277_1_1858867.0, CM084265_1_54595174.0, CM084277_1_30643652.1, CM084267_1_52092644.1, CM084279_1_993504.1, CM084279_1_31409052.0, CM084270_1_9413290.1, CM084277_1_18546604.1, CM084272_1_1726216.1, CM084277_1_35287266.0, CM084270_1_9408154.0, CM084268_1_1326636.0, CM084272_1_44059306.1, CM084267_1_50392657.0, CM084265_1_67424061.0, CM084264_1_69287134.1, CM084266_1_64164380.0, CM084273_1_31862179.1, CM084270_1_21846007.1, CM084272_1_1891444.1, CM084264_1_73349423.1, CM084274_1_42859635.1, CM084269_1_12905587.1, CM084272_1_33606995.1, CM084272_1_36474234.0, CM084274_1_4694915.0, CM084265_1_64784804.0, CM084266_1_25399242.1, CM084268_1_18512752.0, CM084264_1_72075479.1, CM084275_1_312961.0, CM084264_1_2737867.1, CM084274_1_4796871.1, CM084269_1_43524104.0, CM084279_1_1070294.0, CM084268_1_22932621.0, CM084279_1_10147738.1, CM084272_1_33617991.1, CM084271_1_3821125.1, CM084268_1_28851913.1, CM084269_1_15820188.1, CM084275_1_327936.0, CM084276_1_1625272.1"
"44","adapter_trim.F1-B1-pH75.bam","adapter_trim.F0-B7.bam","adapter_trim.F0-B21.bam","-1.53","1, 4, 5","4, 5","TRUE","CM084265_1_66143640.1, CM084272_1_18574376.0, CM084271_1_257176.0, CM084266_1_57886823.0, CM084268_1_28851946.0, CM084279_1_32917232.1, CM084274_1_4709636.1, CM084264_1_2737868.1, CM084268_1_18519472.0, CM084265_1_68806446.0, CM084267_1_2653035.1, CM084269_1_43527808.0, CM084277_1_29780894.1, CM084264_1_26771529.1, CM084271_1_379028.1, CM084265_1_70609248.1, CM084275_1_25397304.1, CM084275_1_39394589.1, CM084278_1_22644747.0, CM084278_1_281214.0, CM084264_1_73309406.0, CM084265_1_68074267.1, CM084267_1_51346515.0, CM084271_1_344406.0, CM084264_1_8112731.1, CM084266_1_69141150.1, CM084275_1_23104495.1, CM084266_1_71317540.1, CM084273_1_32698894.0, CM084269_1_4635090.1, CM084265_1_71800566.1, CM084267_1_52092638.0, CM084275_1_23075960.1, CM084275_1_8878522.0, CM084265_1_71796271.0, CM084277_1_30168398.1, CM084265_1_71795197.1, CM084278_1_4074311.0, CM084274_1_34976974.1, CM084273_1_31864733.0, CM084264_1_73300783.1, CM084264_1_73929737.0, CM084279_1_1882771.1, CM084274_1_4778747.0, CM084265_1_39553350.1, CM084274_1_3692385.1, CM084275_1_29098655.1, CM084276_1_38072623.0, CM084273_1_31865957.1, CM084266_1_58915367.0"
"45","adapter_trim.F1-J356-pH75.bam","adapter_trim.F0-B16.bam","adapter_trim.F0-B21.bam","-1.46","2, 3, 4, 5","4, 5","TRUE","CM084279_1_32644179.1, CM084277_1_4875899.1, CM084275_1_1304750.0, CM084265_1_58036225.1, CM084272_1_7002402.1, CM084268_1_50225351.0, CM084271_1_43860417.0, CM084266_1_66483880.0, CM084274_1_4694263.1, CM084264_1_8099096.1, CM084266_1_57888166.0, CM084269_1_15799397.0, CM084266_1_1230887.1, CM084266_1_69051090.1, CM084265_1_72368172.1, CM084276_1_12392691.1, CM084276_1_38773530.1, CM084266_1_70706208.0, CM084266_1_57841523.0, CM084269_1_1567133.0, CM084266_1_64725871.1, CM084276_1_38970482.1, CM084278_1_8558512.0, CM084264_1_74266331.0, CM084266_1_1230901.1, CM084269_1_1556132.0, CM084276_1_1847305.1, CM084269_1_1567833.1, CM084271_1_43868201.1, CM084274_1_34977123.0, CM084264_1_2738036.1, CM084265_1_70977429.0, CM084279_1_10147216.0, CM084279_1_1072380.1, CM084275_1_2509958.1, CM084274_1_4863861.1, CM084264_1_64875158.1, CM084266_1_64725871.1, CM084268_1_46382.1, CM084275_1_400320.1, CM084268_1_50225017.0, CM084269_1_47255758.0, CM084275_1_39774878.0, CM084278_1_31960662.1, CM084265_1_790976.1, CM084266_1_58087892.1, CM084265_1_70594980.1, CM084276_1_36515301.1, CM084269_1_43524472.0, CM084277_1_35287257.0"
"46","adapter_trim.F1-J311-pH75.bam","adapter_trim.F0-B2.bam","adapter_trim.F0-B21.bam","0.47","1, 3","4, 5","FALSE","CM084279_1_32915293.0, CM084273_1_32683005.1, CM084276_1_4855640.0, CM084265_1_71800566.0, CM084264_1_34297313.0, CM084265_1_70801089.1, CM084276_1_20157075.0, CM084276_1_38772810.1, CM084275_1_400249.0, CM084274_1_4708043.0, CM084274_1_4773495.0, CM084275_1_19996863.1, CM084265_1_72079002.0, CM084264_1_66522465.1, CM084264_1_69294926.1, CM084266_1_69632434.0, CM084269_1_12905590.0, CM084268_1_24030546.0, CM084274_1_4778747.0, CM084271_1_3820373.1, CM084276_1_1856905.1, CM084267_1_51241061.1, CM084264_1_69712159.0, CM084267_1_2233926.1, CM084271_1_43817223.1, CM084264_1_72118697.1, CM084266_1_69052185.0, CM084266_1_57888961.1, CM084269_1_45420345.1, CM084264_1_66525875.0, CM084271_1_1052235.1, CM084271_1_26324168.1, CM084267_1_832157.0, CM084269_1_39736980.0, CM084266_1_58915367.0, CM084264_1_68688357.0, CM084267_1_5161036.0, CM084266_1_67912135.1, CM084266_1_57883097.0, CM084266_1_68322194.1, CM084275_1_524594.0, CM084277_1_29780894.0, CM084266_1_23295283.0, CM084278_1_22664889.1, CM084270_1_4921089.0, CM084268_1_22932611.1, CM084265_1_3130640.1, CM084269_1_1556253.1, CM084265_1_24898691.0, CM084277_1_4876009.1"
"47","adapter_trim.F1-J65-pH8.bam","adapter_trim.F0-B4.bam","adapter_trim.F0-B21.bam","-1.45","1","4, 5","FALSE","CM084278_1_20865574.0, CM084276_1_1625254.0, CM084278_1_20625152.0, CM084267_1_6420853.1, CM084267_1_50993881.1, CM084266_1_66485296.1, CM084265_1_959800.1, CM084269_1_1572991.0, CM084267_1_6421475.0, CM084265_1_72636296.1, CM084270_1_4921029.1, CM084274_1_4796871.1, CM084269_1_46689554.1, CM084278_1_20861266.0, CM084266_1_70706208.0, CM084279_1_32644251.0, CM084271_1_1033926.0, CM084269_1_15820188.0, CM084264_1_73604407.0, CM084264_1_34293018.0, CM084264_1_70173621.1, CM084264_1_72054047.1, CM084264_1_74721251.0, CM084269_1_43525189.1, CM084266_1_70706207.1, CM084269_1_1556253.1, CM084266_1_68661769.0, CM084265_1_1816578.1, CM084268_1_49719731.0, CM084268_1_50200456.0, CM084265_1_68789108.1, CM084264_1_73152605.0, CM084279_1_31409578.0, CM084279_1_1072342.0, CM084277_1_31027263.0, CM084277_1_36519491.0, CM084277_1_31296163.1, CM084270_1_19464627.0, CM084271_1_19655927.1, CM084265_1_70589365.1, CM084267_1_6421555.1, CM084265_1_66143629.1, CM084272_1_1584317.1, CM084267_1_11257262.0, CM084275_1_66834.0, CM084268_1_18512798.1, CM084276_1_935739.1, CM084274_1_4708749.0, CM084266_1_69051064.1, CM084276_1_20157075.1"
"48","adapter_trim.203.bam","adapter_trim.F0-B10.bam","adapter_trim.F0-B21.bam","-1.67","2, 3, 5","4, 5","TRUE","CM084268_1_3704024.1, CM084264_1_34294397.0, CM084265_1_68806414.1, CM084275_1_8878522.1, CM084270_1_47077595.1, CM084266_1_68322200.1, CM084265_1_8362486.1, CM084272_1_26336261.1, CM084265_1_72071366.1, CM084278_1_22667330.0, CM084266_1_58087794.0, CM084271_1_3820313.1, CM084269_1_15813374.1, CM084270_1_9413173.0, CM084264_1_74076720.1, CM084266_1_63167173.1, CM084276_1_38772790.0, CM084265_1_59221301.0, CM084267_1_13261500.1, CM084268_1_50681648.1, CM084268_1_50739258.1, CM084268_1_276461.1, CM084266_1_64164269.1, CM084268_1_46382.0, CM084278_1_23541049.0, CM084274_1_34977131.1, CM084266_1_69315458.0, CM084276_1_1856888.1, CM084274_1_4869791.0, CM084278_1_23536923.0, CM084266_1_65576813.1, CM084272_1_33571757.1, CM084266_1_66485296.0, CM084269_1_43524375.1, CM084269_1_45438470.0, CM084268_1_9292527.1, CM084265_1_64585921.1, CM084274_1_4863936.0, CM084271_1_44066688.1, CM084268_1_50681648.0, CM084264_1_71816897.0, CM084267_1_5165671.0, CM084275_1_35720346.0, CM084264_1_34300372.1, CM084278_1_22654601.0, CM084264_1_70191778.0, CM084279_1_1196450.1, CM084272_1_1308683.1, CM084278_1_5144637.1, CM084266_1_67097920.0"
"49","adapter_trim.F1-J111-pH8.bam","adapter_trim.F0-B26.bam","adapter_trim.F0-B21.bam","-1.25","2, 4, 5","4, 5","TRUE","CM084271_1_30532481.1, CM084267_1_5830233.1, CM084271_1_3821131.0, CM084276_1_38117392.1, CM084266_1_62460034.1, CM084266_1_70531191.1, CM084274_1_4863902.1, CM084265_1_64196888.0, CM084266_1_68919270.1, CM084279_1_32640566.1, CM084269_1_15827759.1, CM084269_1_1572991.0, CM084276_1_1856066.0, CM084266_1_70181836.0, CM084268_1_3691150.1, CM084264_1_69870962.1, CM084276_1_12392691.0, CM084264_1_73291504.1, CM084272_1_1891482.1, CM084273_1_31862854.0, CM084274_1_4793445.0, CM084271_1_3819548.1, CM084272_1_11675288.1, CM084267_1_2653032.1, CM084264_1_48147317.0, CM084279_1_1072380.1, CM084265_1_72637027.1, CM084268_1_2720906.0, CM084276_1_38864870.0, CM084279_1_10147315.0, CM084269_1_43524691.1, CM084264_1_70355057.1, CM084266_1_69052083.1, CM084269_1_45238247.1, CM084265_1_64735440.0, CM084269_1_43525214.1, CM084279_1_10151201.0, CM084278_1_23536520.0, CM084265_1_72079002.1, CM084278_1_23555170.1, CM084275_1_66811.0, CM084266_1_68919215.1, CM084267_1_699277.1, CM084264_1_8099096.0, CM084275_1_524594.0, CM084277_1_31027256.1, CM084276_1_2841292.0, CM084274_1_34977132.1, CM084266_1_68883042.1, CM084265_1_70595162.0"
"50","adapter_trim.F1-J110-pH8.bam","adapter_trim.F0-B3.bam","adapter_trim.F0-B21.bam","0","3, 5","4, 5","TRUE","CM084276_1_38797641.0, CM084273_1_42253181.1, CM084264_1_72117233.0, CM084267_1_8118559.0, CM084266_1_70181797.1, CM084271_1_218855.0, CM084268_1_1326515.1, CM084272_1_33572878.1, CM084276_1_1847305.1, CM084267_1_699449.0, CM084269_1_43524393.1, CM084271_1_337313.0, CM084275_1_66811.1, CM084265_1_73060663.1, CM084272_1_18194192.1, CM084268_1_49735217.0, CM084264_1_69757037.0, CM084271_1_44077305.1, CM084265_1_24901907.1, CM084265_1_59221275.0, CM084276_1_38558559.1, CM084274_1_4734036.1, CM084275_1_39394564.1, CM084264_1_8112660.0, CM084277_1_30027539.0, CM084268_1_28845789.0, CM084264_1_34300890.0, CM084276_1_20157194.1, CM084279_1_649298.1, CM084272_1_1891499.0, CM084264_1_75338734.1, CM084265_1_71853183.0, CM084272_1_9070882.1, CM084272_1_18194019.1, CM084268_1_1508040.0, CM084274_1_4788646.1, CM084278_1_22667307.0, CM084266_1_68659872.1, CM084268_1_3704024.0, CM084268_1_28855794.0, CM084264_1_69861978.1, CM084278_1_23536923.0, CM084265_1_65233046.0, CM084266_1_69547380.0, CM084271_1_43934405.1, CM084274_1_4795049.0, CM084268_1_50200472.0, CM084279_1_32640622.1, CM084272_1_1307854.0, CM084279_1_10149547.0"
"51","adapter_trim.4.bam","adapter_trim.F0-B4.bam","adapter_trim.F0-B22.bam","-2.28","1","4, 5","FALSE","CM084274_1_4769080.1, CM084271_1_10301908.1, CM084266_1_64164380.0, CM084269_1_46692099.1, CM084267_1_2908957.1, CM084276_1_7202888.1, CM084264_1_61227529.0, CM084278_1_22660266.1, CM084270_1_9408158.0, CM084268_1_3702289.0, CM084274_1_4798805.1, CM084270_1_42348997.0, CM084268_1_46448.1, CM084279_1_1079183.0, CM084264_1_70188213.0, CM084268_1_18519471.1, CM084266_1_69085559.1, CM084270_1_47077588.0, CM084266_1_64725837.0, CM084265_1_14403550.1, CM084266_1_69806293.1, CM084265_1_70799357.0, CM084266_1_62460100.0, CM084272_1_33578227.1, CM084270_1_4751756.0, CM084265_1_66143673.0, CM084277_1_35287266.0, CM084276_1_37987483.1, CM084273_1_31862197.0, CM084267_1_30270830.0, CM084266_1_64726670.0, CM084279_1_10147315.1, CM084264_1_70174612.1, CM084268_1_50216562.1, CM084269_1_1556138.1, CM084264_1_73309406.0, CM084266_1_69050667.1, CM084272_1_18574380.0, CM084265_1_69913707.0, CM084269_1_35627080.1, CM084273_1_31862314.1, CM084269_1_35627219.1, CM084269_1_1538788.1, CM084272_1_33606995.1, CM084274_1_4795062.1, CM084264_1_70471566.0, CM084271_1_344606.0, CM084275_1_40706319.0, CM084269_1_35627219.1, CM084273_1_31862642.0"
"52","adapter_trim.F1-B20-pH8.bam","adapter_trim.F0-B3.bam","adapter_trim.F0-B22.bam","0.07","3, 5","4, 5","TRUE","CM084268_1_46422.0, CM084271_1_43849282.1, CM084274_1_7310951.0, CM084278_1_22667296.1, CM084274_1_43090783.1, CM084275_1_39776486.0, CM084273_1_31862854.1, CM084266_1_68919262.1, CM084275_1_20000990.1, CM084276_1_37353202.0, CM084270_1_4751817.1, CM084264_1_8098032.0, CM084269_1_43525341.1, CM084271_1_379028.1, CM084276_1_1500412.0, CM084269_1_1572335.0, CM084274_1_4869825.1, CM084267_1_2908966.1, CM084275_1_4345059.1, CM084274_1_4769080.1, CM084279_1_32673936.1, CM084279_1_1064676.0, CM084266_1_70706263.1, CM084274_1_4863041.0, CM084264_1_69861955.0, CM084265_1_58531646.0, CM084269_1_41823136.0, CM084265_1_71265328.0, CM084272_1_9069880.1, CM084272_1_18194019.0, CM084274_1_3691349.0, CM084269_1_12905597.0, CM084276_1_1855851.1, CM084271_1_274096.1, CM084269_1_15799434.0, CM084272_1_36474242.0, CM084273_1_268148.0, CM084270_1_4920935.0, CM084266_1_69806378.0, CM084269_1_1541112.1, CM084267_1_9175848.0, CM084277_1_18545080.1, CM084265_1_59221220.0, CM084278_1_23540722.0, CM084264_1_69287134.1, CM084266_1_67097921.1, CM084269_1_4635085.1, CM084270_1_19464672.0, CM084278_1_23540735.0, CM084279_1_10149596.0"
"53","adapter_trim.F1-B1-pH8.bam","adapter_trim.F0-B26.bam","adapter_trim.F0-B22.bam","0.02","2, 4, 5","4, 5","TRUE","CM084264_1_73929737.0, CM084275_1_35722051.1, CM084269_1_42862797.1, CM084273_1_42287132.1, CM084274_1_4708745.1, CM084266_1_62460100.0, CM084272_1_1308664.1, CM084266_1_69051092.1, CM084270_1_47076329.1, CM084265_1_54591384.1, CM084269_1_42862707.0, CM084268_1_50224896.0, CM084276_1_38970482.0, CM084268_1_42211.0, CM084269_1_35627080.0, CM084267_1_51000190.0, CM084278_1_23536960.1, CM084276_1_38970477.0, CM084265_1_59220865.0, CM084277_1_30611605.0, CM084271_1_30532477.0, CM084272_1_33597669.1, CM084277_1_10417524.1, CM084269_1_15799430.1, CM084268_1_28845522.0, CM084271_1_337313.0, CM084269_1_43524068.1, CM084272_1_18194995.0, CM084279_1_32665186.1, CM084264_1_8112672.0, CM084273_1_31866087.1, CM084266_1_68322173.1, CM084265_1_72368258.1, CM084278_1_16767353.1, CM084264_1_68689028.1, CM084273_1_31865230.0, CM084266_1_57884809.0, CM084266_1_69056442.1, CM084266_1_25399242.0, CM084267_1_52776062.0, CM084279_1_1070264.1, CM084277_1_30626985.1, CM084268_1_9292527.0, CM084264_1_66522465.1, CM084274_1_4793160.0, CM084265_1_68074592.0, CM084274_1_4788646.1, CM084275_1_39776618.1, CM084264_1_73308596.0, CM084269_1_4625303.1"
"54","adapter_trim.F1-J263-pH75.bam","adapter_trim.F0-B14.bam","adapter_trim.F0-B22.bam","-1.79","2, 3, 4, 5","4, 5","TRUE","CM084268_1_50682932.0, CM084266_1_38532340.0, CM084275_1_39776646.0, CM084267_1_52593725.1, CM084266_1_25399242.1, CM084264_1_73152512.0, CM084265_1_71265269.1, CM084270_1_47077479.1, CM084272_1_1891434.1, CM084276_1_38772791.0, CM084278_1_24948220.0, CM084266_1_69141150.1, CM084265_1_70595157.0, CM084271_1_3819764.0, CM084268_1_24031315.1, CM084264_1_61227544.1, CM084268_1_43541.1, CM084266_1_68659869.1, CM084271_1_37244915.0, CM084264_1_74035920.0, CM084265_1_71794015.1, CM084279_1_33759487.1, CM084268_1_50225351.1, CM084266_1_58098009.0, CM084267_1_9176202.1, CM084266_1_66483855.1, CM084266_1_70743740.1, CM084271_1_26332994.1, CM084273_1_31862854.1, CM084275_1_2509950.1, CM084267_1_51919009.1, CM084279_1_32652116.0, CM084273_1_31866087.0, CM084272_1_1883699.0, CM084274_1_4769088.0, CM084272_1_23496346.0, CM084275_1_39394528.0, CM084277_1_10417520.0, CM084277_1_31296172.1, CM084269_1_35627230.1, CM084275_1_23095308.1, CM084275_1_267983.0, CM084276_1_1625257.1, CM084276_1_1625423.0, CM084266_1_816291.0, CM084268_1_50739244.1, CM084275_1_661848.1, CM084264_1_73312740.1, CM084264_1_61167189.0, CM084278_1_20732798.1"
"55","adapter_trim.5.bam","adapter_trim.F0-B7.bam","adapter_trim.F0-B22.bam","-2.24","1, 4, 5","4, 5","TRUE","CM084271_1_30532481.1, CM084267_1_5830233.1, CM084271_1_3821131.0, CM084276_1_38117392.1, CM084266_1_62460034.1, CM084266_1_70531191.1, CM084274_1_4863902.1, CM084265_1_64196888.0, CM084266_1_68919270.1, CM084279_1_32640566.1, CM084269_1_15827759.1, CM084269_1_1572991.0, CM084276_1_1856066.0, CM084266_1_70181836.0, CM084268_1_3691150.1, CM084264_1_69870962.1, CM084276_1_12392691.0, CM084264_1_73291504.1, CM084272_1_1891482.1, CM084273_1_31862854.0, CM084274_1_4793445.0, CM084271_1_3819548.1, CM084272_1_11675288.1, CM084267_1_2653032.1, CM084264_1_48147317.0, CM084279_1_1072380.1, CM084265_1_72637027.1, CM084268_1_2720906.0, CM084276_1_38864870.0, CM084279_1_10147315.0, CM084269_1_43524691.1, CM084264_1_70355057.1, CM084266_1_69052083.1, CM084269_1_45238247.1, CM084265_1_64735440.0, CM084269_1_43525214.1, CM084279_1_10151201.0, CM084278_1_23536520.0, CM084265_1_72079002.1, CM084278_1_23555170.1, CM084275_1_66811.0, CM084266_1_68919215.1, CM084267_1_699277.1, CM084264_1_8099096.0, CM084275_1_524594.0, CM084277_1_31027256.1, CM084276_1_2841292.0, CM084274_1_34977132.1, CM084266_1_68883042.1, CM084265_1_70595162.0"
"56","adapter_trim.F1-B11-pH75.bam","adapter_trim.F0-B4.bam","adapter_trim.F0-B22.bam","-1.28","1","4, 5","FALSE","CM084279_1_10150670.1, CM084267_1_699277.1, CM084264_1_6517635.0, CM084271_1_44066688.0, CM084272_1_18191742.0, CM084265_1_70595159.0, CM084271_1_43860497.0, CM084266_1_57886490.0, CM084266_1_23298342.1, CM084267_1_699428.1, CM084269_1_40447978.0, CM084279_1_10151201.0, CM084272_1_1894337.0, CM084276_1_38558604.0, CM084265_1_71265301.0, CM084274_1_4709677.1, CM084267_1_5165711.0, CM084269_1_39737155.1, CM084264_1_34294033.1, CM084277_1_30953045.0, CM084274_1_4788661.1, CM084276_1_38558458.1, CM084278_1_25832327.1, CM084264_1_70466152.0, CM084266_1_65347078.0, CM084274_1_4694263.1, CM084265_1_70597838.1, CM084271_1_26325707.0, CM084269_1_1544433.1, CM084269_1_40447978.1, CM084270_1_4751853.0, CM084276_1_1856643.1, CM084272_1_18170845.0, CM084274_1_4694202.0, CM084277_1_29208305.1, CM084265_1_64527973.1, CM084277_1_18546601.1, CM084266_1_70530691.0, CM084264_1_71189798.1, CM084271_1_43547024.1, CM084274_1_4812118.0, CM084274_1_4730203.1, CM084265_1_70800987.0, CM084265_1_14403401.1, CM084264_1_74191504.1, CM084273_1_31866087.0, CM084277_1_29208395.1, CM084279_1_1070763.0, CM084269_1_43525146.1, CM084269_1_47563826.0"
"57","adapter_trim.F1-B5-pH8.bam","adapter_trim.F0-B1.bam","adapter_trim.F0-B25.bam","-1.66","1, 2","1, 3, 4, 5","TRUE","CM084275_1_2509950.1, CM084266_1_23295283.0, CM084264_1_68634780.0, CM084267_1_6420915.0, CM084269_1_1541112.0, CM084269_1_15828546.0, CM084272_1_33607000.1, CM084265_1_72992174.0, CM084269_1_45423025.1, CM084274_1_4708735.0, CM084271_1_257113.0, CM084267_1_4505260.0, CM084264_1_73308596.0, CM084275_1_400325.0, CM084269_1_35627061.0, CM084272_1_41046375.0, CM084266_1_69052082.0, CM084265_1_73061223.1, CM084274_1_4726244.0, CM084264_1_75512085.1, CM084274_1_4808081.0, CM084271_1_19656025.1, CM084267_1_5168533.1, CM084269_1_45438488.0, CM084264_1_15064138.1, CM084267_1_52591726.0, CM084272_1_1307854.0, CM084266_1_69723117.1, CM084264_1_74989681.0, CM084269_1_45238132.0, CM084266_1_69806378.0, CM084267_1_2653032.1, CM084275_1_312961.0, CM084265_1_72078910.0, CM084270_1_9413290.1, CM084279_1_32652113.1, CM084266_1_68319456.1, CM084272_1_1726216.1, CM084271_1_43817237.1, CM084264_1_64487824.1, CM084268_1_276460.0, CM084264_1_64487824.0, CM084265_1_1062091.1, CM084274_1_7310951.1, CM084268_1_50200456.0, CM084267_1_50392661.0, CM084276_1_2855917.0, CM084274_1_12659015.0, CM084269_1_1549393.0, CM084279_1_33759487.1"
"58","adapter_trim.F1-B8-pH75.bam","adapter_trim.F0-B20.bam","adapter_trim.F0-B25.bam","-1.13","2, 4","1, 3, 4, 5","TRUE","CM084268_1_42024.0, CM084275_1_38169337.0, CM084274_1_4732023.1, CM084274_1_3691337.0, CM084269_1_1556175.0, CM084277_1_1868699.1, CM084279_1_10147347.1, CM084271_1_44075853.1, CM084268_1_2706209.0, CM084269_1_43528550.1, CM084272_1_1883067.1, CM084274_1_4864682.0, CM084270_1_4920968.1, CM084269_1_43525271.1, CM084268_1_45628.0, CM084269_1_40447978.1, CM084268_1_276380.1, CM084268_1_50315.1, CM084266_1_57883008.0, CM084276_1_37353202.0, CM084273_1_32698906.1, CM084272_1_675601.0, CM084271_1_44190489.0, CM084272_1_18188624.1, CM084276_1_25809361.1, CM084276_1_2855158.0, CM084264_1_75506833.0, CM084276_1_20157320.0, CM084271_1_30532519.1, CM084265_1_71831409.0, CM084269_1_46858338.0, CM084273_1_42287132.1, CM084266_1_68515581.0, CM084274_1_4863936.0, CM084277_1_31296163.1, CM084270_1_42348998.0, CM084270_1_46588167.0, CM084277_1_35287257.1, CM084275_1_660866.1, CM084270_1_42355544.0, CM084264_1_64874708.0, CM084264_1_75506833.0, CM084269_1_43525399.0, CM084275_1_39776496.0, CM084270_1_4920915.1, CM084276_1_37352348.0, CM084271_1_4574012.1, CM084274_1_4708834.1, CM084269_1_1549405.0, CM084274_1_4694551.0"
"59","adapter_trim.204.bam","adapter_trim.F0-B26.bam","adapter_trim.F0-B25.bam","-1.73","2, 4, 5","1, 3, 4, 5","TRUE","CM084279_1_10150670.1, CM084267_1_699277.1, CM084264_1_6517635.0, CM084271_1_44066688.0, CM084272_1_18191742.0, CM084265_1_70595159.0, CM084271_1_43860497.0, CM084266_1_57886490.0, CM084266_1_23298342.1, CM084267_1_699428.1, CM084269_1_40447978.0, CM084279_1_10151201.0, CM084272_1_1894337.0, CM084276_1_38558604.0, CM084265_1_71265301.0, CM084274_1_4709677.1, CM084267_1_5165711.0, CM084269_1_39737155.1, CM084264_1_34294033.1, CM084277_1_30953045.0, CM084274_1_4788661.1, CM084276_1_38558458.1, CM084278_1_25832327.1, CM084264_1_70466152.0, CM084266_1_65347078.0, CM084274_1_4694263.1, CM084265_1_70597838.1, CM084271_1_26325707.0, CM084269_1_1544433.1, CM084269_1_40447978.1, CM084270_1_4751853.0, CM084276_1_1856643.1, CM084272_1_18170845.0, CM084274_1_4694202.0, CM084277_1_29208305.1, CM084265_1_64527973.1, CM084277_1_18546601.1, CM084266_1_70530691.0, CM084264_1_71189798.1, CM084271_1_43547024.1, CM084274_1_4812118.0, CM084274_1_4730203.1, CM084265_1_70800987.0, CM084265_1_14403401.1, CM084264_1_74191504.1, CM084273_1_31866087.0, CM084277_1_29208395.1, CM084279_1_1070763.0, CM084269_1_43525146.1, CM084269_1_47563826.0"
"60","adapter_trim.F1-J314-pH75.bam","adapter_trim.F0-B20.bam","adapter_trim.F0-B25.bam","-1.13","2, 4","1, 3, 4, 5","TRUE","CM084277_1_10417524.1, CM084279_1_23112955.1, CM084268_1_41971.1, CM084272_1_1311984.1, CM084277_1_29208393.0, CM084267_1_8118654.1, CM084267_1_52593725.1, CM084278_1_4074395.0, CM084276_1_1625243.0, CM084269_1_1555101.1, CM084276_1_38117403.1, CM084266_1_57885009.0, CM084272_1_1891465.0, CM084266_1_23296704.0, CM084264_1_69298657.1, CM084279_1_10159270.1, CM084274_1_4694202.0, CM084266_1_68883042.0, CM084274_1_4795052.1, CM084275_1_1304711.0, CM084278_1_22667362.0, CM084270_1_47077465.0, CM084265_1_71794444.1, CM084275_1_1304747.0, CM084264_1_12084151.1, CM084277_1_5804933.0, CM084267_1_2652515.0, CM084269_1_47265506.0, CM084278_1_15228737.1, CM084267_1_2910789.1, CM084265_1_71265328.1, CM084277_1_30027550.0, CM084277_1_30629891.0, CM084264_1_34294033.0, CM084265_1_66141859.0, CM084266_1_67097920.0, CM084279_1_10149633.1, CM084264_1_6956767.0, CM084265_1_69381455.1, CM084278_1_22667330.1, CM084275_1_1304702.1, CM084265_1_72368172.0, CM084275_1_25388576.1, CM084266_1_68322194.0, CM084275_1_25388546.0, CM084267_1_2081904.0, CM084278_1_22645215.0, CM084274_1_4723640.1, CM084272_1_43469575.0, CM084268_1_22932625.1"
